S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
93908	142808	1	48920	sa_ill_sa_contig6	contig_14	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	49074	70130	sa_ill_sa_contig31	contig_14	99.9		True
translocation
98057	98213	70131	70287	sa_ill_sa_contig11	contig_14	98.58		True
local misassembly
98340	98561	70288	70509	sa_ill_sa_contig11	contig_14	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	97104	70510	sa_ill_sa_contig12	contig_14	99.29		True
local misassembly
46	44268	141346	97105	sa_ill_sa_contig12	contig_14	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	141347	192081	sa_ill_sa_contig17	contig_14	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	192082	197077	sa_ill_sa_contig39	contig_14	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	197078	211441	sa_ill_sa_contig33	contig_14	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	212153	211442	sa_ill_sa_contig55	contig_14	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	218845	212154	sa_ill_sa_contig37	contig_14	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	218872	221712	sa_ill_sa_contig44	contig_14	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	223287	221713	sa_ill_sa_contig47	contig_14	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	264406	223314	sa_ill_sa_contig20	contig_14	99.83		True
translocation
1	1649	266056	264407	sa_ill_sa_contig8	contig_14	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	269565	266444	sa_ill_sa_contig41	contig_14	99.71		True
translocation
38161	38352	269848	269658	sa_ill_sa_contig23	contig_14	95.31		True
local misassembly
38187	38352	270101	269936	sa_ill_sa_contig23	contig_14	98.8		True
local misassembly
1	38352	308573	270194	sa_ill_sa_contig23	contig_14	99.86		True
fake: not a misassembly [fragmentation of reference genome]
688	925	308965	308713	sa_ill_sa_contig51	contig_14	94.07		True
translocation
1	1703	310679	308979	sa_ill_sa_contig8	contig_14	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	314335	311009	sa_ill_sa_contig41	contig_14	99.7		True
translocation
1	1604	315939	314336	sa_ill_sa_contig8	contig_14	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	319359	316236	sa_ill_sa_contig41	contig_14	99.71		True
translocation
1	56123	375851	319811	sa_ill_sa_contig15	contig_14	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	375852	376567	sa_ill_sa_contig58	contig_14	99.87		True
