S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
38187	38352	1	166	sa_ill_sa_contig23	contig_42	98.8		True
local misassembly
38161	38352	254	444	sa_ill_sa_contig23	contig_42	95.31		True
translocation
203	3323	537	3658	sa_ill_sa_contig41	contig_42	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	1649	4046	5695	sa_ill_sa_contig8	contig_42	99.53		True
translocation
1	41074	5696	46786	sa_ill_sa_contig20	contig_42	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1576	46813	48387	sa_ill_sa_contig47	contig_42	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2840	51229	48388	sa_ill_sa_contig44	contig_42	99.47		True
fake: not a misassembly [fragmentation of reference genome]
1	6686	51256	57947	sa_ill_sa_contig37	contig_42	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	57948	58658	sa_ill_sa_contig55	contig_42	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	73031	58659	sa_ill_sa_contig33	contig_42	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	78023	73032	sa_ill_sa_contig39	contig_42	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	128753	78024	sa_ill_sa_contig17	contig_42	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
46	44268	128754	173011	sa_ill_sa_contig12	contig_42	99.64		True
local misassembly
43758	70357	173012	199622	sa_ill_sa_contig12	contig_42	99.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
98340	98561	199844	199623	sa_ill_sa_contig11	contig_42	98.02		True
local misassembly
98058	98213	200000	199845	sa_ill_sa_contig11	contig_42	98.72		True
translocation
1	21042	221059	200004	sa_ill_sa_contig31	contig_42	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	142808	364163	221213	sa_ill_sa_contig6	contig_42	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	364164	364696	sa_ill_sa_contig63	contig_42	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	408231	364697	sa_ill_sa_contig18	contig_42	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1727	408232	409905	sa_ill_sa_contig46	contig_42	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	857	411291	410435	sa_ill_sa_contig54	contig_42	100.0		True
fake: not a misassembly [fragmentation of reference genome]
