S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
38187	38352	1	166	sa_ill_sa_contig23	contig_42	98.8		True
local misassembly
38161	38352	254	444	sa_ill_sa_contig23	contig_42	95.31		True
translocation
203	3323	537	3659	sa_ill_sa_contig41	contig_42	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	1649	4047	5694	sa_ill_sa_contig8	contig_42	99.53		True
translocation
1	41074	5695	46793	sa_ill_sa_contig20	contig_42	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1576	46820	48396	sa_ill_sa_contig47	contig_42	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2840	51239	48397	sa_ill_sa_contig44	contig_42	99.44		True
fake: not a misassembly [fragmentation of reference genome]
1	6686	51266	57954	sa_ill_sa_contig37	contig_42	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	57955	58666	sa_ill_sa_contig55	contig_42	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	73038	58667	sa_ill_sa_contig33	contig_42	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	78031	73039	sa_ill_sa_contig39	contig_42	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	128763	78032	sa_ill_sa_contig17	contig_42	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
46	44268	128764	173010	sa_ill_sa_contig12	contig_42	99.66		True
local misassembly
43758	70357	173011	199623	sa_ill_sa_contig12	contig_42	99.28		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	221051	200003	sa_ill_sa_contig31	contig_42	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	142808	364145	221205	sa_ill_sa_contig6	contig_42	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	364146	364678	sa_ill_sa_contig63	contig_42	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	408216	364679	sa_ill_sa_contig18	contig_42	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1727	408217	409888	sa_ill_sa_contig46	contig_42	99.94		True
translocation
337	564	410116	409889	sa_ill_sa_contig54	contig_42	90.73		True
indel: indel (<= 5bp)
36	283	410416	410169	sa_ill_sa_contig54	contig_42	90.46		True
local misassembly
1	857	411273	410417	sa_ill_sa_contig54	contig_42	100.0		True
fake: not a misassembly [fragmentation of reference genome]
