S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1705	1704	1	sa_ill_sa_contig8	contig_11	99.53		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	5243	2122	sa_ill_sa_contig41	contig_11	99.84		True
translocation
62396	62502	5350	5244	sa_ill_sa_contig14	contig_11	98.6		True
local misassembly
1	62604	67860	5400	sa_ill_sa_contig14	contig_11	99.67		True
translocation
98092	98471	67861	68239	sa_ill_sa_contig11	contig_11	97.97		True
local misassembly [fragmentation of reference genome]
1	39729	107979	68240	sa_ill_sa_contig21	contig_11	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	28120	136115	107984	sa_ill_sa_contig28	contig_11	99.92		True
translocation
1	1604	137719	136116	sa_ill_sa_contig8	contig_11	99.71		True
fake: not a misassembly [fragmentation of reference genome]
198	3323	141268	138141	sa_ill_sa_contig41	contig_11	99.78		True
translocation
2	925	142740	141822	sa_ill_sa_contig51	contig_11	97.96		True
local misassembly [fragmentation of reference genome]
1	32969	175919	142945	sa_ill_sa_contig26	contig_11	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	14210	176073	190283	sa_ill_sa_contig34	contig_11	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	190994	190284	sa_ill_sa_contig55	contig_11	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	190995	212791	sa_ill_sa_contig30	contig_11	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	219876	212792	sa_ill_sa_contig36	contig_11	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	219877	318510	sa_ill_sa_contig11	contig_11	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	319840	318511	sa_ill_sa_contig48	contig_11	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	319841	543251	sa_ill_sa_contig1	contig_11	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
