S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	42379	42238	1	sa_ill_sa_contig18	contig_103	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1727	42239	43913	sa_ill_sa_contig46	contig_103	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	857	45300	44443	sa_ill_sa_contig54	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	26180	45666	71863	sa_ill_sa_contig29	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	71864	76447	sa_ill_sa_contig40	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	81770	76448	sa_ill_sa_contig38	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	86355	81771	sa_ill_sa_contig40	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	130429	86356	216829	sa_ill_sa_contig9	contig_103	99.78		True
translocation
71	20896	216830	237665	sa_ill_sa_contig32	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	539	237666	238149	sa_ill_sa_contig65	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	720	239934	239270	sa_ill_sa_contig60	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	125486	365733	239935	sa_ill_sa_contig10	contig_103	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	13692	366465	380175	sa_ill_sa_contig35	contig_103	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2978	380176	383100	sa_ill_sa_contig43	contig_103	99.66		True
fake: not a misassembly [fragmentation of reference genome]
56	861	384026	383219	sa_ill_sa_contig53	contig_103	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30897	414951	384027	sa_ill_sa_contig27	contig_103	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	564554	414997	sa_ill_sa_contig5	contig_103	99.56		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	696993	564896	sa_ill_sa_contig8	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	700489	697365	sa_ill_sa_contig41	contig_103	99.71		True
translocation
1	34367	700655	735052	sa_ill_sa_contig25	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	735585	735053	sa_ill_sa_contig63	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	735586	774401	sa_ill_sa_contig22	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
19	34443	774402	808852	sa_ill_sa_contig24	contig_103	99.89		True
translocation
1	1604	810457	808853	sa_ill_sa_contig8	contig_103	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	814002	810875	sa_ill_sa_contig41	contig_103	99.62		True
translocation
62396	62502	814109	814003	sa_ill_sa_contig14	contig_103	98.6		True
local misassembly
