S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	42379	42186	1	sa_ill_sa_contig18	contig_103	99.45		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1727	42187	43858	sa_ill_sa_contig46	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	857	45244	44388	sa_ill_sa_contig54	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	26180	45610	71785	sa_ill_sa_contig29	contig_103	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	71786	76366	sa_ill_sa_contig40	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	81683	76367	sa_ill_sa_contig38	contig_103	99.98		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	86264	81684	sa_ill_sa_contig40	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	130429	86265	216572	sa_ill_sa_contig9	contig_103	99.89		True
translocation
71	20896	216573	237396	sa_ill_sa_contig32	contig_103	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	539	237397	237880	sa_ill_sa_contig65	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	720	239663	238999	sa_ill_sa_contig60	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	125486	365322	239664	sa_ill_sa_contig10	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	13692	366054	379745	sa_ill_sa_contig35	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2978	379746	382665	sa_ill_sa_contig43	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
56	861	383590	382784	sa_ill_sa_contig53	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30897	414481	383591	sa_ill_sa_contig27	contig_103	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	563938	414527	sa_ill_sa_contig5	contig_103	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	696228	564280	sa_ill_sa_contig8	contig_103	99.96		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	699721	696601	sa_ill_sa_contig41	contig_103	99.97		True
translocation
1	34367	699886	734244	sa_ill_sa_contig25	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	734777	734245	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	734778	773546	sa_ill_sa_contig22	contig_103	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
19	34443	773547	807968	sa_ill_sa_contig24	contig_103	99.97		True
translocation
1	1604	809571	807969	sa_ill_sa_contig8	contig_103	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	813110	809990	sa_ill_sa_contig41	contig_103	99.94		True
translocation
62396	62502	813217	813111	sa_ill_sa_contig14	contig_103	98.6		True
local misassembly
1	62604	875670	813267	sa_ill_sa_contig14	contig_103	99.67		True
translocation
98092	98471	875671	876049	sa_ill_sa_contig11	contig_103	97.97		True
local misassembly [fragmentation of reference genome]
1	39729	915758	876050	sa_ill_sa_contig21	contig_103	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	28120	943873	915763	sa_ill_sa_contig28	contig_103	99.96		True
translocation
1	1604	945475	943874	sa_ill_sa_contig8	contig_103	99.71		True
fake: not a misassembly [fragmentation of reference genome]
198	3323	949022	945897	sa_ill_sa_contig41	contig_103	99.94		True
translocation
2	925	950493	949576	sa_ill_sa_contig51	contig_103	98.92		True
local misassembly [fragmentation of reference genome]
1	32969	983646	950698	sa_ill_sa_contig26	contig_103	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	14210	983799	998003	sa_ill_sa_contig34	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	998714	998004	sa_ill_sa_contig55	contig_103	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	998715	1020496	sa_ill_sa_contig30	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	1027578	1020497	sa_ill_sa_contig36	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	1027579	1126156	sa_ill_sa_contig11	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	1127480	1126157	sa_ill_sa_contig48	contig_103	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	1127481	1350740	sa_ill_sa_contig1	contig_103	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	539	1350741	1351224	sa_ill_sa_contig65	contig_103	99.07		True
fake: not a misassembly [fragmentation of reference genome]
56	720	1353005	1352341	sa_ill_sa_contig60	contig_103	98.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
124942	125486	1353549	1353006	sa_ill_sa_contig10	contig_103	93.31		True
translocation
1	63338	1353550	1416877	sa_ill_sa_contig13	contig_103	99.94		True
local misassembly
63108	66060	1416878	1419830	sa_ill_sa_contig13	contig_103	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	41771	1461599	1419831	sa_ill_sa_contig19	contig_103	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	177172	1461788	1638903	sa_ill_sa_contig4	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	50729	1638904	1689600	sa_ill_sa_contig16	contig_103	99.97		True
fake: not a misassembly [fragmentation of reference genome]
78271	134302	1745676	1689663	sa_ill_sa_contig7	contig_103	99.93		True
local misassembly
1	78138	1823674	1745677	sa_ill_sa_contig7	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
55	207093	2030544	1823687	sa_ill_sa_contig3	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	211909	2242426	2030545	sa_ill_sa_contig2	contig_103	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	3261	2242626	2245886	sa_ill_sa_contig42	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
4	718	2246601	2245887	sa_ill_sa_contig58	contig_103	100.0		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	56123	2246602	2302600	sa_ill_sa_contig15	contig_103	99.74		True
local misassembly
55995	56123	2302748	2302875	sa_ill_sa_contig15	contig_103	98.45		True
translocation
203	3323	2303052	2306174	sa_ill_sa_contig41	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	2306471	2308072	sa_ill_sa_contig8	contig_103	99.82		True
translocation
1	3323	2308073	2311395	sa_ill_sa_contig41	contig_103	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	1703	2311725	2313427	sa_ill_sa_contig8	contig_103	99.88		True
translocation
688	925	2313441	2313692	sa_ill_sa_contig51	contig_103	94.44		True
fake: not a misassembly [fragmentation of reference genome]
1	38352	2313834	2352178	sa_ill_sa_contig23	contig_103	99.94		True
local misassembly
38187	38352	2352271	2352436	sa_ill_sa_contig23	contig_103	98.8		True
local misassembly
38161	38352	2352524	2352714	sa_ill_sa_contig23	contig_103	95.31		True
translocation
203	3323	2352807	2355922	sa_ill_sa_contig41	contig_103	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1649	2356310	2357956	sa_ill_sa_contig8	contig_103	99.82		True
translocation
1	41074	2357957	2399018	sa_ill_sa_contig20	contig_103	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1576	2399044	2400619	sa_ill_sa_contig47	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2840	2403459	2400620	sa_ill_sa_contig44	contig_103	99.61		True
fake: not a misassembly [fragmentation of reference genome]
1	6686	2403485	2410170	sa_ill_sa_contig37	contig_103	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	2410171	2410881	sa_ill_sa_contig55	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	2425243	2410882	sa_ill_sa_contig33	contig_103	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	2430237	2425244	sa_ill_sa_contig39	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	2480935	2430238	sa_ill_sa_contig17	contig_103	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
46	44268	2480936	2525155	sa_ill_sa_contig12	contig_103	99.76		True
local misassembly
43758	70357	2525156	2551749	sa_ill_sa_contig12	contig_103	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
98340	98561	2551971	2551750	sa_ill_sa_contig11	contig_103	98.08		True
local misassembly
98057	98213	2552128	2551972	sa_ill_sa_contig11	contig_103	98.58		True
translocation
1	21042	2573170	2552129	sa_ill_sa_contig31	contig_103	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	142808	2716158	2573324	sa_ill_sa_contig6	contig_103	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	2716159	2716691	sa_ill_sa_contig63	contig_103	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
42380	43683	2717995	2716692	sa_ill_sa_contig18	contig_103	100.0		True
CONTIG	contig_103	2717995	misassembled
