S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226274	3001	sa_ill_sa_contig1	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226275	227602	sa_ill_sa_contig48	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326169	227603	sa_ill_sa_contig11	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326170	333247	sa_ill_sa_contig36	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355031	333248	sa_ill_sa_contig30	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355032	355742	sa_ill_sa_contig55	contig_103	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369950	355743	sa_ill_sa_contig34	contig_103	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370103	403065	sa_ill_sa_contig26	contig_103	99.96		True
local misassembly [fragmentation of reference genome]
2	925	403270	404182	sa_ill_sa_contig51	contig_103	98.38		True
translocation
198	3323	404735	407860	sa_ill_sa_contig41	contig_103	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408282	409885	sa_ill_sa_contig8	contig_103	99.76		True
translocation
1	28120	409886	437993	sa_ill_sa_contig28	contig_103	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	437998	477714	sa_ill_sa_contig21	contig_103	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478093	477715	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478094	540493	sa_ill_sa_contig14	contig_103	99.66		True
local misassembly
62396	62502	540543	540649	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	540650	543766	sa_ill_sa_contig41	contig_103	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544185	545782	sa_ill_sa_contig8	contig_103	99.36		True
translocation
19	34443	580202	545783	sa_ill_sa_contig24	contig_103	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	618977	580203	sa_ill_sa_contig22	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	618978	619510	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653860	619511	sa_ill_sa_contig25	contig_103	99.93		True
translocation
203	3323	654025	657146	sa_ill_sa_contig41	contig_103	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657519	789475	sa_ill_sa_contig8	contig_103	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789817	939231	sa_ill_sa_contig5	contig_103	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939277	970174	sa_ill_sa_contig27	contig_103	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970175	970980	sa_ill_sa_contig53	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974018	971099	sa_ill_sa_contig43	contig_103	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987707	974019	sa_ill_sa_contig35	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988439	1114097	sa_ill_sa_contig10	contig_103	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114098	1114762	sa_ill_sa_contig60	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116364	1115881	sa_ill_sa_contig65	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137190	1116365	sa_ill_sa_contig32	contig_103	99.99		True
translocation
1	130429	1267485	1137191	sa_ill_sa_contig9	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1267486	1272066	sa_ill_sa_contig40	contig_103	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272067	1277384	sa_ill_sa_contig38	contig_103	99.96		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1281965	1277385	sa_ill_sa_contig40	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308137	1281966	sa_ill_sa_contig29	contig_103	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1308503	1309359	sa_ill_sa_contig54	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1311560	1309889	sa_ill_sa_contig46	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1311561	1355058	sa_ill_sa_contig18	contig_103	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1355591	1355059	sa_ill_sa_contig63	contig_103	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1355592	1498437	sa_ill_sa_contig6	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1498591	1519634	sa_ill_sa_contig31	contig_103	99.98		True
translocation
98057	98213	1519635	1519791	sa_ill_sa_contig11	contig_103	98.58		True
local misassembly
98340	98561	1519792	1520013	sa_ill_sa_contig11	contig_103	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1546602	1520014	sa_ill_sa_contig12	contig_103	99.36		True
local misassembly
46	44268	1590814	1546603	sa_ill_sa_contig12	contig_103	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1590815	1641509	sa_ill_sa_contig17	contig_103	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1641510	1646503	sa_ill_sa_contig39	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1646504	1660861	sa_ill_sa_contig33	contig_103	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1661572	1660862	sa_ill_sa_contig55	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1668259	1661573	sa_ill_sa_contig37	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1668285	1671124	sa_ill_sa_contig44	contig_103	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
