S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226565	3000	sa_ill_sa_contig1	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226566	227896	sa_ill_sa_contig48	contig_103	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326591	227897	sa_ill_sa_contig11	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326592	333679	sa_ill_sa_contig36	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355488	333680	sa_ill_sa_contig30	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355489	356200	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370417	356201	sa_ill_sa_contig34	contig_103	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370571	403570	sa_ill_sa_contig26	contig_103	99.81		True
local misassembly [fragmentation of reference genome]
2	925	403775	404692	sa_ill_sa_contig51	contig_103	98.06		True
translocation
198	3323	405247	408374	sa_ill_sa_contig41	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408796	410400	sa_ill_sa_contig8	contig_103	99.65		True
translocation
1	28120	410401	438544	sa_ill_sa_contig28	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438549	478302	sa_ill_sa_contig21	contig_103	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478681	478303	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478682	541176	sa_ill_sa_contig14	contig_103	99.63		True
local misassembly
62396	62502	541226	541332	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541333	544455	sa_ill_sa_contig41	contig_103	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544873	546477	sa_ill_sa_contig8	contig_103	99.59		True
translocation
19	34443	580924	546478	sa_ill_sa_contig24	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619739	580925	sa_ill_sa_contig22	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619740	620272	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654671	620273	sa_ill_sa_contig25	contig_103	99.84		True
translocation
203	3323	654836	657962	sa_ill_sa_contig41	contig_103	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658334	790435	sa_ill_sa_contig8	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790777	940343	sa_ill_sa_contig5	contig_103	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940389	971305	sa_ill_sa_contig27	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971306	972114	sa_ill_sa_contig53	contig_103	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	975161	972233	sa_ill_sa_contig43	contig_103	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988866	975162	sa_ill_sa_contig35	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989598	1115393	sa_ill_sa_contig10	contig_103	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115394	1116058	sa_ill_sa_contig60	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117661	1117178	sa_ill_sa_contig65	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138498	1117662	sa_ill_sa_contig32	contig_103	99.91		True
translocation
1	130429	1268961	1138499	sa_ill_sa_contig9	contig_103	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268962	1273547	sa_ill_sa_contig40	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273548	1278872	sa_ill_sa_contig38	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283457	1278873	sa_ill_sa_contig40	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309649	1283458	sa_ill_sa_contig29	contig_103	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1310015	1310871	sa_ill_sa_contig54	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1313077	1311401	sa_ill_sa_contig46	contig_103	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1313078	1356634	sa_ill_sa_contig18	contig_103	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1357167	1356635	sa_ill_sa_contig63	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1357168	1500158	sa_ill_sa_contig6	contig_103	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500312	1521369	sa_ill_sa_contig31	contig_103	99.89		True
translocation
98057	98213	1521370	1521526	sa_ill_sa_contig11	contig_103	98.58		True
local misassembly
98340	98561	1521527	1521748	sa_ill_sa_contig11	contig_103	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548367	1521749	sa_ill_sa_contig12	contig_103	99.31		True
local misassembly
46	44268	1592615	1548368	sa_ill_sa_contig12	contig_103	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592616	1643364	sa_ill_sa_contig17	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643365	1648359	sa_ill_sa_contig39	contig_103	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648360	1662734	sa_ill_sa_contig33	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663445	1662735	sa_ill_sa_contig55	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1670139	1663446	sa_ill_sa_contig37	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1670166	1673005	sa_ill_sa_contig44	contig_103	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
