S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3002	2519	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226572	3003	sa_ill_sa_contig1	contig_103	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226573	227902	sa_ill_sa_contig48	contig_103	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326596	227903	sa_ill_sa_contig11	contig_103	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326597	333681	sa_ill_sa_contig36	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355483	333682	sa_ill_sa_contig30	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355484	356195	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370412	356196	sa_ill_sa_contig34	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370566	403565	sa_ill_sa_contig26	contig_103	99.82		True
local misassembly [fragmentation of reference genome]
2	925	403770	404689	sa_ill_sa_contig51	contig_103	98.06		True
translocation
198	3323	405244	408371	sa_ill_sa_contig41	contig_103	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408793	410398	sa_ill_sa_contig8	contig_103	99.59		True
translocation
1	28120	410399	438537	sa_ill_sa_contig28	contig_103	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438542	478289	sa_ill_sa_contig21	contig_103	99.9		True
local misassembly [fragmentation of reference genome]
98092	98471	478668	478290	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478669	541168	sa_ill_sa_contig14	contig_103	99.61		True
local misassembly
62396	62502	541218	541324	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541325	544450	sa_ill_sa_contig41	contig_103	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544868	546472	sa_ill_sa_contig8	contig_103	99.59		True
translocation
19	34443	580917	546473	sa_ill_sa_contig24	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619729	580918	sa_ill_sa_contig22	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619730	620262	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654661	620263	sa_ill_sa_contig25	contig_103	99.84		True
translocation
203	3323	654826	657952	sa_ill_sa_contig41	contig_103	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658324	790414	sa_ill_sa_contig8	contig_103	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790756	940314	sa_ill_sa_contig5	contig_103	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940360	971282	sa_ill_sa_contig27	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971283	972091	sa_ill_sa_contig53	contig_103	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	975133	972210	sa_ill_sa_contig43	contig_103	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988841	975134	sa_ill_sa_contig35	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989573	1115378	sa_ill_sa_contig10	contig_103	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115379	1116043	sa_ill_sa_contig60	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117646	1117163	sa_ill_sa_contig65	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138489	1117647	sa_ill_sa_contig32	contig_103	99.87		True
translocation
1	130429	1268938	1138490	sa_ill_sa_contig9	contig_103	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268939	1273523	sa_ill_sa_contig40	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273524	1278846	sa_ill_sa_contig38	contig_103	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283431	1278847	sa_ill_sa_contig40	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309623	1283432	sa_ill_sa_contig29	contig_103	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309989	1310846	sa_ill_sa_contig54	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1313052	1311376	sa_ill_sa_contig46	contig_103	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1313053	1356603	sa_ill_sa_contig18	contig_103	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1357136	1356604	sa_ill_sa_contig63	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1357137	1500124	sa_ill_sa_contig6	contig_103	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500278	1521336	sa_ill_sa_contig31	contig_103	99.88		True
translocation
98057	98213	1521337	1521493	sa_ill_sa_contig11	contig_103	98.58		True
local misassembly
98340	98561	1521494	1521715	sa_ill_sa_contig11	contig_103	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548334	1521716	sa_ill_sa_contig12	contig_103	99.31		True
local misassembly
46	44268	1592581	1548335	sa_ill_sa_contig12	contig_103	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592582	1643325	sa_ill_sa_contig17	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643326	1648323	sa_ill_sa_contig39	contig_103	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648324	1662699	sa_ill_sa_contig33	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663411	1662700	sa_ill_sa_contig55	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1670104	1663412	sa_ill_sa_contig37	contig_103	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1670131	1672970	sa_ill_sa_contig44	contig_103	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
