S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_125	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_125	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235690	pa_ill_pa_contig10	contig_125	99.97		True
translocation
129	1718	235691	237278	pa_ill_pa_contig57	contig_125	99.89		True
translocation
232388	237415	237279	242304	pa_ill_pa_contig10	contig_125	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244737	242305	pa_ill_pa_contig48	contig_125	99.56		True
local misassembly
1	1079	245971	244893	pa_ill_pa_contig48	contig_125	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245972	246816	pa_ill_pa_contig70	contig_125	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249823	246817	pa_ill_pa_contig51	contig_125	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367716	249824	pa_ill_pa_contig11	contig_125	99.97		True
local misassembly
1	92856	460564	367717	pa_ill_pa_contig11	contig_125	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460565	461439	pa_ill_pa_contig69	contig_125	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461440	510412	pa_ill_pa_contig34	contig_125	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510413	516016	pa_ill_pa_contig44	contig_125	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622334	516017	pa_ill_pa_contig22	contig_125	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712854	622710	pa_ill_pa_contig23	contig_125	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712855	713941	pa_ill_pa_contig67	contig_125	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713942	1179561	pa_ill_pa_contig3	contig_125	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179562	1182020	pa_ill_pa_contig54	contig_125	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182471	1182021	pa_ill_pa_contig83	contig_125	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182472	1183339	pa_ill_pa_contig74	contig_125	99.54		True
fake: not a misassembly [fragmentation of reference genome]
