S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337870	bs_ill_bs_contig2	contig_18	99.99		True
fake: not a misassembly [fragmentation of reference genome]
18222	18355	338854	338721	bs_ill_bs_contig20	contig_18	100.0		True
translocation
56	319	339520	339256	bs_ill_bs_contig13	contig_18	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	339521	340672	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	340674	341584	bs_ill_bs_contig991	contig_18	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	342307	341586	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	343660	342679	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	340	343661	343945	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	257004	601075	344050	bs_ill_bs_contig8	contig_18	99.97		True
translocation
1	599	601674	601076	bs_ill_bs_contig2	contig_18	99.09		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	602233	601676	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	29697	631928	602234	bs_ill_bs_contig18	contig_18	99.92		True
translocation
56	393	632266	631929	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	632267	633418	bs_ill_bs_contig839	contig_18	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	633420	634330	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	635053	634332	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	982	636351	635425	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	325319	636352	961800	bs_ill_bs_contig3	contig_18	99.93		True
translocation
1	599	962399	961801	bs_ill_bs_contig2	contig_18	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	962959	962401	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	104023	962960	1066981	bs_ill_bs_contig12	contig_18	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	18355	1085485	1067135	bs_ill_bs_contig20	contig_18	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1085699	1086849	bs_ill_bs_contig839	contig_18	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1086851	1087761	bs_ill_bs_contig991	contig_18	99.89		True
