S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337892	bs_ill_bs_contig2	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
18222	18355	338876	338743	bs_ill_bs_contig20	contig_18	100.0		True
translocation
56	319	339542	339278	bs_ill_bs_contig13	contig_18	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	339543	340694	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	340696	341606	bs_ill_bs_contig991	contig_18	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	342329	341608	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	343682	342701	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	340	343683	343967	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	257004	601121	344068	bs_ill_bs_contig8	contig_18	99.98		True
translocation
1	599	601720	601122	bs_ill_bs_contig2	contig_18	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	602279	601722	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	29697	631973	602280	bs_ill_bs_contig18	contig_18	99.96		True
translocation
56	393	632311	631974	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	632312	633463	bs_ill_bs_contig839	contig_18	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	633465	634375	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	635098	634377	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	982	636396	635470	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	325319	636397	961866	bs_ill_bs_contig3	contig_18	99.94		True
translocation
1	599	962465	961867	bs_ill_bs_contig2	contig_18	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	963025	962467	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	104023	963026	1067047	bs_ill_bs_contig12	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	18355	1085552	1067201	bs_ill_bs_contig20	contig_18	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1085766	1086917	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1086919	1087829	bs_ill_bs_contig991	contig_18	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1088552	1087831	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1089904	1088924	bs_ill_bs_contig933	contig_18	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1089905	1090280	bs_ill_bs_contig3	contig_18	99.54		True
translocation
56	453	1090765	1090368	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1090766	1091917	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1091919	1092829	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1093552	1092831	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1094905	1093924	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1094906	1095281	bs_ill_bs_contig3	contig_18	99.54		True
local misassembly
521	601	1095543	1095623	bs_ill_bs_contig3	contig_18	100.0		True
translocation
56	449	1096378	1095985	bs_ill_bs_contig13	contig_18	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1096379	1097530	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1097532	1098442	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1099165	1098444	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1100517	1099537	bs_ill_bs_contig933	contig_18	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	375	1100518	1100837	bs_ill_bs_contig3	contig_18	99.77		True
translocation
1	60136	1160974	1100838	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1152	1160975	1162071	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1162073	1162983	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1163706	1162985	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1165059	1164078	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1165060	1165345	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	536	1166327	1165792	bs_ill_bs_contig1326	contig_18	100.0		True
translocation
56	453	1166842	1166444	bs_ill_bs_contig13	contig_18	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1166843	1167994	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1167996	1168906	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1169629	1168908	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1170982	1170001	bs_ill_bs_contig933	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1170983	1171268	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	55215	1226578	1171364	bs_ill_bs_contig15	contig_18	100.0		True
translocation
328	395	1226646	1226579	bs_ill_bs_contig13	contig_18	100.0		True
local misassembly
147	274	1226908	1226781	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (<= 5bp)
56	145	1226998	1226909	bs_ill_bs_contig13	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1226999	1228150	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1228152	1229062	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1229785	1229064	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1231315	1230334	bs_ill_bs_contig933	contig_18	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	342	1231316	1231602	bs_ill_bs_contig3	contig_18	100.0		True
translocation
1	15524	1247213	1231690	bs_ill_bs_contig21	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1247611	1248762	bs_ill_bs_contig839	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1248764	1249674	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1250397	1249676	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1251927	1250946	bs_ill_bs_contig933	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	59870	1312050	1252181	bs_ill_bs_contig14	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	709047	1312281	2021210	bs_ill_bs_contig1	contig_18	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2021212	2021810	bs_ill_bs_contig2	contig_18	99.41		True
translocation
1	263211	2285021	2021811	bs_ill_bs_contig7	contig_18	100.0		True
translocation
1	620	2285641	2285022	bs_ill_bs_contig2	contig_18	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	2286200	2285643	bs_ill_bs_contig1	contig_18	99.84		True
translocation
1	38370	2324570	2286201	bs_ill_bs_contig16	contig_18	100.0		True
translocation
56	341	2324856	2324571	bs_ill_bs_contig3	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	982	2324857	2325838	bs_ill_bs_contig933	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	2326210	2326931	bs_ill_bs_contig1146	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	2327843	2326933	bs_ill_bs_contig991	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	2328996	2327845	bs_ill_bs_contig839	contig_18	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	274	2328997	2329215	bs_ill_bs_contig13	contig_18	100.0		True
local misassembly
328	453	2329350	2329475	bs_ill_bs_contig13	contig_18	100.0		True
translocation
1	536	2329620	2330128	bs_ill_bs_contig1326	contig_18	90.26		True
fake: not a misassembly [fragmentation of reference genome]
1	37065	2368483	2331420	bs_ill_bs_contig17	contig_18	100.0		True
translocation
708489	709047	2368484	2369042	bs_ill_bs_contig1	contig_18	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2369044	2369642	bs_ill_bs_contig2	contig_18	99.26		True
translocation
1	315068	2369643	2684707	bs_ill_bs_contig4	contig_18	100.0		True
translocation
708490	709047	2684708	2685265	bs_ill_bs_contig1	contig_18	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	599	2685267	2685866	bs_ill_bs_contig2	contig_18	99.11		True
translocation
1	294381	2980245	2685867	bs_ill_bs_contig5	contig_18	100.0		True
translocation
1	618	2980863	2980246	bs_ill_bs_contig2	contig_18	99.26		True
fake: not a misassembly [fragmentation of reference genome]
