S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102750	ec_ill_ec_contig2	contig_100	99.96		True
local misassembly
310191	312944	102751	105504	ec_ill_ec_contig2	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303838	105594	ec_ill_ec_contig4	contig_100	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306810	303839	ec_ill_ec_contig65	contig_100	99.93		True
local misassembly
1	1463	308670	307208	ec_ill_ec_contig65	contig_100	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309037	346329	ec_ill_ec_contig39	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346425	346753	ec_ill_ec_contig104	contig_100	91.19		True
indel: indel (> 5bp)
384	502	346754	346872	ec_ill_ec_contig104	contig_100	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346945	392245	ec_ill_ec_contig15	contig_100	99.91		True
local misassembly
45064	105217	392260	452406	ec_ill_ec_contig15	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452407	453637	ec_ill_ec_contig79	contig_100	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453638	514048	ec_ill_ec_contig31	contig_100	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514236	857410	ec_ill_ec_contig1	contig_100	99.97		True
local misassembly
343563	393863	857411	907705	ec_ill_ec_contig1	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980645	907706	ec_ill_ec_contig16	contig_100	99.97		True
local misassembly
1	31383	1012018	980646	ec_ill_ec_contig16	contig_100	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015046	1012020	ec_ill_ec_contig65	contig_100	99.93		True
local misassembly
1	1463	1016911	1015450	ec_ill_ec_contig65	contig_100	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058452	1017182	ec_ill_ec_contig37	contig_100	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059370	1058453	ec_ill_ec_contig83	contig_100	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059371	1206837	ec_ill_ec_contig7	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206838	1208762	ec_ill_ec_contig73	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209324	1208763	ec_ill_ec_contig91	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209325	1209969	ec_ill_ec_contig94	contig_100	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210223	1211951	ec_ill_ec_contig75	contig_100	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212400	1212885	ec_ill_ec_contig104	contig_100	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220854	1212953	ec_ill_ec_contig60	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221976	1220855	ec_ill_ec_contig80	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221977	1315362	ec_ill_ec_contig20	contig_100	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315363	1317286	ec_ill_ec_contig73	contig_100	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317848	1317287	ec_ill_ec_contig91	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317849	1318473	ec_ill_ec_contig94	contig_100	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318474	1390300	ec_ill_ec_contig25	contig_100	99.91		True
local misassembly [fragmentation of reference genome]
1	5324	1395730	1390408	ec_ill_ec_contig64	contig_100	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1396013	1412078	ec_ill_ec_contig53	contig_100	99.96		True
translocation
26703	27345	1412079	1412720	ec_ill_ec_contig46	contig_100	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412721	1413176	ec_ill_ec_contig101	contig_100	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415756	1413177	ec_ill_ec_contig70	contig_100	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416039	1418463	ec_ill_ec_contig72	contig_100	99.96		True
translocation
4875	5324	1418464	1418913	ec_ill_ec_contig64	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419626	1419016	ec_ill_ec_contig25	contig_100	97.25		True
translocation
1	22687	1442314	1419627	ec_ill_ec_contig48	contig_100	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442315	1442874	ec_ill_ec_contig92	contig_100	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442875	1444230	ec_ill_ec_contig77	contig_100	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444743	1444231	ec_ill_ec_contig97	contig_100	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555811	1444744	ec_ill_ec_contig12	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1555996	1557456	ec_ill_ec_contig65	contig_100	99.73		True
local misassembly
1876	4847	1557777	1560748	ec_ill_ec_contig65	contig_100	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649193	1560749	ec_ill_ec_contig23	contig_100	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649597	1651057	ec_ill_ec_contig65	contig_100	99.73		True
local misassembly
1876	4902	1651469	1654498	ec_ill_ec_contig65	contig_100	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654717	1708399	ec_ill_ec_contig33	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
1	71920	1708400	1780306	ec_ill_ec_contig24	contig_100	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780705	1782166	ec_ill_ec_contig65	contig_100	99.79		True
local misassembly
1876	4902	1782487	1785513	ec_ill_ec_contig65	contig_100	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1789997	1785732	ec_ill_ec_contig66	contig_100	99.91		True
