S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207318	310075	1	102746	ec_ill_ec_contig2	contig_100	99.96		True
local misassembly
310191	312944	102747	105499	ec_ill_ec_contig2	contig_100	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303821	105589	ec_ill_ec_contig4	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306792	303822	ec_ill_ec_contig65	contig_100	99.9		True
local misassembly
1	1463	308652	307190	ec_ill_ec_contig65	contig_100	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	309019	346311	ec_ill_ec_contig39	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346407	346735	ec_ill_ec_contig104	contig_100	91.19		True
indel: indel (> 5bp)
384	502	346736	346854	ec_ill_ec_contig104	contig_100	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346927	392228	ec_ill_ec_contig15	contig_100	99.92		True
local misassembly
45064	105217	392243	452384	ec_ill_ec_contig15	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452385	453615	ec_ill_ec_contig79	contig_100	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453616	514023	ec_ill_ec_contig31	contig_100	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514211	857394	ec_ill_ec_contig1	contig_100	99.97		True
local misassembly
343563	393863	857395	907690	ec_ill_ec_contig1	contig_100	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980630	907691	ec_ill_ec_contig16	contig_100	99.97		True
local misassembly
1	31383	1012004	980631	ec_ill_ec_contig16	contig_100	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1015030	1012006	ec_ill_ec_contig65	contig_100	99.8		True
local misassembly
1	1463	1016895	1015434	ec_ill_ec_contig65	contig_100	99.66		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058435	1017166	ec_ill_ec_contig37	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059354	1058436	ec_ill_ec_contig83	contig_100	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059355	1206818	ec_ill_ec_contig7	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206819	1208742	ec_ill_ec_contig73	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209304	1208743	ec_ill_ec_contig91	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209305	1209949	ec_ill_ec_contig94	contig_100	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210203	1211931	ec_ill_ec_contig75	contig_100	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212380	1212865	ec_ill_ec_contig104	contig_100	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220834	1212933	ec_ill_ec_contig60	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221956	1220835	ec_ill_ec_contig80	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221957	1315344	ec_ill_ec_contig20	contig_100	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315345	1317268	ec_ill_ec_contig73	contig_100	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317830	1317269	ec_ill_ec_contig91	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317831	1318453	ec_ill_ec_contig94	contig_100	98.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318454	1390285	ec_ill_ec_contig25	contig_100	99.91		True
local misassembly [fragmentation of reference genome]
1	5324	1395716	1390393	ec_ill_ec_contig64	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1395999	1412060	ec_ill_ec_contig53	contig_100	99.89		True
translocation
26703	27345	1412061	1412702	ec_ill_ec_contig46	contig_100	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412703	1413156	ec_ill_ec_contig101	contig_100	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415736	1413157	ec_ill_ec_contig70	contig_100	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1416019	1418442	ec_ill_ec_contig72	contig_100	99.92		True
translocation
4875	5324	1418443	1418892	ec_ill_ec_contig64	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419605	1418995	ec_ill_ec_contig25	contig_100	97.25		True
translocation
1	22687	1442290	1419606	ec_ill_ec_contig48	contig_100	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442291	1442850	ec_ill_ec_contig92	contig_100	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442851	1444206	ec_ill_ec_contig77	contig_100	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444719	1444207	ec_ill_ec_contig97	contig_100	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555785	1444720	ec_ill_ec_contig12	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1555970	1557430	ec_ill_ec_contig65	contig_100	99.79		True
local misassembly
1876	4847	1557751	1560722	ec_ill_ec_contig65	contig_100	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649160	1560723	ec_ill_ec_contig23	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649564	1651023	ec_ill_ec_contig65	contig_100	99.66		True
local misassembly
1876	4902	1651435	1654463	ec_ill_ec_contig65	contig_100	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654681	1708361	ec_ill_ec_contig33	contig_100	99.96		True
local misassembly [fragmentation of reference genome]
1	71920	1708362	1780272	ec_ill_ec_contig24	contig_100	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780671	1782132	ec_ill_ec_contig65	contig_100	99.86		True
local misassembly
1876	4902	1782453	1785478	ec_ill_ec_contig65	contig_100	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1789963	1785697	ec_ill_ec_contig66	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1789964	1790883	ec_ill_ec_contig83	contig_100	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821718	1790884	ec_ill_ec_contig43	contig_100	99.95		True
translocation
56	399	1822060	1821719	ec_ill_ec_contig6	contig_100	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822061	1823524	ec_ill_ec_contig65	contig_100	99.8		True
local misassembly
1876	4902	1823845	1826871	ec_ill_ec_contig65	contig_100	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1826873	1829883	ec_ill_ec_contig8	contig_100	99.93		True
indel: stretch of mismatches
3012	83127	1829884	1909885	ec_ill_ec_contig8	contig_100	99.82		True
local misassembly
82979	138617	1910076	1965707	ec_ill_ec_contig8	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966260	1965775	ec_ill_ec_contig104	contig_100	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966356	1996601	ec_ill_ec_contig44	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104517	1996793	ec_ill_ec_contig14	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2104518	2105629	ec_ill_ec_contig81	contig_100	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2105630	2115323	ec_ill_ec_contig59	contig_100	99.93		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2115845	2115396	ec_ill_ec_contig104	contig_100	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2115846	2119387	ec_ill_ec_contig67	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120076	2119388	ec_ill_ec_contig89	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209652	2120077	ec_ill_ec_contig21	contig_100	99.97		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218042	2209866	ec_ill_ec_contig35	contig_100	99.83		True
local misassembly
1	42569	2260600	2218043	ec_ill_ec_contig35	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2261830	2260601	ec_ill_ec_contig79	contig_100	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265015	2261831	ec_ill_ec_contig68	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
22	507	2265111	2265596	ec_ill_ec_contig104	contig_100	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287440	2265664	ec_ill_ec_contig49	contig_100	99.99		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2287993	2287509	ec_ill_ec_contig104	contig_100	91.56		True
local misassembly [fragmentation of reference genome]
1	181861	2469833	2288089	ec_ill_ec_contig6	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2469834	2471238	ec_ill_ec_contig65	contig_100	99.25		True
local misassembly
1876	4847	2471651	2474625	ec_ill_ec_contig65	contig_100	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2491977	2474626	ec_ill_ec_contig52	contig_100	99.87		True
local misassembly [fragmentation of reference genome]
6	105426	2492596	2597992	ec_ill_ec_contig5	contig_100	99.77		True
local misassembly
105527	184250	2597993	2676703	ec_ill_ec_contig5	contig_100	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2677934	2676704	ec_ill_ec_contig79	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2677935	2744978	ec_ill_ec_contig29	contig_100	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2745860	2805840	ec_ill_ec_contig32	contig_100	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2805841	2807071	ec_ill_ec_contig79	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
