S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_36	99.97		True
local misassembly
310191	312944	102676	105429	ec_ill_ec_contig2	contig_36	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303762	105519	ec_ill_ec_contig4	contig_36	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306734	303763	ec_ill_ec_contig65	contig_36	99.93		True
local misassembly
1	1463	308594	307132	ec_ill_ec_contig65	contig_36	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308961	346253	ec_ill_ec_contig39	contig_36	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346349	346677	ec_ill_ec_contig104	contig_36	91.19		True
indel: indel (> 5bp)
384	502	346678	346796	ec_ill_ec_contig104	contig_36	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346869	392170	ec_ill_ec_contig15	contig_36	99.91		True
local misassembly
45064	105217	392185	452328	ec_ill_ec_contig15	contig_36	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452329	453559	ec_ill_ec_contig79	contig_36	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453560	513971	ec_ill_ec_contig31	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514159	857334	ec_ill_ec_contig1	contig_36	99.96		True
local misassembly
343563	393863	857335	907627	ec_ill_ec_contig1	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980574	907628	ec_ill_ec_contig16	contig_36	99.96		True
local misassembly
1	31383	1011954	980575	ec_ill_ec_contig16	contig_36	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014982	1011956	ec_ill_ec_contig65	contig_36	99.93		True
local misassembly
1	1463	1016848	1015386	ec_ill_ec_contig65	contig_36	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058389	1017119	ec_ill_ec_contig37	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059307	1058390	ec_ill_ec_contig83	contig_36	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059308	1206778	ec_ill_ec_contig7	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206779	1208702	ec_ill_ec_contig73	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209264	1208703	ec_ill_ec_contig91	contig_36	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209265	1209909	ec_ill_ec_contig94	contig_36	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210163	1211891	ec_ill_ec_contig75	contig_36	99.77		True
local misassembly [fragmentation of reference genome]
22	507	1212340	1212825	ec_ill_ec_contig104	contig_36	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220792	1212893	ec_ill_ec_contig60	contig_36	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221914	1220793	ec_ill_ec_contig80	contig_36	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221915	1315306	ec_ill_ec_contig20	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315307	1317230	ec_ill_ec_contig73	contig_36	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317792	1317231	ec_ill_ec_contig91	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317793	1318417	ec_ill_ec_contig94	contig_36	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318418	1390244	ec_ill_ec_contig25	contig_36	99.91		True
local misassembly [fragmentation of reference genome]
1	5324	1395674	1390352	ec_ill_ec_contig64	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1395957	1412025	ec_ill_ec_contig53	contig_36	99.94		True
translocation
26703	27345	1412026	1412667	ec_ill_ec_contig46	contig_36	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412668	1413123	ec_ill_ec_contig101	contig_36	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415703	1413124	ec_ill_ec_contig70	contig_36	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1415986	1418412	ec_ill_ec_contig72	contig_36	99.92		True
translocation
4875	5324	1418413	1418862	ec_ill_ec_contig64	contig_36	100.0		True
fake: not a misassembly [fragmentation of reference genome]
71245	71855	1419575	1418965	ec_ill_ec_contig25	contig_36	97.25		True
translocation
1	22687	1442261	1419576	ec_ill_ec_contig48	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	615	1442262	1442821	ec_ill_ec_contig92	contig_36	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1357	1442822	1444177	ec_ill_ec_contig77	contig_36	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	569	1444690	1444178	ec_ill_ec_contig97	contig_36	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111087	1555759	1444691	ec_ill_ec_contig12	contig_36	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1555944	1557405	ec_ill_ec_contig65	contig_36	99.79		True
local misassembly
1876	4847	1557726	1560697	ec_ill_ec_contig65	contig_36	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	88468	1649145	1560698	ec_ill_ec_contig23	contig_36	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1649549	1651009	ec_ill_ec_contig65	contig_36	99.73		True
local misassembly
1876	4902	1651422	1654451	ec_ill_ec_contig65	contig_36	99.67		True
fake: not a misassembly [fragmentation of reference genome]
1	53688	1654670	1708353	ec_ill_ec_contig33	contig_36	99.96		True
local misassembly [fragmentation of reference genome]
1	71920	1708354	1780261	ec_ill_ec_contig24	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1463	1780660	1782121	ec_ill_ec_contig65	contig_36	99.79		True
local misassembly
1876	4902	1782442	1785468	ec_ill_ec_contig65	contig_36	99.7		True
fake: not a misassembly [fragmentation of reference genome]
1	4268	1789952	1785687	ec_ill_ec_contig66	contig_36	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1789953	1790872	ec_ill_ec_contig83	contig_36	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30843	1821706	1790873	ec_ill_ec_contig43	contig_36	99.97		True
translocation
56	399	1822048	1821707	ec_ill_ec_contig6	contig_36	98.24		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1463	1822049	1823511	ec_ill_ec_contig65	contig_36	99.66		True
local misassembly
1876	4902	1823830	1826855	ec_ill_ec_contig65	contig_36	99.47		True
fake: not a misassembly [fragmentation of reference genome]
1	3011	1826857	1829867	ec_ill_ec_contig8	contig_36	99.93		True
indel: stretch of mismatches
3012	83127	1829868	1909861	ec_ill_ec_contig8	contig_36	99.84		True
local misassembly
82979	138617	1910052	1965683	ec_ill_ec_contig8	contig_36	99.97		True
fake: not a misassembly [fragmentation of reference genome]
22	507	1966236	1965751	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	30252	1966332	1996581	ec_ill_ec_contig44	contig_36	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	107753	2104502	1996773	ec_ill_ec_contig14	contig_36	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1166	2104503	2105614	ec_ill_ec_contig81	contig_36	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	9696	2105615	2115308	ec_ill_ec_contig59	contig_36	99.95		True
indel: indel (<= 5bp) [fragmentation of reference genome]
56	502	2115830	2115381	ec_ill_ec_contig104	contig_36	99.01		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3545	2115831	2119374	ec_ill_ec_contig67	contig_36	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	744	2120063	2119375	ec_ill_ec_contig89	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	89591	2209641	2120064	ec_ill_ec_contig21	contig_36	99.97		True
fake: not a misassembly [fragmentation of reference genome]
42469	50645	2218030	2209855	ec_ill_ec_contig35	contig_36	99.86		True
local misassembly
1	42569	2260587	2218031	ec_ill_ec_contig35	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2261818	2260588	ec_ill_ec_contig79	contig_36	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3185	2265003	2261819	ec_ill_ec_contig68	contig_36	99.97		True
local misassembly [fragmentation of reference genome]
22	507	2265099	2265584	ec_ill_ec_contig104	contig_36	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	21779	2287429	2265652	ec_ill_ec_contig49	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
22	507	2287982	2287498	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	181861	2469817	2288078	ec_ill_ec_contig6	contig_36	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1463	2469818	2471223	ec_ill_ec_contig65	contig_36	99.25		True
local misassembly
1876	4847	2471636	2474609	ec_ill_ec_contig65	contig_36	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	17355	2491961	2474610	ec_ill_ec_contig52	contig_36	99.89		True
local misassembly [fragmentation of reference genome]
6	105426	2492580	2597974	ec_ill_ec_contig5	contig_36	99.78		True
local misassembly
105527	184250	2597975	2676686	ec_ill_ec_contig5	contig_36	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2677917	2676687	ec_ill_ec_contig79	contig_36	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	67050	2677918	2744957	ec_ill_ec_contig29	contig_36	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	59988	2745839	2805821	ec_ill_ec_contig32	contig_36	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	2805822	2807052	ec_ill_ec_contig79	contig_36	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
33156	119686	2893682	2807053	ec_ill_ec_contig10	contig_36	99.83		True
local misassembly
1	32653	2926331	2893683	ec_ill_ec_contig10	contig_36	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	2926332	2928255	ec_ill_ec_contig73	contig_36	98.18		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	2928817	2928256	ec_ill_ec_contig91	contig_36	95.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	2928818	2929462	ec_ill_ec_contig94	contig_36	99.22		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	2929716	2930743	ec_ill_ec_contig84	contig_36	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	645	2930744	2931333	ec_ill_ec_contig94	contig_36	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	331	2931334	2931644	ec_ill_ec_contig25	contig_36	97.72		True
translocation
1	1672	2931645	2933314	ec_ill_ec_contig76	contig_36	99.76		True
translocation
182	998	2933315	2934130	ec_ill_ec_contig36	contig_36	94.92		True
relocation, inconsistency = -1267
1	43039	2934400	2977432	ec_ill_ec_contig36	contig_36	99.96		True
local misassembly
42883	42981	2977581	2977679	ec_ill_ec_contig36	contig_36	98.99		True
local misassembly [fragmentation of reference genome]
1	101963	2978309	3080256	ec_ill_ec_contig17	contig_36	99.96		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3080810	3080325	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	4424	3080906	3085328	ec_ill_ec_contig28	contig_36	99.98		True
translocation
1	5981	3085329	3091310	ec_ill_ec_contig63	contig_36	99.92		True
fake: not a misassembly [fragmentation of reference genome]
22	507	3091863	3091378	ec_ill_ec_contig104	contig_36	91.77		True
local misassembly [fragmentation of reference genome]
1	70123	3091959	3162067	ec_ill_ec_contig28	contig_36	99.97		True
