S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_94	99.97		True
local misassembly
310191	312944	102676	105429	ec_ill_ec_contig2	contig_94	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303757	105519	ec_ill_ec_contig4	contig_94	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306729	303758	ec_ill_ec_contig65	contig_94	99.93		True
local misassembly
1	1463	308589	307127	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308956	346251	ec_ill_ec_contig39	contig_94	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346347	346675	ec_ill_ec_contig104	contig_94	91.19		True
indel: indel (> 5bp)
384	502	346676	346794	ec_ill_ec_contig104	contig_94	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346867	392166	ec_ill_ec_contig15	contig_94	99.92		True
local misassembly
45064	105217	392181	452325	ec_ill_ec_contig15	contig_94	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452326	453556	ec_ill_ec_contig79	contig_94	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453557	513972	ec_ill_ec_contig31	contig_94	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514160	857342	ec_ill_ec_contig1	contig_94	99.97		True
local misassembly
343563	393863	857343	907636	ec_ill_ec_contig1	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980577	907637	ec_ill_ec_contig16	contig_94	99.97		True
local misassembly
1	31383	1011953	980578	ec_ill_ec_contig16	contig_94	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014981	1011955	ec_ill_ec_contig65	contig_94	99.93		True
local misassembly
1	1463	1016847	1015385	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058391	1017118	ec_ill_ec_contig37	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059309	1058392	ec_ill_ec_contig83	contig_94	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
