S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102675	ec_ill_ec_contig2	contig_94	99.96		True
local misassembly
310191	312944	102676	105428	ec_ill_ec_contig2	contig_94	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	198269	303742	105518	ec_ill_ec_contig4	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1876	4847	306713	303743	ec_ill_ec_contig65	contig_94	99.9		True
local misassembly
1	1463	308573	307111	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	37298	308940	346231	ec_ill_ec_contig39	contig_94	99.97		True
local misassembly [fragmentation of reference genome]
22	350	346327	346655	ec_ill_ec_contig104	contig_94	91.19		True
indel: indel (> 5bp)
384	502	346656	346774	ec_ill_ec_contig104	contig_94	96.64		True
indel: indel (<= 5bp) [fragmentation of reference genome]
1	45323	346847	392145	ec_ill_ec_contig15	contig_94	99.92		True
local misassembly
45064	105217	392160	452301	ec_ill_ec_contig15	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1288	452302	453532	ec_ill_ec_contig79	contig_94	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	60415	453533	513939	ec_ill_ec_contig31	contig_94	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	343223	514127	857293	ec_ill_ec_contig1	contig_94	99.97		True
local misassembly
343563	393863	857294	907593	ec_ill_ec_contig1	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
31475	104431	980536	907594	ec_ill_ec_contig16	contig_94	99.97		True
local misassembly
1	31383	1011916	980537	ec_ill_ec_contig16	contig_94	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1876	4902	1014946	1011918	ec_ill_ec_contig65	contig_94	99.7		True
local misassembly
1	1463	1016812	1015350	ec_ill_ec_contig65	contig_94	99.73		True
fake: not a misassembly [fragmentation of reference genome]
1	41279	1058353	1017083	ec_ill_ec_contig37	contig_94	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	976	1059272	1058354	ec_ill_ec_contig83	contig_94	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	147499	1059273	1206731	ec_ill_ec_contig7	contig_94	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1206732	1208655	ec_ill_ec_contig73	contig_94	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1209217	1208656	ec_ill_ec_contig91	contig_94	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	645	1209218	1209862	ec_ill_ec_contig94	contig_94	98.91		True
fake: not a misassembly [fragmentation of reference genome]
1	1730	1210116	1211846	ec_ill_ec_contig75	contig_94	99.65		True
local misassembly [fragmentation of reference genome]
22	507	1212295	1212780	ec_ill_ec_contig104	contig_94	91.77		True
fake: not a misassembly [fragmentation of reference genome]
1	7904	1220748	1212848	ec_ill_ec_contig60	contig_94	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1177	1221870	1220749	ec_ill_ec_contig80	contig_94	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	93399	1221871	1315260	ec_ill_ec_contig20	contig_94	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1979	1315261	1317186	ec_ill_ec_contig73	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	617	1317745	1317187	ec_ill_ec_contig91	contig_94	99.55		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	625	1317746	1318367	ec_ill_ec_contig94	contig_94	98.45		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	71850	1318368	1390196	ec_ill_ec_contig25	contig_94	99.92		True
local misassembly [fragmentation of reference genome]
1	5324	1395625	1390304	ec_ill_ec_contig64	contig_94	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	16070	1395908	1411974	ec_ill_ec_contig53	contig_94	99.95		True
translocation
26703	27345	1411975	1412616	ec_ill_ec_contig46	contig_94	97.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	510	1412617	1413070	ec_ill_ec_contig101	contig_94	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	2582	1415649	1413071	ec_ill_ec_contig70	contig_94	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	2425	1415932	1418356	ec_ill_ec_contig72	contig_94	100.0		True
translocation
