Assembly	r10_1bin_v2_1_MP	r10_1bin_v2_1_MP_helen	r10_1bin_v2_1_r1_medaka	r10_1bin_v2_1_r2_medaka	r10_1bin_v2_1_racon_r1	r10_1bin_v2_1_racon_r2	r10_1bin_v2_1_raw	r10_1bin_v2_2_MP	r10_1bin_v2_2_MP_helen	r10_1bin_v2_2_r1_medaka	r10_1bin_v2_2_r2_medaka	r10_1bin_v2_2_racon_r1	r10_1bin_v2_2_racon_r2	r10_1bin_v2_2_raw	r10_1bin_v2_3_MP	r10_1bin_v2_3_MP_helen	r10_1bin_v2_3_r1_medaka	r10_1bin_v2_3_r2_medaka	r10_1bin_v2_3_racon_r1	r10_1bin_v2_3_racon_r2	r10_1bin_v2_3_raw
# misassemblies	14	14	14	14	14	14	13	14	14	14	14	14	14	13	14	14	14	14	14	14	14
  # contig misassemblies	14	14	14	14	14	14	13	14	14	14	14	14	14	13	14	14	14	14	14	14	14
    # c. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # c. translocations	14	14	14	14	14	14	13	14	14	14	14	14	14	13	14	14	14	14	14	14	14
    # c. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
  # scaffold misassemblies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. translocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	2719597	2717966	2719541	2719590	2720576	2720615	2718428	2719618	2717942	2719541	2719616	2720432	2720646	2718430	2719555	2717972	2719594	2719599	2720567	2720658	2718818
# possibly misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # possible misassemblies	10	10	10	10	10	10	16	10	10	10	10	10	10	16	10	10	10	10	10	10	19
# local misassemblies	10	10	9	10	9	9	20	9	9	9	9	9	9	20	9	9	8	8	9	9	19
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassemblies caused by fragmented reference	26	26	26	26	26	26	24	26	26	26	26	26	26	24	26	26	26	26	26	26	22
# unaligned mis. contigs	6	6	6	6	6	6	5	6	6	6	6	6	6	5	6	6	6	6	6	6	5
# mismatches	7654	6816	7792	7763	7865	7914	6410	7679	6882	7664	7791	7641	8076	6613	7555	6675	7656	7547	7920	8054	6797
# indels	2952	970	2035	2048	3029	3024	4232	2967	1164	2007	2047	2994	3025	4241	2926	969	2108	2044	3117	3071	4462
    # indels (<= 5 bp)	2885	904	1984	1997	2979	2973	4171	2893	1099	1956	1995	2943	2972	4181	2852	905	2056	1993	3062	3017	4406
    # indels (> 5 bp)	67	66	51	51	50	51	61	74	65	51	52	51	53	60	74	64	52	51	55	54	56
Indels length	6848	4687	5388	5385	6828	6722	8352	6905	4943	5330	5393	6743	6764	8348	6823	4681	5461	5376	6887	6832	8548
