S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3497	sa_ill_sa_contig41	contig_45	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3915	5518	sa_ill_sa_contig8	contig_45	99.24		True
translocation
19	34443	39960	5519	sa_ill_sa_contig24	contig_45	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78765	39961	sa_ill_sa_contig22	contig_45	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78766	79298	sa_ill_sa_contig63	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113701	79299	sa_ill_sa_contig25	contig_45	99.8		True
translocation
203	3323	113867	116984	sa_ill_sa_contig41	contig_45	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117356	249407	sa_ill_sa_contig8	contig_45	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249749	399288	sa_ill_sa_contig5	contig_45	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399334	430243	sa_ill_sa_contig27	contig_45	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430244	431050	sa_ill_sa_contig53	contig_45	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434090	431169	sa_ill_sa_contig43	contig_45	99.53		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447797	434091	sa_ill_sa_contig35	contig_45	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448529	574307	sa_ill_sa_contig10	contig_45	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574308	574972	sa_ill_sa_contig60	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576578	576095	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597410	576579	sa_ill_sa_contig32	contig_45	99.84		True
translocation
1	130429	727833	597411	sa_ill_sa_contig9	contig_45	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727834	732422	sa_ill_sa_contig40	contig_45	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732423	737744	sa_ill_sa_contig38	contig_45	99.79		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742324	737745	sa_ill_sa_contig40	contig_45	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768515	742325	sa_ill_sa_contig29	contig_45	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768881	769737	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771942	770267	sa_ill_sa_contig46	contig_45	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771943	815473	sa_ill_sa_contig18	contig_45	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	816004	815474	sa_ill_sa_contig63	contig_45	98.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	816005	958963	sa_ill_sa_contig6	contig_45	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	959117	980182	sa_ill_sa_contig31	contig_45	99.83		True
translocation
98057	98213	980183	980339	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	980340	980561	sa_ill_sa_contig11	contig_45	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1007172	980562	sa_ill_sa_contig12	contig_45	99.29		True
local misassembly
46	44268	1051410	1007173	sa_ill_sa_contig12	contig_45	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051411	1102144	sa_ill_sa_contig17	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1102145	1107140	sa_ill_sa_contig39	contig_45	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1107141	1121508	sa_ill_sa_contig33	contig_45	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1122219	1121509	sa_ill_sa_contig55	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
