S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	80328	80405	1	sa_ill_sa_contig6	contig_10	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	80406	80938	sa_ill_sa_contig63	contig_10	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	124453	80939	sa_ill_sa_contig18	contig_10	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1727	124454	126127	sa_ill_sa_contig46	contig_10	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	857	127514	126657	sa_ill_sa_contig54	contig_10	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	26180	127880	154069	sa_ill_sa_contig29	contig_10	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	154070	158654	sa_ill_sa_contig40	contig_10	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	163976	158655	sa_ill_sa_contig38	contig_10	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	168560	163977	sa_ill_sa_contig40	contig_10	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	130429	168561	298932	sa_ill_sa_contig9	contig_10	99.79		True
translocation
71	20896	298933	319781	sa_ill_sa_contig32	contig_10	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	539	319782	320265	sa_ill_sa_contig65	contig_10	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	720	322049	321385	sa_ill_sa_contig60	contig_10	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	125486	447769	322050	sa_ill_sa_contig10	contig_10	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	13692	448501	462195	sa_ill_sa_contig35	contig_10	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2978	462196	465117	sa_ill_sa_contig43	contig_10	99.56		True
fake: not a misassembly [fragmentation of reference genome]
56	861	466042	465236	sa_ill_sa_contig53	contig_10	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30897	496947	466043	sa_ill_sa_contig27	contig_10	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	646494	496993	sa_ill_sa_contig5	contig_10	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	778871	646836	sa_ill_sa_contig8	contig_10	99.87		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	782363	779243	sa_ill_sa_contig41	contig_10	99.74		True
translocation
1	34367	782528	816913	sa_ill_sa_contig25	contig_10	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	817446	816914	sa_ill_sa_contig63	contig_10	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	817447	856234	sa_ill_sa_contig22	contig_10	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
19	34443	856235	890672	sa_ill_sa_contig24	contig_10	99.9		True
translocation
1	1604	892277	890673	sa_ill_sa_contig8	contig_10	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	895817	892695	sa_ill_sa_contig41	contig_10	99.71		True
translocation
62396	62502	895924	895818	sa_ill_sa_contig14	contig_10	98.6		True
local misassembly
1	62604	958416	895974	sa_ill_sa_contig14	contig_10	99.57		True
translocation
98092	98471	958417	958795	sa_ill_sa_contig11	contig_10	97.97		True
local misassembly [fragmentation of reference genome]
1	39729	998530	958796	sa_ill_sa_contig21	contig_10	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	28120	1026656	998535	sa_ill_sa_contig28	contig_10	99.87		True
translocation
1	1604	1028260	1026657	sa_ill_sa_contig8	contig_10	99.47		True
fake: not a misassembly [fragmentation of reference genome]
198	3323	1031806	1028682	sa_ill_sa_contig41	contig_10	99.78		True
translocation
2	925	1033280	1032361	sa_ill_sa_contig51	contig_10	97.85		True
local misassembly [fragmentation of reference genome]
1	32969	1066453	1033485	sa_ill_sa_contig26	contig_10	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	14210	1066607	1080816	sa_ill_sa_contig34	contig_10	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1081528	1080817	sa_ill_sa_contig55	contig_10	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	1081529	1103322	sa_ill_sa_contig30	contig_10	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	1110407	1103323	sa_ill_sa_contig36	contig_10	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	1110408	1209048	sa_ill_sa_contig11	contig_10	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	1210372	1209049	sa_ill_sa_contig48	contig_10	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	1210373	1433769	sa_ill_sa_contig1	contig_10	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	539	1433770	1434253	sa_ill_sa_contig65	contig_10	99.07		True
fake: not a misassembly [fragmentation of reference genome]
56	720	1436036	1435372	sa_ill_sa_contig60	contig_10	98.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
124942	125486	1436581	1436037	sa_ill_sa_contig10	contig_10	93.17		True
translocation
1	63338	1436582	1499950	sa_ill_sa_contig13	contig_10	99.81		True
local misassembly
63108	66060	1499951	1502905	sa_ill_sa_contig13	contig_10	99.41		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	41771	1544707	1502906	sa_ill_sa_contig19	contig_10	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	177172	1544896	1722128	sa_ill_sa_contig4	contig_10	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
21	50729	1722129	1772873	sa_ill_sa_contig16	contig_10	99.81		True
fake: not a misassembly [fragmentation of reference genome]
