S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_45	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3913	5515	sa_ill_sa_contig8	contig_45	99.59		True
translocation
19	34443	39946	5516	sa_ill_sa_contig24	contig_45	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78738	39947	sa_ill_sa_contig22	contig_45	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78739	79271	sa_ill_sa_contig63	contig_45	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113654	79272	sa_ill_sa_contig25	contig_45	99.88		True
translocation
203	3323	113819	116941	sa_ill_sa_contig41	contig_45	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117313	249340	sa_ill_sa_contig8	contig_45	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249682	399191	sa_ill_sa_contig5	contig_45	99.57		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399237	430138	sa_ill_sa_contig27	contig_45	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430139	430945	sa_ill_sa_contig53	contig_45	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433984	431064	sa_ill_sa_contig43	contig_45	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447681	433985	sa_ill_sa_contig35	contig_45	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448413	574143	sa_ill_sa_contig10	contig_45	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574144	574808	sa_ill_sa_contig60	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576410	575927	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597239	576411	sa_ill_sa_contig32	contig_45	99.94		True
translocation
1	130429	727615	597240	sa_ill_sa_contig9	contig_45	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727616	732199	sa_ill_sa_contig40	contig_45	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732200	737522	sa_ill_sa_contig38	contig_45	99.89		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742105	737523	sa_ill_sa_contig40	contig_45	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768290	742106	sa_ill_sa_contig29	contig_45	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768656	769512	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771715	770042	sa_ill_sa_contig46	contig_45	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771716	815235	sa_ill_sa_contig18	contig_45	99.42		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815768	815236	sa_ill_sa_contig63	contig_45	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815769	958682	sa_ill_sa_contig6	contig_45	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958836	979889	sa_ill_sa_contig31	contig_45	99.9		True
translocation
98057	98213	979890	980046	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	980047	980268	sa_ill_sa_contig11	contig_45	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006876	980269	sa_ill_sa_contig12	contig_45	99.32		True
local misassembly
46	44268	1051113	1006877	sa_ill_sa_contig12	contig_45	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051114	1101841	sa_ill_sa_contig17	contig_45	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101842	1106834	sa_ill_sa_contig39	contig_45	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106835	1121205	sa_ill_sa_contig33	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121916	1121206	sa_ill_sa_contig55	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
