S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_45	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_45	98.6		True
translocation
203	3323	373	3493	sa_ill_sa_contig41	contig_45	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3912	5511	sa_ill_sa_contig8	contig_45	99.41		True
translocation
19	34443	39930	5512	sa_ill_sa_contig24	contig_45	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78704	39931	sa_ill_sa_contig22	contig_45	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78705	79237	sa_ill_sa_contig63	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113587	79238	sa_ill_sa_contig25	contig_45	99.93		True
translocation
203	3323	113752	116873	sa_ill_sa_contig41	contig_45	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117246	249203	sa_ill_sa_contig8	contig_45	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249545	398959	sa_ill_sa_contig5	contig_45	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399005	429902	sa_ill_sa_contig27	contig_45	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	429903	430708	sa_ill_sa_contig53	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433748	430827	sa_ill_sa_contig43	contig_45	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447437	433749	sa_ill_sa_contig35	contig_45	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448169	573827	sa_ill_sa_contig10	contig_45	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	573828	574492	sa_ill_sa_contig60	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576094	575611	sa_ill_sa_contig65	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	596921	576095	sa_ill_sa_contig32	contig_45	99.99		True
translocation
1	130429	727218	596922	sa_ill_sa_contig9	contig_45	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727219	731799	sa_ill_sa_contig40	contig_45	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	731800	737117	sa_ill_sa_contig38	contig_45	99.96		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	741698	737118	sa_ill_sa_contig40	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	767871	741699	sa_ill_sa_contig29	contig_45	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768237	769093	sa_ill_sa_contig54	contig_45	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771294	769623	sa_ill_sa_contig46	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771295	814792	sa_ill_sa_contig18	contig_45	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815325	814793	sa_ill_sa_contig63	contig_45	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815326	958166	sa_ill_sa_contig6	contig_45	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958320	979362	sa_ill_sa_contig31	contig_45	99.98		True
translocation
98057	98213	979363	979519	sa_ill_sa_contig11	contig_45	98.58		True
local misassembly
98340	98561	979520	979741	sa_ill_sa_contig11	contig_45	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006331	979742	sa_ill_sa_contig12	contig_45	99.36		True
local misassembly
46	44268	1050544	1006332	sa_ill_sa_contig12	contig_45	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1050545	1101233	sa_ill_sa_contig17	contig_45	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101234	1106227	sa_ill_sa_contig39	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106228	1120585	sa_ill_sa_contig33	contig_45	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121296	1120586	sa_ill_sa_contig55	contig_45	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
