All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                 # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50   NGA75   LGA50  LGA75
r10_1bin_v4_1_MP         7                       7                        7                        7                        24074239                   24074239                    24074239                    24074239                    7          4765380         24074239      3985829           44.80   43.82             4045594  4765380  2845424  4765380  3    1     5    1     34               1                       4045594                      13                     0                         0                         6                         0 + 7 part           19976290          99.999               1.028              0.00               97.95                     11.37                 788681             4097350               329482  257050  4      8    
r10_1bin_v4_1_MP_helen   7                       7                        7                        7                        24070847                   24070847                    24070847                    24070847                    7          4765358         24070847      3985829           44.80   43.82             4045614  4765358  2845373  4765358  3    1     5    1     34               1                       4045614                      13                     0                         0                         6                         0 + 7 part           19974236          99.999               1.028              0.04               96.19                     11.29                 788687             4096110               329468  257052  4      8    
r10_1bin_v4_1_r1_medaka  7                       7                        7                        7                        24075790                   24075790                    24075790                    24075790                    7          4765659         24075790      3985829           44.80   43.82             4045830  4765659  2845569  4765659  3    1     5    1     34               1                       4045830                      13                     0                         0                         6                         0 + 7 part           19978106          99.999               1.028              0.00               97.55                     16.99                 788732             4097192               329480  257065  4      8    
r10_1bin_v4_1_r2_medaka  7                       7                        7                        7                        24065267                   24065267                    24065267                    24065267                    7          4765647         24065267      3985829           44.79   43.82             4045830  4765647  2845565  4765647  3    1     5    1     34               1                       4045830                      13                     0                         0                         6                         0 + 7 part           19967608          99.999               1.028              0.00               97.62                     16.51                 788731             4097167               329480  257067  4      8    
r10_1bin_v4_1_racon_r1   7                       7                        7                        7                        24060416                   24060416                    24060416                    24060416                    7          4764472         24060416      3985829           44.79   43.82             4045233  4764472  2845263  4764472  3    1     5    1     33               1                       4045233                      12                     0                         0                         6                         0 + 7 part           19963630          99.999               1.028              0.00               99.08                     22.25                 788614             4096296               329447  257030  4      8    
r10_1bin_v4_1_racon_r2   7                       7                        7                        7                        24054361                   24054361                    24054361                    24054361                    7          4764668         24054361      3985829           44.78   43.82             4045289  4764668  2845303  4764668  3    1     5    1     34               1                       4045289                      13                     0                         0                         6                         0 + 7 part           19956679          99.999               1.028              0.00               99.08                     20.87                 788650             4097137               329432  257028  4      8    
r10_1bin_v4_1_raw        7                       7                        7                        7                        24061513                   24061513                    24061513                    24061513                    7          4763504         24061513      3985829           44.77   43.82             4042947  4763504  2843857  4763504  3    1     5    1     31               1                       4042947                      18                     0                         0                         5                         0 + 7 part           20003105          99.994               1.018              0.00               83.83                     103.45                788154             4057427               329347  256893  4      8    
r10_1bin_v4_2_MP         7                       7                        7                        7                        24074830                   24074830                    24074830                    24074830                    7          4765857         24074830      3985829           44.80   43.82             4045599  4765857  2845424  4765857  3    1     5    1     34               1                       4045599                      13                     0                         0                         6                         0 + 7 part           19976774          99.999               1.028              0.00               98.30                     11.34                 788681             4097511               329482  257050  4      8    
r10_1bin_v4_2_MP_helen   7                       7                        7                        7                        24070579                   24070579                    24070579                    24070579                    7          4765290         24070579      3985829           44.80   43.82             4045618  4765290  2845368  4765290  3    1     5    1     34               1                       4045618                      13                     0                         0                         6                         0 + 7 part           19974120          99.999               1.028              0.00               95.82                     11.24                 788687             4095914               329468  257052  4      8    
r10_1bin_v4_2_r1_medaka  7                       7                        7                        7                        24075879                   24075879                    24075879                    24075879                    7          4765665         24075879      3985829           44.80   43.82             4045837  4765665  2845573  4765665  3    1     5    1     34               1                       4045837                      13                     0                         0                         6                         0 + 7 part           19978408          99.999               1.028              0.00               97.32                     16.96                 788736             4096979               329480  257063  4      8    
