S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_44	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_44	98.6		True
translocation
203	3323	373	3495	sa_ill_sa_contig41	contig_44	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3914	5514	sa_ill_sa_contig8	contig_44	99.41		True
translocation
19	34443	39958	5515	sa_ill_sa_contig24	contig_44	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78753	39959	sa_ill_sa_contig22	contig_44	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78754	79286	sa_ill_sa_contig63	contig_44	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113657	79287	sa_ill_sa_contig25	contig_44	99.81		True
translocation
203	3323	113822	116945	sa_ill_sa_contig41	contig_44	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117317	249352	sa_ill_sa_contig8	contig_44	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249694	399202	sa_ill_sa_contig5	contig_44	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399248	430162	sa_ill_sa_contig27	contig_44	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430163	430969	sa_ill_sa_contig53	contig_44	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434008	431088	sa_ill_sa_contig43	contig_44	99.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447709	434009	sa_ill_sa_contig35	contig_44	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448441	574163	sa_ill_sa_contig10	contig_44	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574164	574828	sa_ill_sa_contig60	contig_44	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576431	575948	sa_ill_sa_contig65	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597281	576432	sa_ill_sa_contig32	contig_44	99.81		True
translocation
1	130429	727647	597282	sa_ill_sa_contig9	contig_44	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727648	732231	sa_ill_sa_contig40	contig_44	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732232	737556	sa_ill_sa_contig38	contig_44	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742141	737557	sa_ill_sa_contig40	contig_44	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768335	742142	sa_ill_sa_contig29	contig_44	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768701	769558	sa_ill_sa_contig54	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771761	770088	sa_ill_sa_contig46	contig_44	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771762	815285	sa_ill_sa_contig18	contig_44	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815818	815286	sa_ill_sa_contig63	contig_44	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815819	958761	sa_ill_sa_contig6	contig_44	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958915	979971	sa_ill_sa_contig31	contig_44	99.9		True
translocation
98057	98213	979972	980128	sa_ill_sa_contig11	contig_44	98.58		True
local misassembly
98340	98561	980129	980350	sa_ill_sa_contig11	contig_44	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006951	980351	sa_ill_sa_contig12	contig_44	99.31		True
local misassembly
46	44268	1051188	1006952	sa_ill_sa_contig12	contig_44	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051189	1101913	sa_ill_sa_contig17	contig_44	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101914	1106909	sa_ill_sa_contig39	contig_44	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106910	1121272	sa_ill_sa_contig33	contig_44	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121984	1121273	sa_ill_sa_contig55	contig_44	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128676	1121985	sa_ill_sa_contig37	contig_44	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128703	1131543	sa_ill_sa_contig44	contig_44	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1133118	1131544	sa_ill_sa_contig47	contig_44	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174233	1133145	sa_ill_sa_contig20	contig_44	99.82		True
translocation
1	1649	1175884	1174234	sa_ill_sa_contig8	contig_44	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179395	1176272	sa_ill_sa_contig41	contig_44	99.68		True
translocation
38161	38352	1179678	1179488	sa_ill_sa_contig23	contig_44	95.31		True
local misassembly
38187	38352	1179931	1179766	sa_ill_sa_contig23	contig_44	98.8		True
local misassembly
1	38352	1218401	1180024	sa_ill_sa_contig23	contig_44	99.86		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218793	1218541	sa_ill_sa_contig51	contig_44	94.07		True
translocation
1	1703	1220507	1218807	sa_ill_sa_contig8	contig_44	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224162	1220837	sa_ill_sa_contig41	contig_44	99.73		True
translocation
1	1604	1225763	1224163	sa_ill_sa_contig8	contig_44	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229183	1226060	sa_ill_sa_contig41	contig_44	99.71		True
translocation
1	56123	1285675	1229635	sa_ill_sa_contig15	contig_44	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285676	1286391	sa_ill_sa_contig58	contig_44	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289655	1286392	sa_ill_sa_contig42	contig_44	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289856	1501845	sa_ill_sa_contig2	contig_44	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501846	1708833	sa_ill_sa_contig3	contig_44	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708846	1786901	sa_ill_sa_contig7	contig_44	99.68		True
local misassembly
78271	134302	1786902	1842935	sa_ill_sa_contig7	contig_44	99.79		True
fake: not a misassembly [fragmentation of reference genome]
