S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226447	3001	sa_ill_sa_contig1	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226448	227778	sa_ill_sa_contig48	contig_100	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326404	227779	sa_ill_sa_contig11	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326405	333486	sa_ill_sa_contig36	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355288	333487	sa_ill_sa_contig30	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355289	356000	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370213	356001	sa_ill_sa_contig34	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370367	403347	sa_ill_sa_contig26	contig_100	99.82		True
local misassembly [fragmentation of reference genome]
2	925	403552	404472	sa_ill_sa_contig51	contig_100	97.85		True
translocation
198	3323	405025	408151	sa_ill_sa_contig41	contig_100	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408573	410177	sa_ill_sa_contig8	contig_100	99.53		True
translocation
1	28120	410178	438299	sa_ill_sa_contig28	contig_100	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438304	478044	sa_ill_sa_contig21	contig_100	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478423	478045	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478424	540864	sa_ill_sa_contig14	contig_100	99.56		True
local misassembly
62396	62502	540914	541020	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541021	544137	sa_ill_sa_contig41	contig_100	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544555	546151	sa_ill_sa_contig8	contig_100	99.18		True
translocation
19	34443	580595	546152	sa_ill_sa_contig24	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619390	580596	sa_ill_sa_contig22	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619391	619923	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654294	619924	sa_ill_sa_contig25	contig_100	99.81		True
translocation
203	3323	654459	657581	sa_ill_sa_contig41	contig_100	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657953	789995	sa_ill_sa_contig8	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790337	939854	sa_ill_sa_contig5	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939900	970814	sa_ill_sa_contig27	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970815	971621	sa_ill_sa_contig53	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974665	971740	sa_ill_sa_contig43	contig_100	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988366	974666	sa_ill_sa_contig35	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989098	1114818	sa_ill_sa_contig10	contig_100	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114819	1115483	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117086	1116603	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137936	1117087	sa_ill_sa_contig32	contig_100	99.81		True
translocation
1	130429	1268302	1137937	sa_ill_sa_contig9	contig_100	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268303	1272886	sa_ill_sa_contig40	contig_100	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272887	1278211	sa_ill_sa_contig38	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282796	1278212	sa_ill_sa_contig40	contig_100	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308990	1282797	sa_ill_sa_contig29	contig_100	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309356	1310213	sa_ill_sa_contig54	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312416	1310743	sa_ill_sa_contig46	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312417	1355943	sa_ill_sa_contig18	contig_100	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356476	1355944	sa_ill_sa_contig63	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356477	1499417	sa_ill_sa_contig6	contig_100	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499571	1520627	sa_ill_sa_contig31	contig_100	99.9		True
translocation
