S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_50	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_50	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_50	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226425	2999	sa_ill_sa_contig1	contig_50	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226426	227754	sa_ill_sa_contig48	contig_50	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326393	227755	sa_ill_sa_contig11	contig_50	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326394	333479	sa_ill_sa_contig36	contig_50	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355274	333480	sa_ill_sa_contig30	contig_50	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355275	355986	sa_ill_sa_contig55	contig_50	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370197	355987	sa_ill_sa_contig34	contig_50	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370350	403329	sa_ill_sa_contig26	contig_50	99.87		True
local misassembly [fragmentation of reference genome]
2	925	403534	404451	sa_ill_sa_contig51	contig_50	97.85		True
translocation
198	3323	405004	408129	sa_ill_sa_contig41	contig_50	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408550	410153	sa_ill_sa_contig8	contig_50	99.65		True
translocation
1	28120	410154	438280	sa_ill_sa_contig28	contig_50	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438285	478021	sa_ill_sa_contig21	contig_50	99.92		True
local misassembly [fragmentation of reference genome]
98092	98471	478400	478022	sa_ill_sa_contig11	contig_50	97.97		True
translocation
1	62604	478401	540858	sa_ill_sa_contig14	contig_50	99.69		True
local misassembly
62396	62502	540908	541014	sa_ill_sa_contig14	contig_50	98.6		True
translocation
203	3323	541015	544135	sa_ill_sa_contig41	contig_50	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544553	546156	sa_ill_sa_contig8	contig_50	99.53		True
translocation
19	34443	580589	546157	sa_ill_sa_contig24	contig_50	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619385	580590	sa_ill_sa_contig22	contig_50	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619386	619918	sa_ill_sa_contig63	contig_50	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654301	619919	sa_ill_sa_contig25	contig_50	99.9		True
translocation
203	3323	654466	657586	sa_ill_sa_contig41	contig_50	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657958	789982	sa_ill_sa_contig8	contig_50	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790324	939816	sa_ill_sa_contig5	contig_50	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939862	970762	sa_ill_sa_contig27	contig_50	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970763	971569	sa_ill_sa_contig53	contig_50	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974612	971688	sa_ill_sa_contig43	contig_50	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988309	974613	sa_ill_sa_contig35	contig_50	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989041	1114761	sa_ill_sa_contig10	contig_50	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114762	1115426	sa_ill_sa_contig60	contig_50	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117029	1116546	sa_ill_sa_contig65	contig_50	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137860	1117030	sa_ill_sa_contig32	contig_50	99.91		True
translocation
1	130429	1268232	1137861	sa_ill_sa_contig9	contig_50	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268233	1272814	sa_ill_sa_contig40	contig_50	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272815	1278134	sa_ill_sa_contig38	contig_50	99.81		True
