S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226524	2998	sa_ill_sa_contig1	contig_100	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226525	227854	sa_ill_sa_contig48	contig_100	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326523	227855	sa_ill_sa_contig11	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326524	333609	sa_ill_sa_contig36	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355401	333610	sa_ill_sa_contig30	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355402	356113	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370323	356114	sa_ill_sa_contig34	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370477	403470	sa_ill_sa_contig26	contig_100	99.79		True
local misassembly [fragmentation of reference genome]
2	925	403675	404596	sa_ill_sa_contig51	contig_100	97.64		True
translocation
198	3323	405153	408280	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408702	410306	sa_ill_sa_contig8	contig_100	99.65		True
translocation
1	28120	410307	438436	sa_ill_sa_contig28	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438441	478185	sa_ill_sa_contig21	contig_100	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478564	478186	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478565	541051	sa_ill_sa_contig14	contig_100	99.6		True
local misassembly
62396	62502	541101	541207	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541208	544332	sa_ill_sa_contig41	contig_100	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544750	546349	sa_ill_sa_contig8	contig_100	99.41		True
translocation
19	34443	580787	546350	sa_ill_sa_contig24	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619591	580788	sa_ill_sa_contig22	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619592	620124	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654510	620125	sa_ill_sa_contig25	contig_100	99.83		True
translocation
203	3323	654675	657799	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658172	790219	sa_ill_sa_contig8	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790561	940089	sa_ill_sa_contig5	contig_100	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940135	971047	sa_ill_sa_contig27	contig_100	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971048	971856	sa_ill_sa_contig53	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974896	971975	sa_ill_sa_contig43	contig_100	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988602	974897	sa_ill_sa_contig35	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989334	1115112	sa_ill_sa_contig10	contig_100	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115113	1115777	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117378	1116895	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138215	1117379	sa_ill_sa_contig32	contig_100	99.82		True
translocation
1	130429	1268609	1138216	sa_ill_sa_contig9	contig_100	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268610	1273194	sa_ill_sa_contig40	contig_100	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273195	1278517	sa_ill_sa_contig38	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283094	1278518	sa_ill_sa_contig40	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309280	1283095	sa_ill_sa_contig29	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309645	1310502	sa_ill_sa_contig54	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312706	1311032	sa_ill_sa_contig46	contig_100	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312707	1356235	sa_ill_sa_contig18	contig_100	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356768	1356236	sa_ill_sa_contig63	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356769	1499723	sa_ill_sa_contig6	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499877	1520924	sa_ill_sa_contig31	contig_100	99.85		True
translocation
