S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226504	2999	sa_ill_sa_contig1	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226505	227834	sa_ill_sa_contig48	contig_100	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326518	227835	sa_ill_sa_contig11	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326519	333602	sa_ill_sa_contig36	contig_100	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355396	333603	sa_ill_sa_contig30	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355397	356108	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370327	356109	sa_ill_sa_contig34	contig_100	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370481	403466	sa_ill_sa_contig26	contig_100	99.82		True
local misassembly [fragmentation of reference genome]
2	925	403671	404588	sa_ill_sa_contig51	contig_100	97.74		True
translocation
198	3323	405145	408272	sa_ill_sa_contig41	contig_100	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408694	410299	sa_ill_sa_contig8	contig_100	99.65		True
translocation
1	28120	410300	438431	sa_ill_sa_contig28	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438436	478181	sa_ill_sa_contig21	contig_100	99.88		True
local misassembly [fragmentation of reference genome]
98092	98471	478560	478182	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478561	541038	sa_ill_sa_contig14	contig_100	99.62		True
local misassembly
62396	62502	541088	541194	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541195	544317	sa_ill_sa_contig41	contig_100	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544735	546338	sa_ill_sa_contig8	contig_100	99.53		True
translocation
19	34443	580781	546339	sa_ill_sa_contig24	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619587	580782	sa_ill_sa_contig22	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619588	620120	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654509	620121	sa_ill_sa_contig25	contig_100	99.85		True
translocation
203	3323	654674	657799	sa_ill_sa_contig41	contig_100	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658171	790220	sa_ill_sa_contig8	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790562	940092	sa_ill_sa_contig5	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940138	971048	sa_ill_sa_contig27	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971049	971856	sa_ill_sa_contig53	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974899	971975	sa_ill_sa_contig43	contig_100	99.53		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988606	974900	sa_ill_sa_contig35	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989338	1115101	sa_ill_sa_contig10	contig_100	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115102	1115766	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117368	1116885	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138198	1117369	sa_ill_sa_contig32	contig_100	99.87		True
translocation
1	130429	1268643	1138199	sa_ill_sa_contig9	contig_100	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268644	1273228	sa_ill_sa_contig40	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273229	1278552	sa_ill_sa_contig38	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283135	1278553	sa_ill_sa_contig40	contig_100	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309323	1283136	sa_ill_sa_contig29	contig_100	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309688	1310544	sa_ill_sa_contig54	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312749	1311074	sa_ill_sa_contig46	contig_100	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312750	1356297	sa_ill_sa_contig18	contig_100	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356830	1356298	sa_ill_sa_contig63	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356831	1499792	sa_ill_sa_contig6	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499946	1520993	sa_ill_sa_contig31	contig_100	99.84		True
translocation
