S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	216	sa_ill_sa_contig14	contig_44	100.0		True
local misassembly
62396	62502	266	372	sa_ill_sa_contig14	contig_44	98.6		True
translocation
203	3323	373	3493	sa_ill_sa_contig41	contig_44	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3911	5514	sa_ill_sa_contig8	contig_44	99.71		True
translocation
19	34443	39945	5515	sa_ill_sa_contig24	contig_44	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78739	39946	sa_ill_sa_contig22	contig_44	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78740	79272	sa_ill_sa_contig63	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113653	79273	sa_ill_sa_contig25	contig_44	99.89		True
translocation
203	3323	113818	116938	sa_ill_sa_contig41	contig_44	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117310	249323	sa_ill_sa_contig8	contig_44	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249665	399159	sa_ill_sa_contig5	contig_44	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399205	430109	sa_ill_sa_contig27	contig_44	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430110	430916	sa_ill_sa_contig53	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	433958	431035	sa_ill_sa_contig43	contig_44	99.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447655	433959	sa_ill_sa_contig35	contig_44	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448387	574107	sa_ill_sa_contig10	contig_44	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574108	574772	sa_ill_sa_contig60	contig_44	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576375	575892	sa_ill_sa_contig65	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597203	576376	sa_ill_sa_contig32	contig_44	99.93		True
translocation
1	130429	727579	597204	sa_ill_sa_contig9	contig_44	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727580	732161	sa_ill_sa_contig40	contig_44	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732162	737481	sa_ill_sa_contig38	contig_44	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742064	737482	sa_ill_sa_contig40	contig_44	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768251	742065	sa_ill_sa_contig29	contig_44	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768617	769473	sa_ill_sa_contig54	contig_44	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771677	770003	sa_ill_sa_contig46	contig_44	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771678	815197	sa_ill_sa_contig18	contig_44	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	815730	815198	sa_ill_sa_contig63	contig_44	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	815731	958632	sa_ill_sa_contig6	contig_44	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	958786	979834	sa_ill_sa_contig31	contig_44	99.92		True
translocation
98057	98213	979835	979991	sa_ill_sa_contig11	contig_44	98.58		True
local misassembly
98340	98561	979992	980213	sa_ill_sa_contig11	contig_44	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1006820	980214	sa_ill_sa_contig12	contig_44	99.35		True
local misassembly
46	44268	1051056	1006821	sa_ill_sa_contig12	contig_44	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1051057	1101787	sa_ill_sa_contig17	contig_44	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1101788	1106780	sa_ill_sa_contig39	contig_44	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1106781	1121150	sa_ill_sa_contig33	contig_44	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1121861	1121151	sa_ill_sa_contig55	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1128550	1121862	sa_ill_sa_contig37	contig_44	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1128576	1131415	sa_ill_sa_contig44	contig_44	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1132992	1131416	sa_ill_sa_contig47	contig_44	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1174102	1133018	sa_ill_sa_contig20	contig_44	99.9		True
translocation
1	1649	1175750	1174103	sa_ill_sa_contig8	contig_44	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1179259	1176138	sa_ill_sa_contig41	contig_44	99.74		True
translocation
38161	38352	1179542	1179352	sa_ill_sa_contig23	contig_44	95.31		True
local misassembly
38187	38352	1179795	1179630	sa_ill_sa_contig23	contig_44	98.8		True
local misassembly
1	38352	1218253	1179888	sa_ill_sa_contig23	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1218648	1218396	sa_ill_sa_contig51	contig_44	94.07		True
translocation
1	1703	1220363	1218662	sa_ill_sa_contig8	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1224016	1220693	sa_ill_sa_contig41	contig_44	99.82		True
translocation
1	1604	1225620	1224017	sa_ill_sa_contig8	contig_44	99.94		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1229035	1225917	sa_ill_sa_contig41	contig_44	99.74		True
translocation
1	56123	1285520	1229487	sa_ill_sa_contig15	contig_44	99.67		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1285521	1286235	sa_ill_sa_contig58	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1289498	1286236	sa_ill_sa_contig42	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1289698	1501685	sa_ill_sa_contig2	contig_44	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	1501686	1708666	sa_ill_sa_contig3	contig_44	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	1708679	1786719	sa_ill_sa_contig7	contig_44	99.72		True
local misassembly
78271	134302	1786720	1842762	sa_ill_sa_contig7	contig_44	99.88		True
fake: not a misassembly [fragmentation of reference genome]
