S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_50	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_50	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_50	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226287	3000	sa_ill_sa_contig1	contig_50	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226288	227615	sa_ill_sa_contig48	contig_50	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326195	227616	sa_ill_sa_contig11	contig_50	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326196	333271	sa_ill_sa_contig36	contig_50	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355056	333272	sa_ill_sa_contig30	contig_50	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355057	355767	sa_ill_sa_contig55	contig_50	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369976	355768	sa_ill_sa_contig34	contig_50	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370129	403093	sa_ill_sa_contig26	contig_50	99.97		True
local misassembly [fragmentation of reference genome]
2	925	403298	404211	sa_ill_sa_contig51	contig_50	98.49		True
translocation
198	3323	404765	407890	sa_ill_sa_contig41	contig_50	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408312	409916	sa_ill_sa_contig8	contig_50	99.71		True
translocation
1	28120	409917	438025	sa_ill_sa_contig28	contig_50	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438030	477758	sa_ill_sa_contig21	contig_50	99.97		True
local misassembly [fragmentation of reference genome]
98092	98471	478137	477759	sa_ill_sa_contig11	contig_50	97.97		True
translocation
1	62604	478138	540548	sa_ill_sa_contig14	contig_50	99.68		True
local misassembly
62396	62502	540598	540704	sa_ill_sa_contig14	contig_50	98.6		True
translocation
203	3323	540705	543821	sa_ill_sa_contig41	contig_50	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544240	545838	sa_ill_sa_contig8	contig_50	99.41		True
translocation
19	34443	580261	545839	sa_ill_sa_contig24	contig_50	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619021	580262	sa_ill_sa_contig22	contig_50	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619022	619554	sa_ill_sa_contig63	contig_50	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653912	619555	sa_ill_sa_contig25	contig_50	99.95		True
translocation
203	3323	654077	657195	sa_ill_sa_contig41	contig_50	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657568	789529	sa_ill_sa_contig8	contig_50	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789871	939299	sa_ill_sa_contig5	contig_50	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939345	970231	sa_ill_sa_contig27	contig_50	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970232	971037	sa_ill_sa_contig53	contig_50	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974077	971156	sa_ill_sa_contig43	contig_50	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987769	974078	sa_ill_sa_contig35	contig_50	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988501	1114165	sa_ill_sa_contig10	contig_50	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114166	1114830	sa_ill_sa_contig60	contig_50	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116432	1115949	sa_ill_sa_contig65	contig_50	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137256	1116433	sa_ill_sa_contig32	contig_50	99.97		True
translocation
1	130429	1267576	1137257	sa_ill_sa_contig9	contig_50	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1267577	1272157	sa_ill_sa_contig40	contig_50	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272158	1277476	sa_ill_sa_contig38	contig_50	99.94		True
