S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
62389	62604	1	215	sa_ill_sa_contig14	contig_44	99.54		True
local misassembly
62396	62502	265	371	sa_ill_sa_contig14	contig_44	98.6		True
translocation
203	3323	372	3492	sa_ill_sa_contig41	contig_44	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	3911	5516	sa_ill_sa_contig8	contig_44	99.41		True
translocation
19	34443	39958	5517	sa_ill_sa_contig24	contig_44	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	78774	39959	sa_ill_sa_contig22	contig_44	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	78775	79307	sa_ill_sa_contig63	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	113705	79308	sa_ill_sa_contig25	contig_44	99.81		True
translocation
203	3323	113870	116991	sa_ill_sa_contig41	contig_44	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	117364	249401	sa_ill_sa_contig8	contig_44	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	249743	399246	sa_ill_sa_contig5	contig_44	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	399292	430206	sa_ill_sa_contig27	contig_44	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	430207	431013	sa_ill_sa_contig53	contig_44	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	434058	431132	sa_ill_sa_contig43	contig_44	99.53		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	447763	434059	sa_ill_sa_contig35	contig_44	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	448495	574247	sa_ill_sa_contig10	contig_44	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	574248	574911	sa_ill_sa_contig60	contig_44	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	539	576514	576031	sa_ill_sa_contig65	contig_44	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	597355	576515	sa_ill_sa_contig32	contig_44	99.82		True
translocation
1	130429	727785	597356	sa_ill_sa_contig9	contig_44	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	727786	732370	sa_ill_sa_contig40	contig_44	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	732371	737689	sa_ill_sa_contig38	contig_44	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	742272	737690	sa_ill_sa_contig40	contig_44	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	768464	742273	sa_ill_sa_contig29	contig_44	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	857	768829	769685	sa_ill_sa_contig54	contig_44	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	771890	770215	sa_ill_sa_contig46	contig_44	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	771891	815411	sa_ill_sa_contig18	contig_44	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
