S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_104	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_104	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_104	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226279	3000	sa_ill_sa_contig1	contig_104	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226280	227607	sa_ill_sa_contig48	contig_104	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326178	227608	sa_ill_sa_contig11	contig_104	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326179	333254	sa_ill_sa_contig36	contig_104	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355039	333255	sa_ill_sa_contig30	contig_104	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355040	355750	sa_ill_sa_contig55	contig_104	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369958	355751	sa_ill_sa_contig34	contig_104	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370111	403074	sa_ill_sa_contig26	contig_104	99.97		True
local misassembly [fragmentation of reference genome]
2	925	403279	404192	sa_ill_sa_contig51	contig_104	98.49		True
translocation
198	3323	404746	407871	sa_ill_sa_contig41	contig_104	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408293	409893	sa_ill_sa_contig8	contig_104	99.65		True
translocation
1	28120	409894	438002	sa_ill_sa_contig28	contig_104	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438007	477738	sa_ill_sa_contig21	contig_104	99.96		True
local misassembly [fragmentation of reference genome]
98092	98471	478117	477739	sa_ill_sa_contig11	contig_104	97.97		True
translocation
1	62604	478118	540516	sa_ill_sa_contig14	contig_104	99.65		True
local misassembly
62396	62502	540566	540672	sa_ill_sa_contig14	contig_104	98.6		True
translocation
203	3323	540673	543789	sa_ill_sa_contig41	contig_104	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544208	545806	sa_ill_sa_contig8	contig_104	99.41		True
translocation
19	34443	580230	545807	sa_ill_sa_contig24	contig_104	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	618991	580231	sa_ill_sa_contig22	contig_104	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	618992	619524	sa_ill_sa_contig63	contig_104	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653876	619525	sa_ill_sa_contig25	contig_104	99.93		True
translocation
203	3323	654041	657155	sa_ill_sa_contig41	contig_104	99.78		True
fake: not a misassembly [fragmentation of reference genome]
