S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_104	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_104	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_104	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226522	2998	sa_ill_sa_contig1	contig_104	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226523	227853	sa_ill_sa_contig48	contig_104	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326526	227854	sa_ill_sa_contig11	contig_104	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326527	333615	sa_ill_sa_contig36	contig_104	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355418	333616	sa_ill_sa_contig30	contig_104	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355419	356129	sa_ill_sa_contig55	contig_104	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370347	356130	sa_ill_sa_contig34	contig_104	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370501	403497	sa_ill_sa_contig26	contig_104	99.8		True
local misassembly [fragmentation of reference genome]
2	925	403702	404620	sa_ill_sa_contig51	contig_104	98.06		True
translocation
198	3323	405175	408308	sa_ill_sa_contig41	contig_104	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408730	410335	sa_ill_sa_contig8	contig_104	99.59		True
translocation
1	28120	410336	438470	sa_ill_sa_contig28	contig_104	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438475	478237	sa_ill_sa_contig21	contig_104	99.86		True
local misassembly [fragmentation of reference genome]
98092	98471	478616	478238	sa_ill_sa_contig11	contig_104	97.97		True
translocation
1	62604	478617	541105	sa_ill_sa_contig14	contig_104	99.59		True
local misassembly
62396	62502	541155	541261	sa_ill_sa_contig14	contig_104	98.6		True
translocation
203	3323	541262	544379	sa_ill_sa_contig41	contig_104	99.52		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544798	546396	sa_ill_sa_contig8	contig_104	99.3		True
translocation
19	34443	580846	546397	sa_ill_sa_contig24	contig_104	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619647	580847	sa_ill_sa_contig22	contig_104	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619648	620180	sa_ill_sa_contig63	contig_104	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654566	620181	sa_ill_sa_contig25	contig_104	99.81		True
translocation
203	3323	654731	657856	sa_ill_sa_contig41	contig_104	99.65		True
fake: not a misassembly [fragmentation of reference genome]
