S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226416	3001	sa_ill_sa_contig1	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226417	227746	sa_ill_sa_contig48	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326374	227747	sa_ill_sa_contig11	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326375	333457	sa_ill_sa_contig36	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355252	333458	sa_ill_sa_contig30	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355253	355964	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370172	355965	sa_ill_sa_contig34	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370325	403304	sa_ill_sa_contig26	contig_103	99.87		True
local misassembly [fragmentation of reference genome]
2	925	403509	404427	sa_ill_sa_contig51	contig_103	97.95		True
translocation
198	3323	404981	408104	sa_ill_sa_contig41	contig_103	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408526	410127	sa_ill_sa_contig8	contig_103	99.71		True
translocation
1	28120	410128	438253	sa_ill_sa_contig28	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438258	477997	sa_ill_sa_contig21	contig_103	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478376	477998	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478377	540834	sa_ill_sa_contig14	contig_103	99.68		True
local misassembly
62396	62502	540884	540990	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	540991	544113	sa_ill_sa_contig41	contig_103	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544531	546133	sa_ill_sa_contig8	contig_103	99.53		True
translocation
19	34443	580568	546134	sa_ill_sa_contig24	contig_103	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619358	580569	sa_ill_sa_contig22	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619359	619891	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654272	619892	sa_ill_sa_contig25	contig_103	99.89		True
translocation
203	3323	654437	657556	sa_ill_sa_contig41	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657929	789959	sa_ill_sa_contig8	contig_103	99.9		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790301	939787	sa_ill_sa_contig5	contig_103	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939833	970736	sa_ill_sa_contig27	contig_103	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970737	971542	sa_ill_sa_contig53	contig_103	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974580	971661	sa_ill_sa_contig43	contig_103	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988278	974581	sa_ill_sa_contig35	contig_103	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989010	1114735	sa_ill_sa_contig10	contig_103	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114736	1115400	sa_ill_sa_contig60	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117002	1116519	sa_ill_sa_contig65	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137829	1117003	sa_ill_sa_contig32	contig_103	99.91		True
translocation
1	130429	1268201	1137830	sa_ill_sa_contig9	contig_103	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268202	1272785	sa_ill_sa_contig40	contig_103	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272786	1278105	sa_ill_sa_contig38	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282687	1278106	sa_ill_sa_contig40	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308873	1282688	sa_ill_sa_contig29	contig_103	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309239	1310096	sa_ill_sa_contig54	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312299	1310626	sa_ill_sa_contig46	contig_103	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312300	1355816	sa_ill_sa_contig18	contig_103	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356349	1355817	sa_ill_sa_contig63	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356350	1499260	sa_ill_sa_contig6	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499414	1520466	sa_ill_sa_contig31	contig_103	99.91		True
translocation
98057	98213	1520467	1520623	sa_ill_sa_contig11	contig_103	98.58		True
local misassembly
98340	98561	1520624	1520845	sa_ill_sa_contig11	contig_103	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547451	1520846	sa_ill_sa_contig12	contig_103	99.32		True
local misassembly
46	44268	1591688	1547452	sa_ill_sa_contig12	contig_103	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591689	1642411	sa_ill_sa_contig17	contig_103	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642412	1647404	sa_ill_sa_contig39	contig_103	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647405	1661775	sa_ill_sa_contig33	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662487	1661776	sa_ill_sa_contig55	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669175	1662488	sa_ill_sa_contig37	contig_103	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669201	1672040	sa_ill_sa_contig44	contig_103	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
