S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226507	3001	sa_ill_sa_contig1	contig_101	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226508	227838	sa_ill_sa_contig48	contig_101	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326516	227839	sa_ill_sa_contig11	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326517	333604	sa_ill_sa_contig36	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355410	333605	sa_ill_sa_contig30	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355411	356122	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370347	356123	sa_ill_sa_contig34	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370501	403505	sa_ill_sa_contig26	contig_101	99.79		True
local misassembly [fragmentation of reference genome]
2	925	403710	404628	sa_ill_sa_contig51	contig_101	97.96		True
translocation
198	3323	405183	408311	sa_ill_sa_contig41	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408733	410337	sa_ill_sa_contig8	contig_101	99.76		True
translocation
1	28120	410338	438480	sa_ill_sa_contig28	contig_101	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438485	478229	sa_ill_sa_contig21	contig_101	99.9		True
local misassembly [fragmentation of reference genome]
98092	98471	478608	478230	sa_ill_sa_contig11	contig_101	97.97		True
translocation
1	62604	478609	541077	sa_ill_sa_contig14	contig_101	99.61		True
local misassembly
62396	62502	541127	541233	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541234	544355	sa_ill_sa_contig41	contig_101	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544772	546374	sa_ill_sa_contig8	contig_101	99.36		True
translocation
19	34443	580821	546375	sa_ill_sa_contig24	contig_101	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619628	580822	sa_ill_sa_contig22	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619629	620161	sa_ill_sa_contig63	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654549	620162	sa_ill_sa_contig25	contig_101	99.8		True
translocation
203	3323	654714	657838	sa_ill_sa_contig41	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658212	790277	sa_ill_sa_contig8	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790619	940142	sa_ill_sa_contig5	contig_101	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940188	971101	sa_ill_sa_contig27	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971102	971908	sa_ill_sa_contig53	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974954	972028	sa_ill_sa_contig43	contig_101	99.56		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988663	974955	sa_ill_sa_contig35	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989395	1115169	sa_ill_sa_contig10	contig_101	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115170	1115834	sa_ill_sa_contig60	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117436	1116954	sa_ill_sa_contig65	contig_101	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138266	1117437	sa_ill_sa_contig32	contig_101	99.87		True
translocation
1	130429	1268713	1138267	sa_ill_sa_contig9	contig_101	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268714	1273296	sa_ill_sa_contig40	contig_101	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273297	1278620	sa_ill_sa_contig38	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283199	1278621	sa_ill_sa_contig40	contig_101	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309396	1283200	sa_ill_sa_contig29	contig_101	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309761	1310618	sa_ill_sa_contig54	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312822	1311148	sa_ill_sa_contig46	contig_101	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312823	1356366	sa_ill_sa_contig18	contig_101	99.35		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356899	1356367	sa_ill_sa_contig63	contig_101	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356900	1499855	sa_ill_sa_contig6	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500009	1521054	sa_ill_sa_contig31	contig_101	99.86		True
translocation
98057	98213	1521055	1521211	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1521212	1521433	sa_ill_sa_contig11	contig_101	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548053	1521434	sa_ill_sa_contig12	contig_101	99.3		True
local misassembly
46	44268	1592294	1548054	sa_ill_sa_contig12	contig_101	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592295	1643028	sa_ill_sa_contig17	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643029	1648023	sa_ill_sa_contig39	contig_101	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648024	1662396	sa_ill_sa_contig33	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663109	1662397	sa_ill_sa_contig55	contig_101	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669805	1663110	sa_ill_sa_contig37	contig_101	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669832	1672673	sa_ill_sa_contig44	contig_101	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1674250	1672674	sa_ill_sa_contig47	contig_101	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1715376	1674276	sa_ill_sa_contig20	contig_101	99.83		True
translocation
1	1649	1717028	1715377	sa_ill_sa_contig8	contig_101	99.41		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720541	1717416	sa_ill_sa_contig41	contig_101	99.65		True
translocation
38161	38352	1720824	1720634	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1721076	1720911	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1759557	1721169	sa_ill_sa_contig23	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759952	1759700	sa_ill_sa_contig51	contig_101	94.07		True
translocation
1	1703	1761668	1759966	sa_ill_sa_contig8	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1765327	1761998	sa_ill_sa_contig41	contig_101	99.64		True
translocation
1	1604	1766931	1765328	sa_ill_sa_contig8	contig_101	99.71		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1770349	1767228	sa_ill_sa_contig41	contig_101	99.81		True
translocation
1	56123	1826858	1770801	sa_ill_sa_contig15	contig_101	99.61		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826859	1827574	sa_ill_sa_contig58	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830837	1827575	sa_ill_sa_contig42	contig_101	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1831038	2043097	sa_ill_sa_contig2	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2043098	2250167	sa_ill_sa_contig3	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2250180	2328264	sa_ill_sa_contig7	contig_101	99.64		True
local misassembly
78271	134302	2328265	2384348	sa_ill_sa_contig7	contig_101	99.78		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2435171	2384411	sa_ill_sa_contig16	contig_101	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2612454	2435172	sa_ill_sa_contig4	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2612643	2654455	sa_ill_sa_contig19	contig_101	99.83		True
