S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226434	3000	sa_ill_sa_contig1	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226435	227764	sa_ill_sa_contig48	contig_101	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326398	227765	sa_ill_sa_contig11	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326399	333479	sa_ill_sa_contig36	contig_101	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355284	333480	sa_ill_sa_contig30	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355285	355996	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370206	355997	sa_ill_sa_contig34	contig_101	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370360	403346	sa_ill_sa_contig26	contig_101	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403551	404469	sa_ill_sa_contig51	contig_101	97.95		True
translocation
198	3323	405024	408144	sa_ill_sa_contig41	contig_101	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408566	410169	sa_ill_sa_contig8	contig_101	99.53		True
translocation
1	28120	410170	438294	sa_ill_sa_contig28	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438299	478050	sa_ill_sa_contig21	contig_101	99.89		True
local misassembly [fragmentation of reference genome]
98092	98471	478429	478051	sa_ill_sa_contig11	contig_101	97.97		True
translocation
1	62604	478430	540859	sa_ill_sa_contig14	contig_101	99.55		True
local misassembly
62396	62502	540909	541015	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541016	544132	sa_ill_sa_contig41	contig_101	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544550	546146	sa_ill_sa_contig8	contig_101	99.18		True
translocation
19	34443	580590	546147	sa_ill_sa_contig24	contig_101	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619369	580591	sa_ill_sa_contig22	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619370	619902	sa_ill_sa_contig63	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654273	619903	sa_ill_sa_contig25	contig_101	99.81		True
translocation
203	3323	654438	657555	sa_ill_sa_contig41	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657928	789965	sa_ill_sa_contig8	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790307	939829	sa_ill_sa_contig5	contig_101	99.55		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939875	970779	sa_ill_sa_contig27	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970780	971586	sa_ill_sa_contig53	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974621	971705	sa_ill_sa_contig43	contig_101	99.46		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988328	974622	sa_ill_sa_contig35	contig_101	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989060	1114778	sa_ill_sa_contig10	contig_101	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114779	1115443	sa_ill_sa_contig60	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117046	1116563	sa_ill_sa_contig65	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137889	1117047	sa_ill_sa_contig32	contig_101	99.83		True
translocation
1	130429	1268255	1137890	sa_ill_sa_contig9	contig_101	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268256	1272840	sa_ill_sa_contig40	contig_101	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272841	1278160	sa_ill_sa_contig38	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282745	1278161	sa_ill_sa_contig40	contig_101	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308932	1282746	sa_ill_sa_contig29	contig_101	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309298	1310154	sa_ill_sa_contig54	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312357	1310684	sa_ill_sa_contig46	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312358	1355889	sa_ill_sa_contig18	contig_101	99.38		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356422	1355890	sa_ill_sa_contig63	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356423	1499340	sa_ill_sa_contig6	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499494	1520544	sa_ill_sa_contig31	contig_101	99.9		True
translocation
98057	98213	1520545	1520701	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1520702	1520923	sa_ill_sa_contig11	contig_101	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547529	1520924	sa_ill_sa_contig12	contig_101	99.27		True
local misassembly
46	44268	1591770	1547530	sa_ill_sa_contig12	contig_101	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591771	1642487	sa_ill_sa_contig17	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642488	1647484	sa_ill_sa_contig39	contig_101	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647485	1661854	sa_ill_sa_contig33	contig_101	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662566	1661855	sa_ill_sa_contig55	contig_101	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669256	1662567	sa_ill_sa_contig37	contig_101	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669282	1672120	sa_ill_sa_contig44	contig_101	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1673694	1672121	sa_ill_sa_contig47	contig_101	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714821	1673721	sa_ill_sa_contig20	contig_101	99.84		True
translocation
1	1649	1716472	1714822	sa_ill_sa_contig8	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719983	1716860	sa_ill_sa_contig41	contig_101	99.71		True
translocation
38161	38352	1720266	1720076	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1720519	1720354	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1758986	1720612	sa_ill_sa_contig23	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759379	1759127	sa_ill_sa_contig51	contig_101	94.07		True
translocation
1	1703	1761067	1759393	sa_ill_sa_contig8	contig_101	95.57		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1764725	1761397	sa_ill_sa_contig41	contig_101	99.67		True
translocation
1	1604	1766326	1764726	sa_ill_sa_contig8	contig_101	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1769746	1766623	sa_ill_sa_contig41	contig_101	99.68		True
translocation
1	56123	1826238	1770198	sa_ill_sa_contig15	contig_101	99.62		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826239	1826954	sa_ill_sa_contig58	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830218	1826955	sa_ill_sa_contig42	contig_101	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1830418	2042404	sa_ill_sa_contig2	contig_101	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2042405	2249436	sa_ill_sa_contig3	contig_101	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2249449	2327508	sa_ill_sa_contig7	contig_101	99.69		True
local misassembly
78271	134302	2327509	2383536	sa_ill_sa_contig7	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2434335	2383599	sa_ill_sa_contig16	contig_101	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2611574	2434336	sa_ill_sa_contig4	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	41771	2611763	2653563	sa_ill_sa_contig19	contig_101	99.87		True
