S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_104	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_104	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_104	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226418	2998	sa_ill_sa_contig1	contig_104	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226419	227747	sa_ill_sa_contig48	contig_104	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326389	227748	sa_ill_sa_contig11	contig_104	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326390	333472	sa_ill_sa_contig36	contig_104	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355264	333473	sa_ill_sa_contig30	contig_104	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355265	355976	sa_ill_sa_contig55	contig_104	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370188	355977	sa_ill_sa_contig34	contig_104	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370342	403330	sa_ill_sa_contig26	contig_104	99.87		True
local misassembly [fragmentation of reference genome]
2	925	403535	404453	sa_ill_sa_contig51	contig_104	98.06		True
translocation
198	3323	405007	408128	sa_ill_sa_contig41	contig_104	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408550	410152	sa_ill_sa_contig8	contig_104	99.76		True
translocation
1	28120	410153	438280	sa_ill_sa_contig28	contig_104	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438285	478023	sa_ill_sa_contig21	contig_104	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478402	478024	sa_ill_sa_contig11	contig_104	97.97		True
translocation
1	62604	478403	540872	sa_ill_sa_contig14	contig_104	99.66		True
local misassembly
62396	62502	540922	541028	sa_ill_sa_contig14	contig_104	98.6		True
translocation
203	3323	541029	544150	sa_ill_sa_contig41	contig_104	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544568	546168	sa_ill_sa_contig8	contig_104	99.53		True
translocation
19	34443	580601	546169	sa_ill_sa_contig24	contig_104	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619395	580602	sa_ill_sa_contig22	contig_104	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619396	619928	sa_ill_sa_contig63	contig_104	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654307	619929	sa_ill_sa_contig25	contig_104	99.88		True
translocation
203	3323	654472	657593	sa_ill_sa_contig41	contig_104	99.81		True
fake: not a misassembly [fragmentation of reference genome]
