S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_104	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_104	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_104	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226421	2999	sa_ill_sa_contig1	contig_104	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226422	227750	sa_ill_sa_contig48	contig_104	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326396	227751	sa_ill_sa_contig11	contig_104	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326397	333480	sa_ill_sa_contig36	contig_104	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355276	333481	sa_ill_sa_contig30	contig_104	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355277	355988	sa_ill_sa_contig55	contig_104	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370199	355989	sa_ill_sa_contig34	contig_104	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370352	403331	sa_ill_sa_contig26	contig_104	99.88		True
local misassembly [fragmentation of reference genome]
2	925	403536	404454	sa_ill_sa_contig51	contig_104	97.96		True
translocation
198	3323	405008	408134	sa_ill_sa_contig41	contig_104	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408556	410158	sa_ill_sa_contig8	contig_104	99.76		True
translocation
1	28120	410159	438282	sa_ill_sa_contig28	contig_104	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438287	478022	sa_ill_sa_contig21	contig_104	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478401	478023	sa_ill_sa_contig11	contig_104	97.97		True
translocation
1	62604	478402	540870	sa_ill_sa_contig14	contig_104	99.67		True
local misassembly
62396	62502	540920	541026	sa_ill_sa_contig14	contig_104	98.6		True
translocation
203	3323	541027	544148	sa_ill_sa_contig41	contig_104	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544567	546169	sa_ill_sa_contig8	contig_104	99.59		True
translocation
19	34443	580603	546170	sa_ill_sa_contig24	contig_104	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619394	580604	sa_ill_sa_contig22	contig_104	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619395	619927	sa_ill_sa_contig63	contig_104	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654313	619928	sa_ill_sa_contig25	contig_104	99.88		True
translocation
203	3323	654478	657599	sa_ill_sa_contig41	contig_104	99.81		True
fake: not a misassembly [fragmentation of reference genome]
