S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_101	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_101	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2997	2514	sa_ill_sa_contig65	contig_101	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226522	2998	sa_ill_sa_contig1	contig_101	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226523	227853	sa_ill_sa_contig48	contig_101	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326526	227854	sa_ill_sa_contig11	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326527	333615	sa_ill_sa_contig36	contig_101	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355418	333616	sa_ill_sa_contig30	contig_101	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355419	356129	sa_ill_sa_contig55	contig_101	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370347	356130	sa_ill_sa_contig34	contig_101	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370501	403497	sa_ill_sa_contig26	contig_101	99.8		True
local misassembly [fragmentation of reference genome]
2	925	403702	404620	sa_ill_sa_contig51	contig_101	98.06		True
translocation
198	3323	405175	408309	sa_ill_sa_contig41	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408732	410339	sa_ill_sa_contig8	contig_101	99.53		True
translocation
1	28120	410340	438473	sa_ill_sa_contig28	contig_101	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438478	478227	sa_ill_sa_contig21	contig_101	99.87		True
local misassembly [fragmentation of reference genome]
98092	98471	478608	478228	sa_ill_sa_contig11	contig_101	97.61		True
translocation
1	62604	478609	541107	sa_ill_sa_contig14	contig_101	99.6		True
local misassembly
62396	62502	541157	541263	sa_ill_sa_contig14	contig_101	98.6		True
translocation
203	3323	541264	544386	sa_ill_sa_contig41	contig_101	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544803	546403	sa_ill_sa_contig8	contig_101	99.41		True
translocation
19	34443	580844	546404	sa_ill_sa_contig24	contig_101	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619656	580845	sa_ill_sa_contig22	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619657	620189	sa_ill_sa_contig63	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654579	620190	sa_ill_sa_contig25	contig_101	99.8		True
translocation
203	3323	654744	657866	sa_ill_sa_contig41	contig_101	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658239	790288	sa_ill_sa_contig8	contig_101	99.82		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790630	940157	sa_ill_sa_contig5	contig_101	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940203	971109	sa_ill_sa_contig27	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971110	971916	sa_ill_sa_contig53	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974959	972035	sa_ill_sa_contig43	contig_101	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988671	974960	sa_ill_sa_contig35	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989403	1115180	sa_ill_sa_contig10	contig_101	99.67		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115181	1115844	sa_ill_sa_contig60	contig_101	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117447	1116964	sa_ill_sa_contig65	contig_101	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138282	1117448	sa_ill_sa_contig32	contig_101	99.85		True
translocation
1	130429	1268700	1138283	sa_ill_sa_contig9	contig_101	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268701	1273283	sa_ill_sa_contig40	contig_101	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273284	1278606	sa_ill_sa_contig38	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283188	1278607	sa_ill_sa_contig40	contig_101	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309378	1283189	sa_ill_sa_contig29	contig_101	99.92		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309744	1310600	sa_ill_sa_contig54	contig_101	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312805	1311130	sa_ill_sa_contig46	contig_101	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312806	1356362	sa_ill_sa_contig18	contig_101	99.32		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356895	1356363	sa_ill_sa_contig63	contig_101	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356896	1499866	sa_ill_sa_contig6	contig_101	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500020	1521062	sa_ill_sa_contig31	contig_101	99.88		True
translocation
98057	98213	1521063	1521219	sa_ill_sa_contig11	contig_101	98.58		True
local misassembly
98340	98561	1521220	1521441	sa_ill_sa_contig11	contig_101	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548057	1521442	sa_ill_sa_contig12	contig_101	99.29		True
local misassembly
46	44268	1592301	1548058	sa_ill_sa_contig12	contig_101	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592302	1643036	sa_ill_sa_contig17	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643037	1648030	sa_ill_sa_contig39	contig_101	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648031	1662405	sa_ill_sa_contig33	contig_101	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663121	1662406	sa_ill_sa_contig55	contig_101	99.39		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669813	1663122	sa_ill_sa_contig37	contig_101	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669840	1672679	sa_ill_sa_contig44	contig_101	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1674255	1672680	sa_ill_sa_contig47	contig_101	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1715377	1674283	sa_ill_sa_contig20	contig_101	99.83		True
translocation
1	1649	1717027	1715378	sa_ill_sa_contig8	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720537	1717415	sa_ill_sa_contig41	contig_101	99.58		True
translocation
38161	38352	1720820	1720630	sa_ill_sa_contig23	contig_101	95.31		True
local misassembly
38187	38352	1721073	1720908	sa_ill_sa_contig23	contig_101	98.8		True
local misassembly
1	38352	1759546	1721166	sa_ill_sa_contig23	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759941	1759689	sa_ill_sa_contig51	contig_101	94.07		True
translocation
1	1703	1761657	1759955	sa_ill_sa_contig8	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	3323	1765315	1761986	sa_ill_sa_contig41	contig_101	99.58		True
translocation
1	1604	1766920	1765316	sa_ill_sa_contig8	contig_101	99.59		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1770337	1767217	sa_ill_sa_contig41	contig_101	99.74		True
translocation
55995	56123	1770641	1770514	sa_ill_sa_contig15	contig_101	98.45		True
local misassembly
1	56123	1826838	1770789	sa_ill_sa_contig15	contig_101	99.59		True
indel: indel (<= 5bp) [fragmentation of reference genome]
4	718	1826839	1827554	sa_ill_sa_contig58	contig_101	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3261	1830821	1827555	sa_ill_sa_contig42	contig_101	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	211909	1831022	2043084	sa_ill_sa_contig2	contig_101	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
55	207093	2043085	2250144	sa_ill_sa_contig3	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	78138	2250157	2328223	sa_ill_sa_contig7	contig_101	99.67		True
local misassembly
78271	134302	2328224	2384314	sa_ill_sa_contig7	contig_101	99.77		True
fake: not a misassembly [fragmentation of reference genome]
21	50729	2435134	2384377	sa_ill_sa_contig16	contig_101	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	177172	2612421	2435135	sa_ill_sa_contig4	contig_101	99.83		True
fake: not a misassembly [fragmentation of reference genome]
