S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	3	734	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	735	1399	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226514	3000	sa_ill_sa_contig1	contig_103	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226515	227845	sa_ill_sa_contig48	contig_103	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326509	227846	sa_ill_sa_contig11	contig_103	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326510	333595	sa_ill_sa_contig36	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355400	333596	sa_ill_sa_contig30	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355401	356113	sa_ill_sa_contig55	contig_103	98.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370328	356114	sa_ill_sa_contig34	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370482	403471	sa_ill_sa_contig26	contig_103	99.77		True
local misassembly [fragmentation of reference genome]
2	925	403676	404592	sa_ill_sa_contig51	contig_103	97.95		True
translocation
198	3323	405147	408273	sa_ill_sa_contig41	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408695	410299	sa_ill_sa_contig8	contig_103	99.65		True
translocation
1	28120	410300	438446	sa_ill_sa_contig28	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438451	478195	sa_ill_sa_contig21	contig_103	99.89		True
local misassembly [fragmentation of reference genome]
98092	98471	478574	478196	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478575	541052	sa_ill_sa_contig14	contig_103	99.61		True
local misassembly
62396	62502	541102	541208	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541209	544333	sa_ill_sa_contig41	contig_103	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544752	546354	sa_ill_sa_contig8	contig_103	99.47		True
translocation
19	34443	580793	546355	sa_ill_sa_contig24	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619603	580794	sa_ill_sa_contig22	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619604	620136	sa_ill_sa_contig63	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654528	620137	sa_ill_sa_contig25	contig_103	99.81		True
translocation
203	3323	654693	657814	sa_ill_sa_contig41	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658186	790265	sa_ill_sa_contig8	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790607	940136	sa_ill_sa_contig5	contig_103	99.53		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940182	971110	sa_ill_sa_contig27	contig_103	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971111	971919	sa_ill_sa_contig53	contig_103	99.54		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974962	972038	sa_ill_sa_contig43	contig_103	99.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988668	974963	sa_ill_sa_contig35	contig_103	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989400	1115204	sa_ill_sa_contig10	contig_103	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115205	1115869	sa_ill_sa_contig60	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117472	1116989	sa_ill_sa_contig65	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138311	1117473	sa_ill_sa_contig32	contig_103	99.88		True
translocation
1	130429	1268751	1138312	sa_ill_sa_contig9	contig_103	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268752	1273337	sa_ill_sa_contig40	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1273338	1278662	sa_ill_sa_contig38	contig_103	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1283247	1278663	sa_ill_sa_contig40	contig_103	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309437	1283248	sa_ill_sa_contig29	contig_103	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309802	1310658	sa_ill_sa_contig54	contig_103	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312861	1311186	sa_ill_sa_contig46	contig_103	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312862	1356411	sa_ill_sa_contig18	contig_103	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356944	1356412	sa_ill_sa_contig63	contig_103	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356945	1499900	sa_ill_sa_contig6	contig_103	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1500054	1521110	sa_ill_sa_contig31	contig_103	99.88		True
translocation
98057	98213	1521111	1521267	sa_ill_sa_contig11	contig_103	98.58		True
local misassembly
98340	98561	1521268	1521489	sa_ill_sa_contig11	contig_103	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1548100	1521490	sa_ill_sa_contig12	contig_103	99.3		True
local misassembly
46	44268	1592342	1548101	sa_ill_sa_contig12	contig_103	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1592343	1643082	sa_ill_sa_contig17	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1643083	1648074	sa_ill_sa_contig39	contig_103	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1648075	1662446	sa_ill_sa_contig33	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1663157	1662447	sa_ill_sa_contig55	contig_103	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669850	1663158	sa_ill_sa_contig37	contig_103	99.76		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669877	1672716	sa_ill_sa_contig44	contig_103	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
