S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_2	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_2	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235689	pa_ill_pa_contig10	contig_2	99.97		True
translocation
129	1718	235690	237279	pa_ill_pa_contig57	contig_2	100.0		True
translocation
232388	237415	237280	242304	pa_ill_pa_contig10	contig_2	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244737	242305	pa_ill_pa_contig48	contig_2	99.56		True
local misassembly
1	1079	245971	244893	pa_ill_pa_contig48	contig_2	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245972	246816	pa_ill_pa_contig70	contig_2	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249825	246817	pa_ill_pa_contig51	contig_2	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367726	249826	pa_ill_pa_contig11	contig_2	99.97		True
local misassembly
1	92856	460578	367727	pa_ill_pa_contig11	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460579	461453	pa_ill_pa_contig69	contig_2	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461454	510420	pa_ill_pa_contig34	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510421	516023	pa_ill_pa_contig44	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622338	516024	pa_ill_pa_contig22	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712856	622714	pa_ill_pa_contig23	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712857	713943	pa_ill_pa_contig67	contig_2	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713944	1179573	pa_ill_pa_contig3	contig_2	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179574	1182032	pa_ill_pa_contig54	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182483	1182033	pa_ill_pa_contig83	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182484	1183352	pa_ill_pa_contig74	contig_2	99.42		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184156	1303149	pa_ill_pa_contig18	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303150	1308807	pa_ill_pa_contig44	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308808	1309645	pa_ill_pa_contig63	contig_2	100.0		True
translocation
56	1405	1310995	1309646	pa_ill_pa_contig12	contig_2	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310996	1312432	pa_ill_pa_contig61	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312433	1334335	pa_ill_pa_contig41	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335863	1334990	pa_ill_pa_contig74	contig_2	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335864	1336314	pa_ill_pa_contig83	contig_2	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338773	1336315	pa_ill_pa_contig54	contig_2	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395070	1338774	pa_ill_pa_contig31	contig_2	99.93		True
local misassembly
3	591	1395682	1395094	pa_ill_pa_contig31	contig_2	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396657	1397139	pa_ill_pa_contig14	contig_2	97.57		True
local misassembly
1	187635	1397140	1584773	pa_ill_pa_contig14	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584820	1584942	pa_ill_pa_contig7	contig_2	99.19		True
local misassembly
1	77	1585162	1585238	pa_ill_pa_contig7	contig_2	98.7		True
local misassembly
1	265097	1585618	1850697	pa_ill_pa_contig7	contig_2	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851148	1852685	pa_ill_pa_contig60	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856568	1853058	pa_ill_pa_contig49	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857157	1895299	pa_ill_pa_contig36	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895300	1900902	pa_ill_pa_contig44	contig_2	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900903	1962614	pa_ill_pa_contig29	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963701	1962615	pa_ill_pa_contig67	contig_2	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811339	1963702	pa_ill_pa_contig1	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811340	2813491	pa_ill_pa_contig55	contig_2	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861238	2814169	pa_ill_pa_contig35	contig_2	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861848	3128767	pa_ill_pa_contig6	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239970	3128768	pa_ill_pa_contig20	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245367	3239971	pa_ill_pa_contig45	contig_2	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245368	3364055	pa_ill_pa_contig19	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364056	3364547	pa_ill_pa_contig80	contig_2	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365784	3364548	pa_ill_pa_contig65	contig_2	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366673	3365785	pa_ill_pa_contig71	contig_2	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366674	3367320	pa_ill_pa_contig8	contig_2	99.05		True
translocation
1	23992	3367321	3391310	pa_ill_pa_contig40	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391311	3392668	pa_ill_pa_contig62	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392669	3449346	pa_ill_pa_contig30	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449347	3450163	pa_ill_pa_contig73	contig_2	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3655020	3450164	pa_ill_pa_contig12	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3655021	3656402	pa_ill_pa_contig61	contig_2	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656403	3763185	pa_ill_pa_contig21	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764333	3763186	pa_ill_pa_contig64	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764334	3798657	pa_ill_pa_contig15	contig_2	99.84		True
local misassembly
34236	173697	3798658	3938186	pa_ill_pa_contig15	contig_2	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938187	3938821	pa_ill_pa_contig76	contig_2	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939964	3938937	pa_ill_pa_contig68	contig_2	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940722	3941313	pa_ill_pa_contig77	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941314	3942003	pa_ill_pa_contig76	contig_2	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943091	3942119	pa_ill_pa_contig68	contig_2	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944697	3943092	pa_ill_pa_contig59	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944698	3946324	pa_ill_pa_contig58	contig_2	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946325	3951292	pa_ill_pa_contig46	contig_2	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951293	3952863	pa_ill_pa_contig58	contig_2	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	3952864	3956101	pa_ill_pa_contig50	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3956102	3956845	pa_ill_pa_contig75	contig_2	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	3963680	3957535	pa_ill_pa_contig43	contig_2	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	3963681	3964424	pa_ill_pa_contig75	contig_2	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	3965114	4033439	pa_ill_pa_contig28	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	4033440	4034314	pa_ill_pa_contig69	contig_2	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	4065080	4034315	pa_ill_pa_contig38	contig_2	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	4067514	4065081	pa_ill_pa_contig48	contig_2	99.36		True
local misassembly
56	1079	4068693	4067670	pa_ill_pa_contig48	contig_2	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	4068694	4075278	pa_ill_pa_contig42	contig_2	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	4078231	4075279	pa_ill_pa_contig51	contig_2	99.25		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	4078232	4105026	pa_ill_pa_contig39	contig_2	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	4105519	4105027	pa_ill_pa_contig79	contig_2	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	4364079	4105520	pa_ill_pa_contig8	contig_2	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	4364080	4364912	pa_ill_pa_contig71	contig_2	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	4364913	4366149	pa_ill_pa_contig65	contig_2	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	4366641	4366150	pa_ill_pa_contig80	contig_2	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
