S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_106	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_106	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235718	pa_ill_pa_contig10	contig_106	99.98		True
translocation
129	1718	235719	237308	pa_ill_pa_contig57	contig_106	100.0		True
translocation
232388	237415	237309	242335	pa_ill_pa_contig10	contig_106	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244768	242336	pa_ill_pa_contig48	contig_106	99.6		True
local misassembly
1	1079	246002	244924	pa_ill_pa_contig48	contig_106	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	246003	246848	pa_ill_pa_contig70	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249857	246849	pa_ill_pa_contig51	contig_106	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367764	249858	pa_ill_pa_contig11	contig_106	99.98		True
local misassembly
1	92856	460621	367765	pa_ill_pa_contig11	contig_106	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460622	461496	pa_ill_pa_contig69	contig_106	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461497	510466	pa_ill_pa_contig34	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510467	516069	pa_ill_pa_contig44	contig_106	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622396	516070	pa_ill_pa_contig22	contig_106	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712926	622772	pa_ill_pa_contig23	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712927	714012	pa_ill_pa_contig67	contig_106	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	714013	1179670	pa_ill_pa_contig3	contig_106	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179671	1182128	pa_ill_pa_contig54	contig_106	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182579	1182129	pa_ill_pa_contig83	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182580	1183447	pa_ill_pa_contig74	contig_106	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184251	1303256	pa_ill_pa_contig18	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303257	1308914	pa_ill_pa_contig44	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
