S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_106	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3148	998	pa_ill_pa_contig55	contig_106	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3149	235683	pa_ill_pa_contig10	contig_106	99.97		True
translocation
129	1718	235684	237271	pa_ill_pa_contig57	contig_106	99.89		True
translocation
232388	237415	237272	242297	pa_ill_pa_contig10	contig_106	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244730	242298	pa_ill_pa_contig48	contig_106	99.56		True
local misassembly
1	1079	245964	244886	pa_ill_pa_contig48	contig_106	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245965	246809	pa_ill_pa_contig70	contig_106	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249816	246810	pa_ill_pa_contig51	contig_106	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367717	249817	pa_ill_pa_contig11	contig_106	99.97		True
local misassembly
1	92856	460566	367718	pa_ill_pa_contig11	contig_106	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460567	461441	pa_ill_pa_contig69	contig_106	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461442	510412	pa_ill_pa_contig34	contig_106	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510413	516016	pa_ill_pa_contig44	contig_106	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622332	516017	pa_ill_pa_contig22	contig_106	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712851	622708	pa_ill_pa_contig23	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712852	713938	pa_ill_pa_contig67	contig_106	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713939	1179566	pa_ill_pa_contig3	contig_106	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179567	1182025	pa_ill_pa_contig54	contig_106	99.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182476	1182026	pa_ill_pa_contig83	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182477	1183344	pa_ill_pa_contig74	contig_106	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184150	1303146	pa_ill_pa_contig18	contig_106	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303147	1308804	pa_ill_pa_contig44	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	893	1308805	1309642	pa_ill_pa_contig63	contig_106	100.0		True
translocation
56	1405	1310992	1309643	pa_ill_pa_contig12	contig_106	90.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1437	1310993	1312429	pa_ill_pa_contig61	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21904	1312430	1334334	pa_ill_pa_contig41	contig_106	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	868	1335862	1334989	pa_ill_pa_contig74	contig_106	98.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1335863	1336313	pa_ill_pa_contig83	contig_106	95.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1338772	1336314	pa_ill_pa_contig54	contig_106	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
132	56432	1395067	1338773	pa_ill_pa_contig31	contig_106	99.92		True
local misassembly
3	591	1395679	1395091	pa_ill_pa_contig31	contig_106	94.06		True
local misassembly [fragmentation of reference genome]
1	483	1396654	1397136	pa_ill_pa_contig14	contig_106	97.57		True
local misassembly
1	187635	1397137	1584770	pa_ill_pa_contig14	contig_106	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	123	1584817	1584939	pa_ill_pa_contig7	contig_106	99.19		True
local misassembly
1	77	1585159	1585235	pa_ill_pa_contig7	contig_106	98.7		True
local misassembly
1	265097	1585615	1850690	pa_ill_pa_contig7	contig_106	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	1851141	1852678	pa_ill_pa_contig60	contig_106	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	1856561	1853051	pa_ill_pa_contig49	contig_106	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	38146	1857150	1895293	pa_ill_pa_contig36	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	1895294	1900893	pa_ill_pa_contig44	contig_106	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	1900894	1962603	pa_ill_pa_contig29	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	1963690	1962604	pa_ill_pa_contig67	contig_106	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	2811306	1963691	pa_ill_pa_contig1	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2207	2811307	2813458	pa_ill_pa_contig55	contig_106	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	2861209	2814138	pa_ill_pa_contig35	contig_106	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	2861819	3128733	pa_ill_pa_contig6	contig_106	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	3239941	3128734	pa_ill_pa_contig20	contig_106	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	3245338	3239942	pa_ill_pa_contig45	contig_106	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	3245339	3364029	pa_ill_pa_contig19	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	3364030	3364521	pa_ill_pa_contig80	contig_106	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	3365758	3364522	pa_ill_pa_contig65	contig_106	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	3366646	3365759	pa_ill_pa_contig71	contig_106	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	3366647	3367293	pa_ill_pa_contig8	contig_106	99.05		True
translocation
1	23992	3367294	3391283	pa_ill_pa_contig40	contig_106	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3391284	3392641	pa_ill_pa_contig62	contig_106	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	3392642	3449318	pa_ill_pa_contig30	contig_106	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3449319	3450135	pa_ill_pa_contig73	contig_106	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	3654988	3450136	pa_ill_pa_contig12	contig_106	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	3654989	3656371	pa_ill_pa_contig61	contig_106	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	3656372	3763148	pa_ill_pa_contig21	contig_106	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	3764296	3763149	pa_ill_pa_contig64	contig_106	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	3764297	3798619	pa_ill_pa_contig15	contig_106	99.83		True
local misassembly
34236	173697	3798620	3938149	pa_ill_pa_contig15	contig_106	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	3938150	3938784	pa_ill_pa_contig76	contig_106	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	3939927	3938900	pa_ill_pa_contig68	contig_106	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	3940685	3941276	pa_ill_pa_contig77	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	3941277	3941966	pa_ill_pa_contig76	contig_106	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	3943054	3942082	pa_ill_pa_contig68	contig_106	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	3944660	3943055	pa_ill_pa_contig59	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	3944661	3946287	pa_ill_pa_contig58	contig_106	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	3946288	3951254	pa_ill_pa_contig46	contig_106	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	3951255	3952826	pa_ill_pa_contig58	contig_106	99.76		True
