S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
46754	47071	3	320	pa_ill_pa_contig35	contig_106	98.43		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	3149	998	pa_ill_pa_contig55	contig_106	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	232544	3150	235689	pa_ill_pa_contig10	contig_106	99.97		True
translocation
129	1718	235690	237279	pa_ill_pa_contig57	contig_106	100.0		True
translocation
232388	237415	237280	242304	pa_ill_pa_contig10	contig_106	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	244737	242305	pa_ill_pa_contig48	contig_106	99.56		True
local misassembly
1	1079	245971	244893	pa_ill_pa_contig48	contig_106	99.81		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	901	245972	246816	pa_ill_pa_contig70	contig_106	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3064	249825	246817	pa_ill_pa_contig51	contig_106	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
92967	210873	367726	249826	pa_ill_pa_contig11	contig_106	99.97		True
local misassembly
1	92856	460578	367727	pa_ill_pa_contig11	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	460579	461453	pa_ill_pa_contig69	contig_106	99.49		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	48969	461454	510420	pa_ill_pa_contig34	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	510421	516023	pa_ill_pa_contig44	contig_106	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106324	622339	516024	pa_ill_pa_contig22	contig_106	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	90153	712857	622715	pa_ill_pa_contig23	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	712858	713944	pa_ill_pa_contig67	contig_106	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	465790	713945	1179578	pa_ill_pa_contig3	contig_106	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	2514	1179579	1182037	pa_ill_pa_contig54	contig_106	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	506	1182488	1182038	pa_ill_pa_contig83	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	868	1182489	1183356	pa_ill_pa_contig74	contig_106	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	119004	1184160	1303153	pa_ill_pa_contig18	contig_106	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5713	1303154	1308811	pa_ill_pa_contig44	contig_106	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
