S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
214350	552243	1	337851	bs_ill_bs_contig2	contig_13	99.98		True
fake: not a misassembly [fragmentation of reference genome]
18222	18355	338835	338702	bs_ill_bs_contig20	contig_13	100.0		True
translocation
56	319	339501	339237	bs_ill_bs_contig13	contig_13	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	339502	340653	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	340655	341564	bs_ill_bs_contig991	contig_13	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	722	342287	341566	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	343640	342659	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	340	343641	343925	bs_ill_bs_contig3	contig_13	100.0		True
translocation
1	257004	601049	344026	bs_ill_bs_contig8	contig_13	99.97		True
translocation
1	599	601648	601050	bs_ill_bs_contig2	contig_13	99.11		True
fake: not a misassembly [fragmentation of reference genome]
708490	709047	602207	601650	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	29697	631899	602208	bs_ill_bs_contig18	contig_13	99.95		True
translocation
56	393	632237	631900	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	632238	633390	bs_ill_bs_contig839	contig_13	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	911	633392	634304	bs_ill_bs_contig991	contig_13	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	722	635027	634306	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	982	636325	635399	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	325319	636326	961772	bs_ill_bs_contig3	contig_13	99.93		True
translocation
1	599	962371	961773	bs_ill_bs_contig2	contig_13	99.26		True
fake: not a misassembly [fragmentation of reference genome]
708489	709047	962931	962373	bs_ill_bs_contig1	contig_13	99.84		True
translocation
1	104023	962932	1066948	bs_ill_bs_contig12	contig_13	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	18355	1085451	1067102	bs_ill_bs_contig20	contig_13	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	1152	1085665	1086814	bs_ill_bs_contig839	contig_13	99.83		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1086816	1087726	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1088449	1087728	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1089802	1088821	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1089803	1090178	bs_ill_bs_contig3	contig_13	99.54		True
translocation
56	453	1090663	1090266	bs_ill_bs_contig13	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1090664	1091816	bs_ill_bs_contig839	contig_13	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1091818	1092728	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1093451	1092730	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1094802	1093823	bs_ill_bs_contig933	contig_13	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	430	1094803	1095178	bs_ill_bs_contig3	contig_13	99.54		True
local misassembly
521	601	1095440	1095520	bs_ill_bs_contig3	contig_13	100.0		True
translocation
56	449	1096273	1095882	bs_ill_bs_contig13	contig_13	99.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1152	1096274	1097424	bs_ill_bs_contig839	contig_13	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1097426	1098335	bs_ill_bs_contig991	contig_13	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1099058	1098337	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1100409	1099430	bs_ill_bs_contig933	contig_13	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	375	1100410	1100729	bs_ill_bs_contig3	contig_13	99.77		True
translocation
1	60136	1160862	1100730	bs_ill_bs_contig13	contig_13	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1152	1160863	1161959	bs_ill_bs_contig839	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	911	1161961	1162871	bs_ill_bs_contig991	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	722	1163594	1162873	bs_ill_bs_contig1146	contig_13	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	982	1164947	1163966	bs_ill_bs_contig933	contig_13	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	341	1164948	1165233	bs_ill_bs_contig3	contig_13	100.0		True
translocation
