Assembly	r10_1bin_v3_1_MP	r10_1bin_v3_1_MP_helen	r10_1bin_v3_1_r1_medaka	r10_1bin_v3_1_r2_medaka	r10_1bin_v3_1_racon_r1	r10_1bin_v3_1_racon_r2	r10_1bin_v3_1_raw	r10_1bin_v3_2_MP	r10_1bin_v3_2_MP_helen	r10_1bin_v3_2_r1_medaka	r10_1bin_v3_2_r2_medaka	r10_1bin_v3_2_racon_r1	r10_1bin_v3_2_racon_r2	r10_1bin_v3_2_raw	r10_1bin_v3_3_MP	r10_1bin_v3_3_MP_helen	r10_1bin_v3_3_r1_medaka	r10_1bin_v3_3_r2_medaka	r10_1bin_v3_3_racon_r1	r10_1bin_v3_3_racon_r2	r10_1bin_v3_3_raw
# contigs (>= 5000 bp)	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7
# contigs (>= 10000 bp)	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7
# contigs (>= 25000 bp)	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7
# contigs (>= 50000 bp)	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7
Total length (>= 5000 bp)	24074828	24070090	24071888	24063470	24060900	24056048	24060486	24074490	24070611	24075114	24065831	24060635	24055783	19304844	24078180	24070683	24078524	24071188	24064158	24059056	24063949
Total length (>= 10000 bp)	24074828	24070090	24071888	24063470	24060900	24056048	24060486	24074490	24070611	24075114	24065831	24060635	24055783	19304844	24078180	24070683	24078524	24071188	24064158	24059056	24063949
Total length (>= 25000 bp)	24074828	24070090	24071888	24063470	24060900	24056048	24060486	24074490	24070611	24075114	24065831	24060635	24055783	19304844	24078180	24070683	24078524	24071188	24064158	24059056	24063949
Total length (>= 50000 bp)	24074828	24070090	24071888	24063470	24060900	24056048	24060486	24074490	24070611	24075114	24065831	24060635	24055783	19304844	24078180	24070683	24078524	24071188	24064158	24059056	24063949
# contigs	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7
Largest contig	4765884	4765881	4765833	4765837	4765031	4765076	4763514	4765366	4765332	4765684	4765663	4764521	4764646	4763440	4765358	4765330	4765688	4765655	4764491	4764636	4763330
Total length	24074828	24070090	24071888	24063470	24060900	24056048	24060486	24074490	24070611	24075114	24065831	24060635	24055783	19304844	24078180	24070683	24078524	24071188	24064158	24059056	24063949
Reference length	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829	3985829
GC (%)	44.80	44.80	44.80	44.80	44.79	44.78	44.77	44.80	44.80	44.80	44.79	44.79	44.78	42.96	44.80	44.81	44.80	44.79	44.79	44.79	44.77
Reference GC (%)	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82	43.82
