All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                 # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50   NGA75   LGA50  LGA75
r10_1bin_v3_1_MP         7                       7                        7                        7                        24074828                   24074828                    24074828                    24074828                    7          4765884         24074828      3985829           44.80   43.82             4045594  4765884  2845421  4765884  3    1     5    1     34               1                       4045594                      13                     0                         0                         6                         0 + 7 part           19976834          99.999               1.028              0.00               98.20                     11.29                 788681             4097449               329482  257050  4      8    
r10_1bin_v3_1_MP_helen   7                       7                        7                        7                        24070090                   24070090                    24070090                    24070090                    7          4765881         24070090      3985829           44.80   43.82             4045616  4765881  2845364  4765881  3    1     5    1     34               1                       4045616                      13                     0                         0                         6                         0 + 7 part           19973478          99.999               1.028              0.04               96.19                     11.27                 788687             4096111               329468  257053  4      8    
r10_1bin_v3_1_r1_medaka  7                       7                        7                        7                        24071888                   24071888                    24071888                    24071888                    7          4765833         24071888      3985829           44.80   43.82             4045591  4765833  2845429  4765833  3    1     5    1     34               1                       4045591                      13                     0                         0                         6                         0 + 7 part           19976674          99.999               1.027              0.00               94.06                     10.29                 788689             4094615               329466  257051  4      8    
r10_1bin_v3_1_r2_medaka  7                       7                        7                        7                        24063470                   24063470                    24063470                    24063470                    7          4765837         24063470      3985829           44.80   43.82             4045596  4765837  2845429  4765837  3    1     5    1     34               1                       4045596                      13                     0                         0                         6                         0 + 7 part           19967233          99.999               1.028              0.00               95.97                     10.36                 788690             4095692               329465  257051  4      8    
r10_1bin_v3_1_racon_r1   7                       7                        7                        7                        24060900                   24060900                    24060900                    24060900                    7          4765031         24060900      3985829           44.79   43.82             4045200  4765031  2845295  4765031  3    1     5    1     33               1                       4045200                      12                     0                         0                         6                         0 + 7 part           19964318          99.999               1.028              0.00               97.70                     22.61                 788610             4096092               329436  257014  4      8    
r10_1bin_v3_1_racon_r2   7                       7                        7                        7                        24056048                   24056048                    24056048                    24056048                    7          4765076         24056048      3985829           44.78   43.82             4045302  4765076  2845304  4765076  3    1     5    1     34               1                       4045302                      13                     0                         0                         6                         0 + 7 part           19958739          99.999               1.028              0.00               99.83                     20.77                 788607             4096818               329463  257030  4      8    
r10_1bin_v3_1_raw        7                       7                        7                        7                        24060486                   24060486                    24060486                    24060486                    7          4763514         24060486      3985829           44.77   43.82             4042945  4763514  2843358  4763514  3    1     5    1     31               1                       4042945                      17                     0                         0                         5                         0 + 7 part           20000088          99.993               1.019              0.00               84.46                     101.52                788151             4059381               329347  256893  4      8    
r10_1bin_v3_2_MP         7                       7                        7                        7                        24074490                   24074490                    24074490                    24074490                    7          4765366         24074490      3985829           44.80   43.82             4045598  4765366  2845423  4765366  3    1     5    1     34               1                       4045598                      13                     0                         0                         6                         0 + 7 part           19976847          99.999               1.028              0.00               97.70                     11.06                 788689             4097145               329474  257050  4      8    
r10_1bin_v3_2_MP_helen   7                       7                        7                        7                        24070611                   24070611                    24070611                    24070611                    7          4765332         24070611      3985829           44.80   43.82             4045623  4765332  2845360  4765332  3    1     5    1     34               1                       4045623                      13                     0                         0                         6                         0 + 7 part           19974256          99.999               1.028              0.00               95.67                     10.99                 788690             4095857               329468  257051  4      8    
r10_1bin_v3_2_r1_medaka  7                       7                        7                        7                        24075114                   24075114                    24075114                    24075114                    7          4765684         24075114      3985829           44.80   43.82             4045846  4765684  2845571  4765684  3    1     5    1     34               1                       4045846                      13                     0                         0                         6                         0 + 7 part           19976701          99.999               1.028              0.00               98.93                     17.21                 788738             4097914               329482  257068  4      8    
