Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
MP_helen_r10_bins_1	7	7	7	7	24069494	24069494	24069494	24069494	7	4765299	24069494	1805517	44.80	52.72	4045615	4765299	2845363	4765299	3	1	5	1	73	1	1945220	15	0	0	6	0 + 7 part	22080129	99.858	1.104	0.00	265.71	15.48	177202	1983285	88181	35033	8	17
MP_helen_r10_bins_2	7	7	7	7	24072731	24072731	24072731	24072731	7	4765370	24072731	1805517	44.81	52.72	4045634	4765370	2845435	4765370	3	1	5	1	75	1	1948337	11	0	0	6	0 + 7 part	22078732	99.943	1.105	0.00	265.48	10.53	177187	1988168	69796	35503	8	18
MP_helen_r10_bins_3	7	7	7	7	24070272	24070272	24070272	24070272	7	4765301	24070272	1805517	44.80	52.72	4045636	4765301	2845364	4765301	3	1	5	1	73	1	1946027	13	0	0	6	0 + 7 part	22079777	99.933	1.103	0.00	264.34	10.98	177204	1984361	89777	35032	8	17
MP_r10_bins_1	7	7	7	7	24075146	24075146	24075146	24075146	7	4765922	24075146	1805517	44.80	52.72	4045594	4765922	2845421	4765922	3	1	5	1	74	1	1947386	11	0	0	6	0 + 7 part	22081965	99.943	1.105	0.00	270.58	12.08	177203	1987156	89793	35033	8	17
MP_r10_bins_2	7	7	7	7	24075931	24075931	24075931	24075931	7	4765391	24075931	1805517	44.80	52.72	4045608	4765391	2845426	4765391	3	1	5	1	74	1	1948618	12	0	0	6	0 + 7 part	22080516	99.936	1.106	0.00	270.71	12.03	177190	1989581	81538	35504	8	17
MP_r10_bins_3	7	7	7	7	24075224	24075224	24075224	24075224	7	4765920	24075224	1805517	44.80	52.72	4045601	4765920	2845426	4765920	3	1	5	1	74	1	1947377	12	0	0	6	0 + 7 part	22083138	99.936	1.104	0.00	266.55	11.47	177205	1988339	89790	35502	8	16
r1_medaka_r10_bins_1	7	7	7	7	24072592	24072592	24072592	24072592	7	4765362	24072592	1805517	44.80	52.72	4045589	4765362	2845430	4765362	3	1	5	1	76	1	1946006	24	0	0	6	0 + 7 part	22084343	99.878	1.103	0.00	312.79	15.86	173024	1982321	79491	35032	8	18
r1_medaka_r10_bins_2	7	7	7	7	24074864	24074864	24074864	24074864	7	4765395	24074864	1805517	44.80	52.72	4045607	4765395	2845432	4765395	3	1	5	1	74	1	1948295	25	0	0	6	0 + 7 part	22083386	99.934	1.104	0.00	303.09	15.08	177182	1987996	81506	35503	8	17
r1_medaka_r10_bins_3	7	7	7	7	24072788	24072788	24072788	24072788	7	4765360	24072788	1805517	44.80	52.72	4045601	4765360	2845434	4765360	3	1	5	1	75	1	1946186	23	0	0	6	0 + 7 part	22085230	99.874	1.102	0.00	310.92	17.08	173019	1981732	79491	35023	8	18
r2_medaka_r10_bins_1	7	7	7	7	24064948	24064948	24064948	24064948	7	4765364	24064948	1805517	44.80	52.72	4045589	4765364	2845429	4765364	3	1	5	1	74	1	1938810	35	0	0	6	0 + 7 part	22085893	99.910	1.097	0.00	284.20	12.25	177196	1973131	89836	35032	8	17
r2_medaka_r10_bins_2	7	7	7	7	24068153	24068153	24068153	24068153	7	4765350	24068153	1805517	44.80	52.72	4045605	4765350	2845433	4765350	3	1	5	1	77	1	1942023	26	0	0	6	0 + 7 part	22082005	99.928	1.101	0.00	280.93	9.70	177182	1980171	81468	35142	8	17
r2_medaka_r10_bins_3	7	7	7	7	24065807	24065807	24065807	24065807	7	4765359	24065807	1805517	44.80	52.72	4045604	4765359	2845432	4765359	3	1	5	1	75	1	1939676	33	0	0	6	0 + 7 part	22087193	99.925	1.097	0.00	290.42	13.97	172902	1972750	89788	35032	8	17
racon_r1_r10_bins_1	7	7	7	7	24059729	24059729	24059729	24059729	7	4764643	24059729	1805517	44.79	52.72	4045233	4764643	2845290	4764643	3	1	5	1	80	1	1934396	49	0	0	6	0 + 7 part	22078949	99.870	1.099	0.00	268.50	56.13	172875	1974972	68570	34819	9	18
racon_r1_r10_bins_2	7	7	7	7	24064644	24064644	24064644	24064644	7	4764770	24064644	1805517	44.79	52.72	4045287	4764770	2845293	4764770	3	1	5	1	75	1	1939137	42	0	0	6	0 + 7 part	22079453	99.908	1.101	0.00	274.50	55.39	176962	1979367	81452	35486	8	17
racon_r1_r10_bins_3	7	7	7	7	24059333	24059333	24059333	24059333	7	4764652	24059333	1805517	44.79	52.72	4045256	4764652	2845290	4764652	3	1	5	1	79	1	1934016	47	0	0	6	0 + 7 part	22078582	99.862	1.099	0.00	273.74	53.92	153223	1975653	68555	34819	9	18
racon_r2_r10_bins_1	7	7	7	7	24055079	24055079	24055079	24055079	7	4764716	24055079	1805517	44.79	52.72	4045364	4764716	2845315	4764716	3	1	5	1	75	1	1929499	36	0	0	6	0 + 7 part	22079068	99.891	1.096	0.00	268.39	52.18	176468	1970239	89682	35019	8	17
racon_r2_r10_bins_2	7	7	7	7	24060632	24060632	24060632	24060632	7	4764723	24060632	1805517	44.79	52.72	4045333	4764723	2845310	4764723	3	1	5	1	79	1	1935082	30	0	0	6	0 + 7 part	22078605	99.890	1.099	0.00	268.95	53.62	177027	1976244	81428	35089	8	17
racon_r2_r10_bins_3	7	7	7	7	24052503	24052503	24052503	24052503	7	4764656	24052503	1805517	44.79	52.72	4045318	4764656	2845306	4764656	3	1	5	1	76	1	1927070	41	0	0	6	0 + 7 part	22080353	99.894	1.094	0.00	265.33	52.18	172807	1966349	81594	35004	8	17
raw_r10_bins_1	7	7	7	7	24060236	24060236	24060236	24060236	7	4763471	24060236	1805517	44.77	52.72	4042946	4763471	2843359	4763471	3	1	5	1	75	1	1945410	29	0	0	6	0 + 7 part	22106450	99.861	1.084	0.00	365.15	352.17	177003	1950365	69730	34946	8	18
raw_r10_bins_2	7	7	7	7	24062591	24062591	24062591	24062591	7	4763493	24062591	1805517	44.77	52.72	4043032	4763493	2843856	4763493	3	1	5	1	75	1	1947409	28	0	0	6	0 + 7 part	22109695	99.877	1.083	0.00	362.10	349.51	176965	1947273	69751	35172	8	18
