Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v2_1_MP	8	8	8	8	30867141	30867141	30867141	30867141	8	6792277	30867141	6728151	49.50	66.21	4758918	6792277	2992095	6792277	3	1	5	1	8	1	6792277	11	0	0	7	0 + 8 part	24047491	99.894	1.015	0.00	58.82	5.71	1547073	6816295	1274873	1070200	3	4
r10_1bin_v2_1_MP_helen	8	8	8	8	30861676	30861676	30861676	30861676	8	6792242	30861676	6728151	49.51	66.21	4757927	6792242	2992079	6792242	3	1	5	1	6	1	6792242	11	0	0	7	0 + 8 part	24042567	99.894	1.015	0.03	55.89	3.42	2052317	6815761	1371005	1070195	2	4
r10_1bin_v2_1_r1_medaka	8	8	8	8	30864248	30864248	30864248	30864248	8	6792250	30864248	6728151	49.50	66.21	4758579	6792250	2992073	6792250	3	1	5	1	6	1	6792250	11	0	0	7	0 + 8 part	24044473	99.894	1.015	0.00	56.56	3.63	2052330	6816437	1371012	1070190	2	4
r10_1bin_v2_1_r2_medaka	8	8	8	8	30856517	30856517	30856517	30856517	8	6792256	30856517	6728151	49.50	66.21	4758111	6792256	2992075	6792256	3	1	5	1	6	1	6792256	11	0	0	7	0 + 8 part	24037035	99.894	1.015	0.00	56.11	3.60	2052330	6816144	1371015	1070191	2	4
r10_1bin_v2_1_racon_r1	8	8	8	8	30851576	30851576	30851576	30851576	8	6791584	30851576	6728151	49.49	66.21	4757861	6791584	2991950	6791584	3	1	5	1	6	1	6791584	11	0	0	7	0 + 8 part	24032647	99.895	1.015	0.00	58.50	15.01	2052131	6815597	1370872	1070104	2	4
r10_1bin_v2_1_racon_r2	8	8	8	8	30847638	30847638	30847638	30847638	8	6791674	30847638	6728151	49.49	66.21	4757873	6791674	2991981	6791674	3	1	5	1	6	1	6791674	11	0	0	7	0 + 8 part	24029047	99.894	1.015	0.00	58.00	14.55	2052157	6815253	1370891	1070112	2	4
r10_1bin_v2_1_raw	8	8	8	8	30847730	30847730	30847730	30847730	8	6787707	30847730	6728151	49.48	66.21	4755626	6787707	2990263	6787707	3	1	5	1	10	1	6787707	28	0	0	7	0 + 8 part	24076224	99.867	1.008	0.00	64.98	97.23	1826402	6766711	940304	569562	3	5
r10_1bin_v2_2_MP	8	8	8	8	30866597	30866597	30866597	30866597	8	6792192	30866597	6728151	49.50	66.21	4758939	6792192	2992085	6792192	3	1	5	1	8	1	6792192	11	0	0	7	0 + 8 part	24047907	99.894	1.015	0.00	58.12	5.86	1643838	6814938	1274471	1070337	3	4
r10_1bin_v2_2_MP_helen	8	8	8	8	30861823	30861823	30861823	30861823	8	6792152	30861823	6728151	49.51	66.21	4757856	6792152	2992067	6792152	3	1	5	1	6	1	6792152	11	0	0	7	0 + 8 part	24043630	99.894	1.014	0.00	55.45	5.45	1643817	6814441	1274462	1070325	3	4
r10_1bin_v2_2_r1_medaka	8	8	8	8	30864057	30864057	30864057	30864057	8	6792241	30864057	6728151	49.50	66.21	4758583	6792241	2992071	6792241	3	1	5	1	6	1	6792241	11	0	0	7	0 + 8 part	24045104	99.894	1.015	0.00	55.72	3.60	1643844	6815201	1274466	1070333	3	4
