S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226428	2999	sa_ill_sa_contig1	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226429	227758	sa_ill_sa_contig48	contig_100	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326406	227759	sa_ill_sa_contig11	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326407	333493	sa_ill_sa_contig36	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355290	333494	sa_ill_sa_contig30	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355291	356002	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370209	356003	sa_ill_sa_contig34	contig_100	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370362	403344	sa_ill_sa_contig26	contig_100	99.85		True
local misassembly [fragmentation of reference genome]
2	925	403549	404465	sa_ill_sa_contig51	contig_100	97.95		True
translocation
198	3323	405019	408144	sa_ill_sa_contig41	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408566	410169	sa_ill_sa_contig8	contig_100	99.71		True
translocation
1	28120	410170	438298	sa_ill_sa_contig28	contig_100	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438303	478041	sa_ill_sa_contig21	contig_100	99.92		True
local misassembly [fragmentation of reference genome]
98092	98471	478420	478042	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478421	540883	sa_ill_sa_contig14	contig_100	99.67		True
local misassembly
62396	62502	540933	541039	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541040	544161	sa_ill_sa_contig41	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544579	546182	sa_ill_sa_contig8	contig_100	99.53		True
translocation
19	34443	580620	546183	sa_ill_sa_contig24	contig_100	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619415	580621	sa_ill_sa_contig22	contig_100	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619416	619948	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654328	619949	sa_ill_sa_contig25	contig_100	99.89		True
translocation
203	3323	654493	657613	sa_ill_sa_contig41	contig_100	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657985	790009	sa_ill_sa_contig8	contig_100	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790351	939846	sa_ill_sa_contig5	contig_100	99.59		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939892	970793	sa_ill_sa_contig27	contig_100	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970794	971600	sa_ill_sa_contig53	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974641	971719	sa_ill_sa_contig43	contig_100	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988342	974642	sa_ill_sa_contig35	contig_100	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989074	1114798	sa_ill_sa_contig10	contig_100	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114799	1115463	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117066	1116583	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137896	1117067	sa_ill_sa_contig32	contig_100	99.92		True
translocation
