S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226428	2999	sa_ill_sa_contig1	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226429	227758	sa_ill_sa_contig48	contig_103	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326406	227759	sa_ill_sa_contig11	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326407	333493	sa_ill_sa_contig36	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355290	333494	sa_ill_sa_contig30	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355291	356002	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370209	356003	sa_ill_sa_contig34	contig_103	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370362	403344	sa_ill_sa_contig26	contig_103	99.85		True
local misassembly [fragmentation of reference genome]
2	925	403549	404465	sa_ill_sa_contig51	contig_103	97.95		True
translocation
198	3323	405019	408143	sa_ill_sa_contig41	contig_103	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408565	410167	sa_ill_sa_contig8	contig_103	99.76		True
translocation
1	28120	410168	438294	sa_ill_sa_contig28	contig_103	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438299	478036	sa_ill_sa_contig21	contig_103	99.93		True
local misassembly [fragmentation of reference genome]
98092	98471	478415	478037	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478416	540878	sa_ill_sa_contig14	contig_103	99.67		True
local misassembly
62396	62502	540928	541034	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541035	544155	sa_ill_sa_contig41	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544573	546174	sa_ill_sa_contig8	contig_103	99.53		True
translocation
19	34443	580605	546175	sa_ill_sa_contig24	contig_103	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619401	580606	sa_ill_sa_contig22	contig_103	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619402	619934	sa_ill_sa_contig63	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
