S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226497	3001	sa_ill_sa_contig1	contig_100	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226498	227827	sa_ill_sa_contig48	contig_100	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326495	227828	sa_ill_sa_contig11	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326496	333583	sa_ill_sa_contig36	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355385	333584	sa_ill_sa_contig30	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355386	356096	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370311	356097	sa_ill_sa_contig34	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370465	403462	sa_ill_sa_contig26	contig_100	99.79		True
local misassembly [fragmentation of reference genome]
2	925	403667	404584	sa_ill_sa_contig51	contig_100	97.74		True
translocation
198	3323	405139	408270	sa_ill_sa_contig41	contig_100	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408694	410299	sa_ill_sa_contig8	contig_100	99.59		True
translocation
1	28120	410300	438436	sa_ill_sa_contig28	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438441	478193	sa_ill_sa_contig21	contig_100	99.85		True
local misassembly [fragmentation of reference genome]
98092	98471	478572	478194	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478573	541055	sa_ill_sa_contig14	contig_100	99.61		True
local misassembly
62396	62502	541105	541211	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541212	544335	sa_ill_sa_contig41	contig_100	99.68		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544754	546355	sa_ill_sa_contig8	contig_100	99.36		True
translocation
19	34443	580798	546356	sa_ill_sa_contig24	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619602	580799	sa_ill_sa_contig22	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619603	620135	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654527	620136	sa_ill_sa_contig25	contig_100	99.83		True
translocation
203	3323	654692	657818	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658192	790240	sa_ill_sa_contig8	contig_100	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790582	940100	sa_ill_sa_contig5	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	940146	971055	sa_ill_sa_contig27	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	971056	971863	sa_ill_sa_contig53	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974905	971982	sa_ill_sa_contig43	contig_100	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988610	974906	sa_ill_sa_contig35	contig_100	99.8		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989342	1115107	sa_ill_sa_contig10	contig_100	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1115108	1115772	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117376	1116893	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1138207	1117377	sa_ill_sa_contig32	contig_100	99.86		True
translocation
