S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226449	3000	sa_ill_sa_contig1	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226450	227779	sa_ill_sa_contig48	contig_100	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326420	227780	sa_ill_sa_contig11	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326421	333508	sa_ill_sa_contig36	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355313	333509	sa_ill_sa_contig30	contig_100	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355314	356025	sa_ill_sa_contig55	contig_100	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370239	356026	sa_ill_sa_contig34	contig_100	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370393	403380	sa_ill_sa_contig26	contig_100	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403585	404504	sa_ill_sa_contig51	contig_100	97.95		True
translocation
198	3323	405057	408183	sa_ill_sa_contig41	contig_100	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408605	410208	sa_ill_sa_contig8	contig_100	99.53		True
translocation
1	28120	410209	438334	sa_ill_sa_contig28	contig_100	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438339	478088	sa_ill_sa_contig21	contig_100	99.9		True
local misassembly [fragmentation of reference genome]
98092	98471	478467	478089	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478468	540929	sa_ill_sa_contig14	contig_100	99.6		True
local misassembly
62396	62502	540979	541085	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	541086	544203	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544621	546216	sa_ill_sa_contig8	contig_100	99.24		True
translocation
19	34443	580661	546217	sa_ill_sa_contig24	contig_100	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619440	580662	sa_ill_sa_contig22	contig_100	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619441	619973	sa_ill_sa_contig63	contig_100	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654356	619974	sa_ill_sa_contig25	contig_100	99.82		True
translocation
203	3323	654521	657638	sa_ill_sa_contig41	contig_100	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658010	790050	sa_ill_sa_contig8	contig_100	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790392	939908	sa_ill_sa_contig5	contig_100	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939954	970861	sa_ill_sa_contig27	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970862	971668	sa_ill_sa_contig53	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974708	971787	sa_ill_sa_contig43	contig_100	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988415	974709	sa_ill_sa_contig35	contig_100	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989147	1114870	sa_ill_sa_contig10	contig_100	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114871	1115535	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117138	1116655	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137985	1117139	sa_ill_sa_contig32	contig_100	99.81		True
translocation
