S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_95	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_95	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_95	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226449	3000	sa_ill_sa_contig1	contig_95	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226450	227779	sa_ill_sa_contig48	contig_95	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326420	227780	sa_ill_sa_contig11	contig_95	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326421	333508	sa_ill_sa_contig36	contig_95	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355313	333509	sa_ill_sa_contig30	contig_95	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355314	356025	sa_ill_sa_contig55	contig_95	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370239	356026	sa_ill_sa_contig34	contig_95	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370393	403380	sa_ill_sa_contig26	contig_95	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403585	404504	sa_ill_sa_contig51	contig_95	97.95		True
translocation
198	3323	405057	408183	sa_ill_sa_contig41	contig_95	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408605	410208	sa_ill_sa_contig8	contig_95	99.53		True
translocation
1	28120	410209	438334	sa_ill_sa_contig28	contig_95	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438339	478088	sa_ill_sa_contig21	contig_95	99.9		True
local misassembly [fragmentation of reference genome]
98092	98471	478467	478089	sa_ill_sa_contig11	contig_95	97.97		True
translocation
1	62604	478468	540929	sa_ill_sa_contig14	contig_95	99.6		True
local misassembly
62396	62502	540979	541085	sa_ill_sa_contig14	contig_95	98.6		True
translocation
203	3323	541086	544203	sa_ill_sa_contig41	contig_95	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544621	546216	sa_ill_sa_contig8	contig_95	99.24		True
translocation
19	34443	580661	546217	sa_ill_sa_contig24	contig_95	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619440	580662	sa_ill_sa_contig22	contig_95	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619441	619973	sa_ill_sa_contig63	contig_95	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654356	619974	sa_ill_sa_contig25	contig_95	99.82		True
translocation
203	3323	654521	657638	sa_ill_sa_contig41	contig_95	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	658010	790050	sa_ill_sa_contig8	contig_95	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790392	939908	sa_ill_sa_contig5	contig_95	99.54		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939954	970861	sa_ill_sa_contig27	contig_95	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970862	971668	sa_ill_sa_contig53	contig_95	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974710	971787	sa_ill_sa_contig43	contig_95	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988416	974711	sa_ill_sa_contig35	contig_95	99.77		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989148	1114877	sa_ill_sa_contig10	contig_95	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114878	1115542	sa_ill_sa_contig60	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117145	1116662	sa_ill_sa_contig65	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137992	1117146	sa_ill_sa_contig32	contig_95	99.81		True
translocation
1	130429	1268383	1137993	sa_ill_sa_contig9	contig_95	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268384	1272968	sa_ill_sa_contig40	contig_95	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272969	1278293	sa_ill_sa_contig38	contig_95	99.87		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282878	1278294	sa_ill_sa_contig40	contig_95	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1309064	1282879	sa_ill_sa_contig29	contig_95	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309430	1310286	sa_ill_sa_contig54	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312489	1310816	sa_ill_sa_contig46	contig_95	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312490	1356022	sa_ill_sa_contig18	contig_95	99.37		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356555	1356023	sa_ill_sa_contig63	contig_95	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356556	1499486	sa_ill_sa_contig6	contig_95	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499640	1520692	sa_ill_sa_contig31	contig_95	99.88		True
translocation
98057	98213	1520693	1520849	sa_ill_sa_contig11	contig_95	98.58		True
local misassembly
98340	98561	1520850	1521071	sa_ill_sa_contig11	contig_95	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547683	1521072	sa_ill_sa_contig12	contig_95	99.28		True
local misassembly
46	44268	1591926	1547684	sa_ill_sa_contig12	contig_95	99.66		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591927	1642651	sa_ill_sa_contig17	contig_95	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642652	1647648	sa_ill_sa_contig39	contig_95	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647649	1662023	sa_ill_sa_contig33	contig_95	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662735	1662024	sa_ill_sa_contig55	contig_95	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669426	1662736	sa_ill_sa_contig37	contig_95	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669452	1672292	sa_ill_sa_contig44	contig_95	99.58		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1673866	1672293	sa_ill_sa_contig47	contig_95	99.75		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714992	1673893	sa_ill_sa_contig20	contig_95	99.85		True
translocation
1	1649	1716642	1714993	sa_ill_sa_contig8	contig_95	99.65		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1720153	1717030	sa_ill_sa_contig41	contig_95	99.68		True
translocation
38161	38352	1720436	1720246	sa_ill_sa_contig23	contig_95	95.31		True
local misassembly
38187	38352	1720689	1720524	sa_ill_sa_contig23	contig_95	98.8		True
local misassembly
1	38352	1759152	1720782	sa_ill_sa_contig23	contig_95	99.85		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759545	1759293	sa_ill_sa_contig51	contig_95	94.07		True
translocation
1	1703	1761240	1759559	sa_ill_sa_contig8	contig_95	95.92		True
