S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_95	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_95	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2998	2515	sa_ill_sa_contig65	contig_95	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226428	2999	sa_ill_sa_contig1	contig_95	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226429	227758	sa_ill_sa_contig48	contig_95	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326406	227759	sa_ill_sa_contig11	contig_95	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326407	333493	sa_ill_sa_contig36	contig_95	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355290	333494	sa_ill_sa_contig30	contig_95	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355291	356002	sa_ill_sa_contig55	contig_95	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370209	356003	sa_ill_sa_contig34	contig_95	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370362	403344	sa_ill_sa_contig26	contig_95	99.85		True
local misassembly [fragmentation of reference genome]
2	925	403549	404465	sa_ill_sa_contig51	contig_95	97.95		True
translocation
198	3323	405019	408144	sa_ill_sa_contig41	contig_95	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408566	410169	sa_ill_sa_contig8	contig_95	99.65		True
translocation
1	28120	410170	438298	sa_ill_sa_contig28	contig_95	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438303	478041	sa_ill_sa_contig21	contig_95	99.92		True
local misassembly [fragmentation of reference genome]
98092	98471	478420	478042	sa_ill_sa_contig11	contig_95	97.97		True
translocation
1	62604	478421	540883	sa_ill_sa_contig14	contig_95	99.67		True
local misassembly
62396	62502	540933	541039	sa_ill_sa_contig14	contig_95	98.6		True
translocation
203	3323	541040	544160	sa_ill_sa_contig41	contig_95	99.87		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544578	546181	sa_ill_sa_contig8	contig_95	99.53		True
translocation
19	34443	580615	546182	sa_ill_sa_contig24	contig_95	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619410	580616	sa_ill_sa_contig22	contig_95	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619411	619943	sa_ill_sa_contig63	contig_95	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	654321	619944	sa_ill_sa_contig25	contig_95	99.88		True
translocation
203	3323	654486	657606	sa_ill_sa_contig41	contig_95	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657978	789994	sa_ill_sa_contig8	contig_95	99.89		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	790336	939832	sa_ill_sa_contig5	contig_95	99.58		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939878	970778	sa_ill_sa_contig27	contig_95	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970779	971585	sa_ill_sa_contig53	contig_95	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974624	971704	sa_ill_sa_contig43	contig_95	99.7		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	988324	974625	sa_ill_sa_contig35	contig_95	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	989056	1114782	sa_ill_sa_contig10	contig_95	99.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114783	1115447	sa_ill_sa_contig60	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1117051	1116568	sa_ill_sa_contig65	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137881	1117052	sa_ill_sa_contig32	contig_95	99.93		True
translocation
1	130429	1268267	1137882	sa_ill_sa_contig9	contig_95	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1268268	1272850	sa_ill_sa_contig40	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272851	1278170	sa_ill_sa_contig38	contig_95	99.77		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282752	1278171	sa_ill_sa_contig40	contig_95	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308938	1282753	sa_ill_sa_contig29	contig_95	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1309304	1310160	sa_ill_sa_contig54	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1312363	1310690	sa_ill_sa_contig46	contig_95	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1312364	1355878	sa_ill_sa_contig18	contig_95	99.43		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1356411	1355879	sa_ill_sa_contig63	contig_95	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1356412	1499335	sa_ill_sa_contig6	contig_95	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1499489	1520535	sa_ill_sa_contig31	contig_95	99.92		True
translocation
98057	98213	1520536	1520692	sa_ill_sa_contig11	contig_95	98.58		True
local misassembly
98340	98561	1520693	1520914	sa_ill_sa_contig11	contig_95	98.02		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1547529	1520915	sa_ill_sa_contig12	contig_95	99.33		True
local misassembly
46	44268	1591761	1547530	sa_ill_sa_contig12	contig_95	99.71		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1591762	1642488	sa_ill_sa_contig17	contig_95	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1642489	1647483	sa_ill_sa_contig39	contig_95	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1647484	1661851	sa_ill_sa_contig33	contig_95	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1662562	1661852	sa_ill_sa_contig55	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1669256	1662563	sa_ill_sa_contig37	contig_95	99.79		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1669282	1672121	sa_ill_sa_contig44	contig_95	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1673698	1672122	sa_ill_sa_contig47	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1714804	1673724	sa_ill_sa_contig20	contig_95	99.88		True
translocation
1	1649	1716452	1714805	sa_ill_sa_contig8	contig_95	99.77		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719962	1716840	sa_ill_sa_contig41	contig_95	99.71		True
translocation
38161	38352	1720245	1720055	sa_ill_sa_contig23	contig_95	95.31		True
local misassembly
38187	38352	1720498	1720333	sa_ill_sa_contig23	contig_95	98.8		True
local misassembly
1	38352	1758963	1720591	sa_ill_sa_contig23	contig_95	99.89		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1759358	1759106	sa_ill_sa_contig51	contig_95	94.07		True
translocation
1	1703	1761073	1759372	sa_ill_sa_contig8	contig_95	99.82		True
