S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226449	3000	sa_ill_sa_contig1	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226450	227779	sa_ill_sa_contig48	contig_103	99.79		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326420	227780	sa_ill_sa_contig11	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326421	333508	sa_ill_sa_contig36	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355313	333509	sa_ill_sa_contig30	contig_103	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355314	356025	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370239	356026	sa_ill_sa_contig34	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370393	403380	sa_ill_sa_contig26	contig_103	99.83		True
local misassembly [fragmentation of reference genome]
2	925	403585	404504	sa_ill_sa_contig51	contig_103	97.95		True
translocation
198	3323	405057	408182	sa_ill_sa_contig41	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408604	410202	sa_ill_sa_contig8	contig_103	99.24		True
translocation
1	28120	410203	438328	sa_ill_sa_contig28	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438333	478082	sa_ill_sa_contig21	contig_103	99.9		True
local misassembly [fragmentation of reference genome]
98092	98471	478461	478083	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478462	540923	sa_ill_sa_contig14	contig_103	99.6		True
local misassembly
62396	62502	540973	541079	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541080	544197	sa_ill_sa_contig41	contig_103	99.65		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544615	546210	sa_ill_sa_contig8	contig_103	99.24		True
translocation
19	34443	580655	546211	sa_ill_sa_contig24	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619434	580656	sa_ill_sa_contig22	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619435	619967	sa_ill_sa_contig63	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
