S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2996	2513	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226522	2997	sa_ill_sa_contig1	contig_103	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226523	227853	sa_ill_sa_contig48	contig_103	99.65		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326511	227854	sa_ill_sa_contig11	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326512	333600	sa_ill_sa_contig36	contig_103	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355397	333601	sa_ill_sa_contig30	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355398	356108	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370323	356109	sa_ill_sa_contig34	contig_103	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370477	403473	sa_ill_sa_contig26	contig_103	99.81		True
local misassembly [fragmentation of reference genome]
2	925	403678	404595	sa_ill_sa_contig51	contig_103	98.06		True
translocation
198	3323	405150	408286	sa_ill_sa_contig41	contig_103	99.49		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408708	410309	sa_ill_sa_contig8	contig_103	99.59		True
translocation
1	28120	410310	438435	sa_ill_sa_contig28	contig_103	99.86		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438440	478182	sa_ill_sa_contig21	contig_103	99.84		True
local misassembly [fragmentation of reference genome]
98092	98471	478561	478183	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478562	541042	sa_ill_sa_contig14	contig_103	99.6		True
local misassembly
62396	62502	541092	541198	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541199	544318	sa_ill_sa_contig41	contig_103	99.74		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544737	546336	sa_ill_sa_contig8	contig_103	99.3		True
translocation
19	34443	580777	546337	sa_ill_sa_contig24	contig_103	99.88		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619577	580778	sa_ill_sa_contig22	contig_103	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619578	620110	sa_ill_sa_contig63	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
