S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_95	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_95	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_95	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226283	3000	sa_ill_sa_contig1	contig_95	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226284	227611	sa_ill_sa_contig48	contig_95	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326189	227612	sa_ill_sa_contig11	contig_95	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326190	333270	sa_ill_sa_contig36	contig_95	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355055	333271	sa_ill_sa_contig30	contig_95	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355056	355766	sa_ill_sa_contig55	contig_95	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369976	355767	sa_ill_sa_contig34	contig_95	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370129	403095	sa_ill_sa_contig26	contig_95	99.97		True
local misassembly [fragmentation of reference genome]
2	925	403300	404213	sa_ill_sa_contig51	contig_95	98.49		True
translocation
198	3323	404766	407891	sa_ill_sa_contig41	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408313	409918	sa_ill_sa_contig8	contig_95	99.65		True
translocation
1	28120	409919	438027	sa_ill_sa_contig28	contig_95	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438032	477761	sa_ill_sa_contig21	contig_95	99.97		True
local misassembly [fragmentation of reference genome]
98092	98471	478140	477762	sa_ill_sa_contig11	contig_95	97.97		True
translocation
1	62604	478141	540563	sa_ill_sa_contig14	contig_95	99.7		True
local misassembly
62396	62502	540613	540719	sa_ill_sa_contig14	contig_95	98.6		True
translocation
203	3323	540720	543836	sa_ill_sa_contig41	contig_95	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544255	545853	sa_ill_sa_contig8	contig_95	99.41		True
translocation
19	34443	580276	545854	sa_ill_sa_contig24	contig_95	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619038	580277	sa_ill_sa_contig22	contig_95	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619039	619571	sa_ill_sa_contig63	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653931	619572	sa_ill_sa_contig25	contig_95	99.95		True
translocation
203	3323	654096	657210	sa_ill_sa_contig41	contig_95	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657583	789542	sa_ill_sa_contig8	contig_95	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789884	939308	sa_ill_sa_contig5	contig_95	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939354	970242	sa_ill_sa_contig27	contig_95	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970243	971048	sa_ill_sa_contig53	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974089	971167	sa_ill_sa_contig43	contig_95	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987781	974090	sa_ill_sa_contig35	contig_95	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988513	1114174	sa_ill_sa_contig10	contig_95	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114175	1114839	sa_ill_sa_contig60	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116441	1115958	sa_ill_sa_contig65	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137265	1116442	sa_ill_sa_contig32	contig_95	99.97		True
translocation
1	130429	1267583	1137266	sa_ill_sa_contig9	contig_95	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	4636	1267584	1272164	sa_ill_sa_contig40	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	5318	1272165	1277483	sa_ill_sa_contig38	contig_95	99.98		True
fake: not a misassembly [fragmentation of reference genome]
56	4636	1282064	1277484	sa_ill_sa_contig40	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26180	1308239	1282065	sa_ill_sa_contig29	contig_95	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	857	1308605	1309461	sa_ill_sa_contig54	contig_95	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	1727	1311662	1309991	sa_ill_sa_contig46	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	43683	1311663	1355158	sa_ill_sa_contig18	contig_95	99.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	1355691	1355159	sa_ill_sa_contig63	contig_95	99.22		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	142808	1355692	1498526	sa_ill_sa_contig6	contig_95	99.91		True
fake: not a misassembly [fragmentation of reference genome]
1	21042	1498680	1519716	sa_ill_sa_contig31	contig_95	99.96		True
translocation
98057	98213	1519717	1519873	sa_ill_sa_contig11	contig_95	98.58		True
local misassembly
98340	98561	1519874	1520095	sa_ill_sa_contig11	contig_95	98.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
43758	70357	1546686	1520096	sa_ill_sa_contig12	contig_95	99.37		True
local misassembly
46	44268	1590897	1546687	sa_ill_sa_contig12	contig_95	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	50706	1590898	1641588	sa_ill_sa_contig17	contig_95	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5049	1641589	1646582	sa_ill_sa_contig39	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14362	1646583	1660947	sa_ill_sa_contig33	contig_95	99.9		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	1661658	1660948	sa_ill_sa_contig55	contig_95	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6686	1668343	1661659	sa_ill_sa_contig37	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	2840	1668369	1671208	sa_ill_sa_contig44	contig_95	99.61		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1576	1672783	1671209	sa_ill_sa_contig47	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	41074	1713877	1672809	sa_ill_sa_contig20	contig_95	99.95		True
translocation
1	1649	1715526	1713878	sa_ill_sa_contig8	contig_95	99.82		True
fake: not a misassembly [fragmentation of reference genome]
203	3323	1719034	1715914	sa_ill_sa_contig41	contig_95	99.81		True
translocation
38161	38352	1719317	1719127	sa_ill_sa_contig23	contig_95	95.31		True
local misassembly
38187	38352	1719570	1719405	sa_ill_sa_contig23	contig_95	98.8		True
local misassembly
1	38352	1758012	1719663	sa_ill_sa_contig23	contig_95	99.94		True
fake: not a misassembly [fragmentation of reference genome]
688	925	1758404	1758153	sa_ill_sa_contig51	contig_95	94.44		True
translocation
1	1703	1760082	1758418	sa_ill_sa_contig8	contig_95	96.2		True
