S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_100	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_100	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	2999	2516	sa_ill_sa_contig65	contig_100	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226283	3000	sa_ill_sa_contig1	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226284	227611	sa_ill_sa_contig48	contig_100	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326189	227612	sa_ill_sa_contig11	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326190	333270	sa_ill_sa_contig36	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355055	333271	sa_ill_sa_contig30	contig_100	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355056	355766	sa_ill_sa_contig55	contig_100	99.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	369976	355767	sa_ill_sa_contig34	contig_100	99.97		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370129	403095	sa_ill_sa_contig26	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
2	925	403300	404213	sa_ill_sa_contig51	contig_100	98.49		True
translocation
198	3323	404766	407891	sa_ill_sa_contig41	contig_100	99.94		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408313	409918	sa_ill_sa_contig8	contig_100	99.65		True
translocation
1	28120	409919	438027	sa_ill_sa_contig28	contig_100	99.95		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438032	477761	sa_ill_sa_contig21	contig_100	99.97		True
local misassembly [fragmentation of reference genome]
98092	98471	478140	477762	sa_ill_sa_contig11	contig_100	97.97		True
translocation
1	62604	478141	540563	sa_ill_sa_contig14	contig_100	99.7		True
local misassembly
62396	62502	540613	540719	sa_ill_sa_contig14	contig_100	98.6		True
translocation
203	3323	540720	543836	sa_ill_sa_contig41	contig_100	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544255	545853	sa_ill_sa_contig8	contig_100	99.41		True
translocation
19	34443	580276	545854	sa_ill_sa_contig24	contig_100	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619038	580277	sa_ill_sa_contig22	contig_100	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619039	619571	sa_ill_sa_contig63	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34367	653931	619572	sa_ill_sa_contig25	contig_100	99.95		True
translocation
203	3323	654096	657210	sa_ill_sa_contig41	contig_100	99.78		True
fake: not a misassembly [fragmentation of reference genome]
1	131983	657583	789541	sa_ill_sa_contig8	contig_100	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	149926	789883	939308	sa_ill_sa_contig5	contig_100	99.64		True
fake: not a misassembly [fragmentation of reference genome]
1	30897	939354	970242	sa_ill_sa_contig27	contig_100	99.95		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	861	970243	971048	sa_ill_sa_contig53	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	2978	974089	971167	sa_ill_sa_contig43	contig_100	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	13692	987781	974090	sa_ill_sa_contig35	contig_100	99.93		True
fake: not a misassembly [fragmentation of reference genome]
1	125486	988513	1114164	sa_ill_sa_contig10	contig_100	99.77		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	1114165	1114829	sa_ill_sa_contig60	contig_100	100.0		True
fake: not a misassembly [fragmentation of reference genome]
56	539	1116431	1115948	sa_ill_sa_contig65	contig_100	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
71	20896	1137255	1116432	sa_ill_sa_contig32	contig_100	99.97		True
translocation
