S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
124755	125486	2	733	sa_ill_sa_contig10	contig_103	93.31		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	720	734	1398	sa_ill_sa_contig60	contig_103	98.89		True
fake: not a misassembly [fragmentation of reference genome]
56	539	3000	2517	sa_ill_sa_contig65	contig_103	99.07		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	223346	226497	3001	sa_ill_sa_contig1	contig_103	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1384	226498	227827	sa_ill_sa_contig48	contig_103	99.72		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	98600	326495	227828	sa_ill_sa_contig11	contig_103	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	7137	326496	333583	sa_ill_sa_contig36	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	21790	355385	333584	sa_ill_sa_contig30	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	766	355386	356096	sa_ill_sa_contig55	contig_103	99.03		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	14210	370311	356097	sa_ill_sa_contig34	contig_103	99.85		True
fake: not a misassembly [fragmentation of reference genome]
1	32969	370465	403462	sa_ill_sa_contig26	contig_103	99.79		True
local misassembly [fragmentation of reference genome]
2	925	403667	404584	sa_ill_sa_contig51	contig_103	97.74		True
translocation
198	3323	405139	408270	sa_ill_sa_contig41	contig_103	99.62		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	408692	410294	sa_ill_sa_contig8	contig_103	99.76		True
translocation
1	28120	410295	438426	sa_ill_sa_contig28	contig_103	99.88		True
fake: not a misassembly [fragmentation of reference genome]
1	39729	438431	478189	sa_ill_sa_contig21	contig_103	99.85		True
local misassembly [fragmentation of reference genome]
98092	98471	478568	478190	sa_ill_sa_contig11	contig_103	97.97		True
translocation
1	62604	478569	541051	sa_ill_sa_contig14	contig_103	99.62		True
local misassembly
62396	62502	541101	541207	sa_ill_sa_contig14	contig_103	98.6		True
translocation
203	3323	541208	544327	sa_ill_sa_contig41	contig_103	99.71		True
fake: not a misassembly [fragmentation of reference genome]
1	1604	544746	546346	sa_ill_sa_contig8	contig_103	99.47		True
translocation
19	34443	580783	546347	sa_ill_sa_contig24	contig_103	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38786	619588	580784	sa_ill_sa_contig22	contig_103	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	588	619589	620120	sa_ill_sa_contig63	contig_103	99.69		True
indel: indel (> 5bp) [fragmentation of reference genome]
