S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	2207	3	2209	pa_ill_pa_contig55	contig_184	99.5		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	49953	2887	pa_ill_pa_contig35	contig_184	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	266935	50563	317478	pa_ill_pa_contig6	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	428684	317479	pa_ill_pa_contig20	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	434079	428685	pa_ill_pa_contig45	contig_184	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	434080	552762	pa_ill_pa_contig19	contig_184	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	552763	553254	pa_ill_pa_contig80	contig_184	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	554491	553255	pa_ill_pa_contig65	contig_184	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	555381	554492	pa_ill_pa_contig71	contig_184	98.73		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	702	555382	556028	pa_ill_pa_contig8	contig_184	99.05		True
translocation
1	23992	556029	580018	pa_ill_pa_contig40	contig_184	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	580019	581376	pa_ill_pa_contig62	contig_184	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	581377	638054	pa_ill_pa_contig30	contig_184	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	638055	638871	pa_ill_pa_contig73	contig_184	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	843724	638872	pa_ill_pa_contig12	contig_184	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	843725	845106	pa_ill_pa_contig61	contig_184	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	845107	951883	pa_ill_pa_contig21	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	953031	951884	pa_ill_pa_contig64	contig_184	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	34328	953032	987357	pa_ill_pa_contig15	contig_184	99.85		True
local misassembly
34236	173697	987358	1126884	pa_ill_pa_contig15	contig_184	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	690	1126885	1127519	pa_ill_pa_contig76	contig_184	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	1128662	1127635	pa_ill_pa_contig68	contig_184	99.81		True
fake: not a misassembly [fragmentation of reference genome]
1	592	1129420	1130011	pa_ill_pa_contig77	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	690	1130012	1130701	pa_ill_pa_contig76	contig_184	99.86		True
fake: not a misassembly [fragmentation of reference genome]
56	1028	1131789	1130817	pa_ill_pa_contig68	contig_184	99.51		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1661	1133395	1131790	pa_ill_pa_contig59	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1627	1133396	1135022	pa_ill_pa_contig58	contig_184	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	1135023	1139991	pa_ill_pa_contig46	contig_184	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	1139992	1141563	pa_ill_pa_contig58	contig_184	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	1141564	1144801	pa_ill_pa_contig50	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	1144802	1145545	pa_ill_pa_contig75	contig_184	99.12		True
fake: not a misassembly [fragmentation of reference genome]
1	6148	1152378	1146235	pa_ill_pa_contig43	contig_184	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	799	1152379	1153122	pa_ill_pa_contig75	contig_184	98.62		True
fake: not a misassembly [fragmentation of reference genome]
1	68331	1153812	1222131	pa_ill_pa_contig28	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	1222132	1223006	pa_ill_pa_contig69	contig_184	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	1253773	1223007	pa_ill_pa_contig38	contig_184	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
1235	3667	1256206	1253774	pa_ill_pa_contig48	contig_184	99.4		True
local misassembly
56	1079	1257385	1256362	pa_ill_pa_contig48	contig_184	99.54		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	1257386	1263971	pa_ill_pa_contig42	contig_184	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	1266922	1263972	pa_ill_pa_contig51	contig_184	99.09		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	1266923	1293715	pa_ill_pa_contig39	contig_184	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	1294208	1293716	pa_ill_pa_contig79	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	1552759	1294209	pa_ill_pa_contig8	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	1552760	1553592	pa_ill_pa_contig71	contig_184	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1553593	1554828	pa_ill_pa_contig65	contig_184	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1555320	1554829	pa_ill_pa_contig80	contig_184	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	1555321	1746644	pa_ill_pa_contig13	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
17	1142	1747770	1746645	pa_ill_pa_contig67	contig_184	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	86400	1747771	1834157	pa_ill_pa_contig25	contig_184	99.98		True
translocation
161	249467	1834158	2083439	pa_ill_pa_contig9	contig_184	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	2531	2086334	2083804	pa_ill_pa_contig53	contig_184	99.84		True
fake: not a misassembly [fragmentation of reference genome]
1	929	2087388	2086462	pa_ill_pa_contig72	contig_184	99.14		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	2087901	2087389	pa_ill_pa_contig78	contig_184	97.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	2087902	2091681	pa_ill_pa_contig47	contig_184	90.15		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	2092110	2091682	pa_ill_pa_contig84	contig_184	98.33		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	121067	2213170	2092111	pa_ill_pa_contig17	contig_184	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	56007	2213432	2269432	pa_ill_pa_contig32	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	2270580	2269433	pa_ill_pa_contig64	contig_184	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
247199	542364	2565716	2270581	pa_ill_pa_contig2	contig_184	99.98		True
local misassembly
1	247083	2812779	2565717	pa_ill_pa_contig2	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	484	2812780	2813208	pa_ill_pa_contig84	contig_184	98.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3774	2816982	2813209	pa_ill_pa_contig47	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	568	2816983	2817494	pa_ill_pa_contig78	contig_184	99.84		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	929	2817495	2818424	pa_ill_pa_contig72	contig_184	98.39		True
fake: not a misassembly [fragmentation of reference genome]
1	2549	2818552	2821099	pa_ill_pa_contig52	contig_184	99.96		True
fake: not a misassembly [fragmentation of reference genome]
1	404310	3225722	2821458	pa_ill_pa_contig4	contig_184	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	3225723	3227080	pa_ill_pa_contig62	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	122468	3227081	3349531	pa_ill_pa_contig16	contig_184	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	53273	3403221	3349946	pa_ill_pa_contig33	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	3403714	3403222	pa_ill_pa_contig79	contig_184	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
41341	76514	3438881	3403715	pa_ill_pa_contig26	contig_184	99.97		True
local misassembly
1	41228	3480104	3438882	pa_ill_pa_contig26	contig_184	99.96		True
translocation
56	770	3480813	3480105	pa_ill_pa_contig20	contig_184	90.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5507	3486262	3480814	pa_ill_pa_contig45	contig_184	99.78		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68413	3486263	3554669	pa_ill_pa_contig27	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	3560272	3554670	pa_ill_pa_contig44	contig_184	99.91		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	87995	3648257	3560273	pa_ill_pa_contig24	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	3648258	3649344	pa_ill_pa_contig67	contig_184	99.75		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	294591	3649345	3943904	pa_ill_pa_contig5	contig_184	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	3943905	3944721	pa_ill_pa_contig73	contig_184	99.89		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	35776	3944722	3980493	pa_ill_pa_contig37	contig_184	99.99		True
