S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1142	34	1175	pa_ill_pa_contig67	contig_167	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	192486	1176	pa_ill_pa_contig13	contig_167	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	192487	192978	pa_ill_pa_contig80	contig_167	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	194215	192979	pa_ill_pa_contig65	contig_167	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	195048	194216	pa_ill_pa_contig71	contig_167	99.26		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	195049	453598	pa_ill_pa_contig8	contig_167	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	453599	454091	pa_ill_pa_contig79	contig_167	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	480885	454092	pa_ill_pa_contig39	contig_167	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	480886	483839	pa_ill_pa_contig51	contig_167	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	490424	483840	pa_ill_pa_contig42	contig_167	99.74		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	490425	491448	pa_ill_pa_contig48	contig_167	99.54		True
local misassembly
1235	3667	491604	494036	pa_ill_pa_contig48	contig_167	99.4		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	494037	524801	pa_ill_pa_contig38	contig_167	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	525676	524802	pa_ill_pa_contig69	contig_167	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	593998	525677	pa_ill_pa_contig28	contig_167	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	595431	594688	pa_ill_pa_contig75	contig_167	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	595432	601576	pa_ill_pa_contig43	contig_167	99.93		True
fake: not a misassembly [fragmentation of reference genome]
56	799	603009	602266	pa_ill_pa_contig75	contig_167	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	606247	603010	pa_ill_pa_contig50	contig_167	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	607819	606248	pa_ill_pa_contig58	contig_167	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	612788	607820	pa_ill_pa_contig46	contig_167	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	614360	612789	pa_ill_pa_contig58	contig_167	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	614361	616020	pa_ill_pa_contig59	contig_167	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	616021	616993	pa_ill_pa_contig68	contig_167	99.51		True
fake: not a misassembly [fragmentation of reference genome]
1	690	617798	617109	pa_ill_pa_contig76	contig_167	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	592	618390	617799	pa_ill_pa_contig77	contig_167	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	619149	620176	pa_ill_pa_contig68	contig_167	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	690	620926	620292	pa_ill_pa_contig76	contig_167	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
34236	173697	760459	620927	pa_ill_pa_contig15	contig_167	99.92		True
local misassembly
1	34328	794784	760460	pa_ill_pa_contig15	contig_167	99.85		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	794785	795932	pa_ill_pa_contig64	contig_167	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	902719	795933	pa_ill_pa_contig21	contig_167	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	904100	902720	pa_ill_pa_contig61	contig_167	99.8		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	904101	1108955	pa_ill_pa_contig12	contig_167	99.92		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	1109772	1108956	pa_ill_pa_contig73	contig_167	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	1166449	1109773	pa_ill_pa_contig30	contig_167	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	1167807	1166450	pa_ill_pa_contig62	contig_167	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	23992	1191797	1167808	pa_ill_pa_contig40	contig_167	99.99		True
translocation
56	702	1192444	1191798	pa_ill_pa_contig8	contig_167	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	1192445	1193330	pa_ill_pa_contig71	contig_167	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1193331	1194568	pa_ill_pa_contig65	contig_167	99.6		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1195060	1194569	pa_ill_pa_contig80	contig_167	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	1313751	1195061	pa_ill_pa_contig19	contig_167	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	1313752	1319147	pa_ill_pa_contig45	contig_167	99.46		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	1319148	1430354	pa_ill_pa_contig20	contig_167	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	266935	1697273	1430355	pa_ill_pa_contig6	contig_167	99.98		True
fake: not a misassembly [fragmentation of reference genome]
1	47071	1697883	1744951	pa_ill_pa_contig35	contig_167	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	1747780	1745629	pa_ill_pa_contig55	contig_167	99.5		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	1747781	2595396	pa_ill_pa_contig1	contig_167	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2595397	2596483	pa_ill_pa_contig67	contig_167	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	2658197	2596484	pa_ill_pa_contig29	contig_167	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2663801	2658198	pa_ill_pa_contig44	contig_167	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38146	2701946	2663802	pa_ill_pa_contig36	contig_167	99.99		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	2702535	2706045	pa_ill_pa_contig49	contig_167	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	2707955	2706418	pa_ill_pa_contig60	contig_167	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	265097	2973487	2708406	pa_ill_pa_contig7	contig_167	99.98		True
local misassembly
1	77	2973943	2973867	pa_ill_pa_contig7	contig_167	98.7		True
local misassembly
1	123	2974285	2974163	pa_ill_pa_contig7	contig_167	99.19		True
fake: not a misassembly [fragmentation of reference genome]
