Assembly	r10_1bin_v3_1_MP	r10_1bin_v3_1_MP_helen	r10_1bin_v3_1_r1_medaka	r10_1bin_v3_1_r2_medaka	r10_1bin_v3_1_racon_r1	r10_1bin_v3_1_racon_r2	r10_1bin_v3_1_raw	r10_1bin_v3_2_MP	r10_1bin_v3_2_MP_helen	r10_1bin_v3_2_r1_medaka	r10_1bin_v3_2_r2_medaka	r10_1bin_v3_2_racon_r1	r10_1bin_v3_2_racon_r2	r10_1bin_v3_2_raw	r10_1bin_v3_3_MP	r10_1bin_v3_3_MP_helen	r10_1bin_v3_3_r1_medaka	r10_1bin_v3_3_r2_medaka	r10_1bin_v3_3_racon_r1	r10_1bin_v3_3_racon_r2	r10_1bin_v3_3_raw
# misassemblies	73	74	76	78	75	81	75	74	73	76	77	75	78	75	76	76	76	78	78	80	77
  # contig misassemblies	73	74	76	78	75	81	75	74	73	76	77	75	78	75	76	76	76	78	78	80	76
    # c. relocations	3	4	3	6	3	6	4	4	3	3	6	3	6	4	5	5	4	5	4	6	5
    # c. translocations	70	70	73	72	72	75	71	70	70	73	71	72	72	71	71	71	72	73	74	74	71
    # c. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
  # scaffold misassemblies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
    # s. relocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    # s. translocations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
    # s. inversions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Misassembled contigs length	1947311	1945172	1945343	1936940	1935218	1930341	1945501	1947346	1946452	1945713	1937018	1935181	1930119	1945498	1951039	1946515	1949116	1942386	1938651	1933401	1948659
# possibly misassembled contigs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
    # possible misassemblies	36	36	34	36	36	34	42	36	36	34	34	36	34	42	36	38	34	32	38	28	102
# local misassemblies	12	12	26	25	43	33	29	11	12	28	26	44	31	30	11	15	23	33	40	41	81
# scaffold gap ext. mis.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# scaffold gap loc. mis.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# misassemblies caused by fragmented reference	66	66	64	65	64	64	41	66	66	63	66	63	65	40	67	67	63	62	60	60	43
# unaligned mis. contigs	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
# mismatches	4873	4790	5460	5188	4976	4835	6700	4847	4833	5522	5105	4887	4897	6376	4803	4764	5677	5190	4907	4914	7560
# indels	202	198	288	249	1056	940	6374	221	222	437	429	1041	968	6290	238	331	456	409	1110	1006	6786
    # indels (<= 5 bp)	154	144	239	196	976	869	6272	172	169	388	376	968	901	6191	187	273	407	360	1031	922	6692
    # indels (> 5 bp)	48	54	49	53	80	71	102	49	53	49	53	73	67	99	51	58	49	49	79	84	94
Indels length	2684	2746	2786	3054	5146	4648	11319	2712	2773	2846	2963	5106	4511	11281	2775	3007	3011	2960	5596	5128	11631
