All statistics are based on contigs of size >= 5000 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly               # contigs (>= 5000 bp)  # contigs (>= 10000 bp)  # contigs (>= 25000 bp)  # contigs (>= 50000 bp)  Total length (>= 5000 bp)  Total length (>= 10000 bp)  Total length (>= 25000 bp)  Total length (>= 50000 bp)  # contigs  Largest contig  Total length  Reference length  GC (%)  Reference GC (%)  N50      NG50     N75      NG75     L50  LG50  L75  LG75  # misassemblies  # misassembled contigs  Misassembled contigs length  # local misassemblies  # scaffold gap ext. mis.  # scaffold gap loc. mis.  # unaligned mis. contigs  # unaligned contigs  Unaligned length  Genome fraction (%)  Duplication ratio  # N's per 100 kbp  # mismatches per 100 kbp  # indels per 100 kbp  Largest alignment  Total aligned length  NGA50    NGA75    LGA50  LGA75
r10_2bins_1_MP         8                       8                        8                        8                        30867659                   30867659                    30867659                    30867659                    8          6792253         30867659      6728151           49.50   66.21             4758965  6792253  2992084  6792253  3    1     5    1     6                1                       6792253                      11                     0                         0                         7                         0 + 8 part           24048558          99.894               1.015              0.00               58.70                     5.46                  1643841            6815349               1274469  1070338  3      4    
r10_2bins_1_MP_helen   8                       8                        8                        8                        30863086                   30863086                    30863086                    30863086                    8          6792196         30863086      6728151           49.51   66.21             4757933  6792196  2992068  6792196  3    1     5    1     6                1                       6792196                      11                     0                         0                         7                         0 + 8 part           24044027          99.894               1.015              0.00               56.20                     5.09                  1643830            6815307               1274461  1070324  3      4    
r10_2bins_1_r1_medaka  8                       8                        8                        8                        30864993                   30864993                    30864993                    30864993                    8          6792240         30864993      6728151           49.50   66.21             4758577  6792240  2992075  6792240  3    1     5    1     6                1                       6792240                      11                     0                         0                         7                         0 + 8 part           24045318          99.894               1.015              0.00               56.44                     3.66                  1643846            6815923               1274469  1070329  3      4    
r10_2bins_1_r2_medaka  8                       8                        8                        8                        30854445                   30854445                    30854445                    30854445                    8          6792242         30854445      6728151           49.50   66.21             4758103  6792242  2992072  6792242  3    1     5    1     6                1                       6792242                      11                     0                         0                         7                         0 + 8 part           24035007          99.894               1.015              0.00               56.08                     3.63                  1643846            6815686               1274469  1070332  3      4    
r10_2bins_1_racon_r1   8                       8                        8                        8                        30851823                   30851823                    30851823                    30851823                    8          6791560         30851823      6728151           49.49   66.21             4757936  6791560  2991900  6791560  3    1     5    1     6                1                       6791560                      11                     0                         0                         7                         0 + 8 part           24033709          99.894               1.014              0.00               57.73                     14.57                 1643660            6814362               1274323  1070244  3      4    
r10_2bins_1_racon_r2   8                       8                        8                        8                        30845869                   30845869                    30845869                    30845869                    8          6791674         30845869      6728151           49.49   66.21             4757875  6791674  2991958  6791674  3    1     5    1     6                1                       6791674                      11                     0                         0                         7                         0 + 8 part           24027509          99.894               1.015              0.00               58.34                     13.39                 1643672            6814608               1274352  1070249  3      4    
r10_2bins_1_raw        8                       8                        8                        8                        30849737                   30849737                    30849737                    30849737                    8          6787718         30849737      6728151           49.48   66.21             4756113  6787718  2990676  6787718  3    1     5    1     10               1                       6787718                      29                     0                         0                         6                         0 + 8 part           24078621          99.864               1.008              0.00               64.88                     96.71                 2098268            6768630               1471391  610115   2      4    
r10_2bins_2_MP         8                       8                        8                        8                        30867164                   30867164                    30867164                    30867164                    8          6792241         30867164      6728151           49.50   66.21             4758986  6792241  2992084  6792241  3    1     5    1     8                1                       6792241                      11                     0                         0                         7                         0 + 8 part           24047337          99.893               1.015              0.00               59.25                     5.37                  1643839            6816075               1274459  1070335  3      4    
r10_2bins_2_MP_helen   8                       8                        8                        8                        30863526                   30863526                    30863526                    30863526                    8          6792182         30863526      6728151           49.51   66.21             4758029  6792182  2992066  6792182  3    1     5    1     6                1                       6792182                      11                     0                         0                         7                         0 + 8 part           24044395          99.893               1.015              0.00               56.23                     5.03                  2052184            6815379               1643839  1070324  2      4    
r10_2bins_2_r1_medaka  8                       8                        8                        8                        30865115                   30865115                    30865115                    30865115                    8          6792245         30865115      6728151           49.50   66.21             4758599  6792245  2992074  6792245  3    1     5    1     6                1                       6792245                      11                     0                         0                         7                         0 + 8 part           24045165          99.893               1.015              0.00               56.62                     3.53                  2052214            6816198               1643848  1070329  2      4    
